Product code,Product label,"Singapore's imports from Taipei, Chinese-Value in 2012","Singapore's imports from Taipei, Chinese-Value in 2013","Singapore's imports from Taipei, Chinese-Value in 2014","Singapore's imports from Taipei, Chinese-Value in 2015","Singapore's imports from Taipei, Chinese-Value in 2016","Singapore's imports from Taipei, Chinese-Value in 2017","Singapore's imports from Taipei, Chinese-Value in 2018","Singapore's imports from Taipei, Chinese-Value in 2019","Singapore's imports from Taipei, Chinese-Value in 2020","Singapore's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
844720,Flat knitting machines; stitch-bonding machines,0,2,9,0,0,0,0,0,0,0,,31698,39525,28753,30740,34030,29015,25854,20216,19383,18156,,181,826,355,141,575,387,46,0,15,24
842691,Cranes designed for mounting on road vehicles,0,0,0,0,0,0,124,0,0,0,,318,272,310,150,201,290,171,103,48,63,,23802,29393,36335,17716,27195,15826,11560,13707,13838,13829
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,7,0,0,0,0,0,0,0,0,,1,120,231,20,76,26,12,746,0,3,,13,9,117,62,0,5,0,20,0,87
843410,Milking machines,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,4,37,5,2,0,0,,50,1047,29,58,115,202,165,18,8,12
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,18,0,0,0,0,0,0,0,0,,1104,707,1,2,34,43,8,26,29,0,,600,429,243,924,1216,1646,1984,1366,1232,317
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",2,3,20,49,22,10,19,1,15,0,,305,235,468,460,532,527,637,650,295,344,,3067,2952,2917,3075,3253,3118,3155,2873,2220,2199
961310,"Pocket lighters, gas fuelled, non-refillable",7,15,8,6,2,4,1,1,4,0,,16,5,20,3,16,3,0,1,1,27,,218,111,257,215,129,397,417,556,641,804
940151,Seats of bamboo or rattan,15,0,0,0,0,0,0,0,0,0,,55,26,26,44,13,0,0,0,0,0,,1324,815,438,379,316,318,0,0,0,0
940530,Electric lighting sets of a kind used for Christmas trees,4,11,0,2,0,4,91,332,0,0,,95,362,127,151,135,183,253,420,478,516,,1552,1648,1868,1090,2283,1173,1323,1342,841,856
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,0,75,10,278,81,131,37,0,0,,7824,14143,17021,27056,17335,27290,28018,24247,35272,55287,,26656,31719,32352,41226,60404,60046,51256,59763,38447,44102
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,30,0,0,0,,335,38,26,66,12,132,101,371,333,292,,3496,4253,2155,1161,804,584,501,12676,23168,33041
852210,Pick-up cartridges,0,0,0,0,0,0,1,0,0,0,,8,37,9,10,26,10,16,19,16,7,,6843,12966,5540,5711,4548,5017,3903,2680,317,270
853931,"Discharge lamps, fluorescent, hot cathode",226,3,5,0,0,0,1,0,1,0,,4114,1728,1782,1450,617,566,713,732,476,693,,27385,18597,16292,10222,8671,8160,5766,4595,4387,4895
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",6,5,4,1,0,6,0,3,1,0,,30376,35054,40435,56879,142450,23222,930,942,1511,98,,2863,1350,1295,5044,8436,11060,2433,105,45,76
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",23,2,19,11,3,1,20,285,1,0,,3141,2258,2065,1464,1851,1783,2368,2066,2005,1478,,5269,10518,26553,10333,9579,10121,14169,14504,11078,11650
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,10,,0,0,0,0,0,0,3762,154,110,56
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,155,92,112,184,193,149,275,38,514,325,,20868,51590,38604,62339,37916,45422,9455,10290,2371,7673
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",1,2,2,0,2,5,4,10,0,0,,596,415,583,455,390,274,328,308,100,100,,292,680,404,224,1470,727,682,122,265,210
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,1,0,0,0,0,0,0,0,,0,7662,62730,31673,382425,51280,232878,0,0,47012,,0,150969,1354002,2827300,1410202,1671226,4366131,3960203,1203654,46
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,66029,43626,74148,97429,90108,29578,16167,16292,25658,43452,,53,0,24,259,224,51,0,0,25,13
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,2,1,36,1852,,0,0,0,0,0,0,2,12,0,0
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,1,0,0,0,0,,1662,1003,749,914,771,0,0,0,0,0,,1641,7821,10286,18653,16485,19614,0,0,0,0
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,16,,1216,1517,2113,998,745,934,1540,2023,1435,1850
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,534,6245,0,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,43
290542,Pentaerythritol,386,218,825,987,1641,607,691,259,117,0,,31016,32175,40387,34002,33072,32594,36584,34046,30376,40007,,1613,1749,2462,1775,3246,3107,3801,3320,3305,5629
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,53,25,107,11,45,43,2,14,14,9,,87,101,40,345,224,348,260,526,408,549
291813,Salts and esters of tartaric acid,61,0,0,0,0,0,0,0,0,0,,705,737,1004,328,175,100,62,79,73,23,,484,580,695,440,703,533,781,467,743,544
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,3,40,64,83,0,21,0,,3731,3784,3717,4270,4112,5772,7726,6659,5854,9894,,1643,1190,1115,1656,1876,1698,1776,2599,2703,4658
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,290,117,119,78,83,175,106,59,25,306,,69,22,1,2,0,1,0,0,6,9
283711,Sodium cyanide,0,624,14,74,32,0,0,0,0,0,,13716,13135,6656,5076,6169,6478,6888,10173,6184,5145,,233,660,85,74,59,0,0,0,15,24
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,155,216,71,15,29,12037,21814,27537,,581,842,605,132,152,109,112,110,85,128
290110,Saturated acyclic hydrocarbons,0,5,0,0,0,9,0,0,0,0,,17398,15230,13058,4042,5996,7864,20925,6042,6817,11213,,76474,59648,39129,41697,55581,28502,24360,24261,27618,22552
290220,Benzene,0,0,0,0,0,0,0,0,0,0,,36794,0,82298,23424,0,105867,33907,12319,0,101320,,226282,640108,615123,394607,185506,172751,86905,161019,160917,250044
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,1,755,16050,13981,4470,909,5191,61,386,22087,,46434,46476,16,28,16,33,18,23,17,11
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,897766,2408802,1730720,1103767,1057567,1313026,1615302,910345,629005,1067240,,5,8029,386,3912,9,33,18,54,10,4
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,60,4,17,34,13,0,7,1,1,5,,281,243,217,566,345,434,404,550,1628,1527
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,177,141,104,61,38,36,47,17,19,20,,2392,2416,2302,2927,2609,2821,2994,2885,2563,2758
283110,Dithionite and sulfoxylate of sodium,202,168,133,153,42,19,0,31,0,0,,3016,3054,3137,2682,2707,3203,3304,3994,2845,3544,,380,377,205,233,225,463,375,539,548,656
283220,Sulphites (excluding sodium),0,2,0,0,0,0,0,0,0,0,,66,135,43,108,103,60,107,122,59,25,,1110,646,712,540,695,481,518,315,196,262
283319,Sodium sulphates (excluding disodium),7,4,68,0,4,0,0,0,0,0,,3847,3875,1481,1246,932,388,361,213,283,191,,2016,4361,1774,1435,1279,1649,1278,1100,2466,1639
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,95,227,613,322,250,252,324,387,572,552,,4539,6150,4444,4006,2152,1865,2149,2243,3272,2207
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,0,,346,229,229,276,46,3,19,6,18,15,,887,1149,1179,1106,920,732,1193,1155,1449,1390
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",43,0,0,0,0,0,0,0,0,0,,3205,2347,4846,1797,1320,714,57,29,57,2,,1231,1053,1552,925,1069,694,1168,1406,1373,2391
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,207,247,89,106,279,259,260,199,218,342,,1031,1005,977,991,677,763,888,667,445,670
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,4,1,0,0,6,0,0,0,0,,216,196,117,112,4,54,155,489,547,58,,15880,21192,31275,34865,46310,45268,54197,56621,27957,53581
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",1,0,0,0,0,1,4,14,0,0,,9853,6800,6029,4645,4208,2873,4356,4377,3130,4692,,6865,1968,445,325,239,248,539,602,255,376
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,22,0,0,0,0,0,0,0,0,,69453,44034,28822,28890,28448,39951,46996,37399,18790,56864,,547,1511,1312,2131,2100,2095,2443,2406,1789,2539
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,6,17,26,28,47,0,,328,338,616,648,603,280,240,648,520,334
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,0,0,,71,75,7,9,21,49,26,21,0,17,,385,65,66,44,25,56,126,24,55,59
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,8,0,0,11,54,45,2,11,53,31,,735,767,1468,1359,728,658,506,471,386,366
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",156,90,117,71,183,149,0,0,0,0,,1095,4645,3004,1923,4826,0,0,0,0,0,,143875,216447,318859,379778,417119,359861,0,0,0,0
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,445,1225,615,785,338,0,0,0,0,0,,358,714,1378,4820,2396,2281,0,0,0,0
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",7,33,0,18,13,0,13,0,0,0,,0,53,268,800,422,116,1357,1914,2346,1671,,16942,9818,956,230,1846,87,220,375,2133,2767
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,38,0,14,115,49,16,77,43,24,87,,16898,4709,6182,2929,1018,1204,1089,1127,1776,1854
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,0,0,132,33,56,84,130,33,0,44,,57,14,60,49,0,1,3,1,3,1
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",0,0,0,3,0,0,2,0,0,0,,23,0,8,47,150,2694,8,21,113,73,,16389,10246,13223,29401,15617,10962,10244,11997,12456,13132
293331,Pyridine and its salts,0,5,0,0,0,0,0,0,0,0,,9366,2346,5657,483,255,141,200,175,169,332,,1123,1529,1462,1156,891,2836,3304,1558,420,302
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,4,5,8,5,17,2,2,4,21,,56,36,780,56,90,91,66,63,141,148
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
292700,"Diazo-, azo- or azoxy-compounds",0,0,0,0,0,0,0,0,0,0,,5565,1515,1674,913,991,966,406,578,376,312,,379,664,828,477,683,632,375,388,474,676
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,0,1,0,15,0,0,0,,18,12,1,10,27,12,6,24,6,23,,8419,7566,10990,5866,8665,4704,5011,2517,2861,3761
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,47
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,13,19,47,2,0,11,1,30,11,0,,194,148,874,847,740,140,278,102,48,62,,13187,11453,6731,7425,5529,4670,4960,4374,3534,4537
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,1,14,53,61,25,17,22,7,,14,1,0,0,0,0,0,0,0,0
382476,"Mixtures containing 1,1,1-trichloroethane """"methyl chloroform""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,20,0,0,0,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,98,53,79,682,0,0,0,1090,353,6412,,0,0,0,0,0,0,0,0,0,0
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,6,0,0,0,,26,30,32,14,0,6,12,0,0,0,,10,1,1,8,60,6,8,14,1,1
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,21,74,1,0,6,0,0,0,5,,9,130,51,10,1,1,0,0,169,671
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,4,0,0,0,0,0,,4391,829,1617,521,475,342,286,354,185,160
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,4,0,,0,0,0,0,0,0,86,170,3,12
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),85,86,206,0,0,0,0,0,0,0,,40,72,76,13,4,4,3,83,0,0,,3639,1895,3050,3070,1841,2021,2931,3416,3361,2035
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,269,192,424,507,346,252,587,518,360,5,,228,251,104,307,95,109,711,3905,0,0
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,0,1,0,0,0,0,0,0,0,,0,17,114,0,55,67,43,0,0,0,,1226,1074,936,1220,1548,835,1179,694,477,863
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,36,0,0,5,0,0,6,1,0,,5196,6738,9095,7253,6430,5202,3067,3169,2276,3634,,15709,17974,17242,8347,5847,5370,4843,6236,5043,5502
400121,Smoked sheets of natural rubber,142,0,0,0,0,0,13,0,0,0,,685,266,18,210,207,106,729,415,167,152,,101980,77776,46811,33019,12401,9252,260,284,294,153
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,5,15,2,20,38,1,0,0,0,0,,1968,1788,1045,864,548,492,775,795,1019,1368,,1124,823,1097,663,742,284,265,367,1169,521
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,20,37,603,104,98,20,15,39,23,15,,1981,44,143,74,998,1540,200,69,205,285
391310,"Alginic acid, its salts and esters, in primary forms",0,0,3,0,0,0,0,0,0,0,,95,58,21,86,127,79,121,121,91,64,,2601,262,179,128,129,308,198,152,45,72
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,9405,9978,14892,32938,73988,118800,98860,56000,52549,77977,,9,7,4,6,16,26,3,640,773,11140
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",87,154,12,0,0,0,0,676,0,0,,3093,150,55,27,23,62,96,13,57,0,,14541,17170,11163,2905,1984,3094,2353,2183,314,383
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,888,1129,715,1140,1539,1628,2012,1570,1587,2040,,377,487,592,295,352,154,230,137,42,69
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,142,52,0,29,4,67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,2138,1271,1032,1040,1051,763,758,380,44,443,,0,0,0,0,4,0,0,0,0,0
510330,"Waste of coarse animal hair, incl. yarn waste (excluding garnetted stock, waste of hair or ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,207,228,131,429,60,2,87,166,1892,2604,,55,6,0,0,0,61,32,23,23,27
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,34,106,89,0,0,2292,0,0,,0,0,0,0,1,0,0,0,0,0
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,13,0,0,0,,1385,626,2631,1813,2147,3551,3646,4522,2913,5342,,27,29,25,17,14,9,26,13,64,74
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,0,,5,12,0,0,0,3,2,0,1,0,,0,0,0,0,0,10,0,0,1,0
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",148,22,0,0,0,0,0,0,0,0,,117,794,244,482,327,197,297,342,246,359,,150,26,10,0,974,0,0,2,0,0
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,4227,6803,5476,3168,1191,1511,1735,19,39,8,,85,0,0,0,0,0,0,0,0,0
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,185,151,28,49,31,0,17,58,37,158,,0,0,1,11,1,0,0,0,0,0
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,184,53,82,205,232,962,2322,1498,161,12,,2,0,1,0,0,0,0,0,0,0
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,5652,10969,21274,16988,12670,11086,5868,7054,1072,1446,,0,2,0,0,0,0,0,0,71,0
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,31,1066,843,572,666,765,604,407,325,242,,117,31,133,663,1885,1823,1611,167,73,89
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,15,32,0,0,0,0,0,0,,30557,27341,23062,17019,14882,384,0,0,0,0,,2214,1015,640,1170,1029,272,0,0,0,0
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,0,,1312,344,265,341,47,9,0,0,0,0,,1451,484,17,1,0,0,0,0,0,0
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,314,92,24,0,1,0,0,0,2,0,,0,0,1,3,10,0,0,13,0,0
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,0,,0,0,63,0,10,0,0,0,0,40,,6700,652,2552,2109,1055,1862,1638,1732,1066,2805
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,0,0,0,0,0,0,0,0,0,0,,74,127,19,6,4,5,9,19,125,16,,142,83,123,85,76,88,256,115,233,140
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,494,529,970,622,1348,0,0,0,0,0,,0,0,18,0,143,399,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,9,0,45,32,0,0,0,0,0,0,,852,1073,934,1125,960,23588,4569,2845,2279,3287
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6692,6680,2871,2434,1491,,0,0,0,0,0,0,3914,4190,1134,3347
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,52,76,58,71,110,13,78,91,70,25,,664,726,269,326,473,216,148,124,101,148
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,8,0,0,0,0,0,0,,4222,5122,2707,3278,2650,2737,2853,3169,3355,3621,,1154,856,504,895,516,598,428,222,162,234
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,20122,25583,18864,13032,10694,42,0,0,0,0,,715,2975,6343,5722,8107,3077,0,0,0,0
441810,"Windows, French windows and their frames, of wood",0,0,0,0,2,0,0,0,0,0,,17,3,15,81,4,23,116,27,7,12,,241,980,208,26,491,112,47,85,196,53
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,0,,75,88,12,3,7,13,0,0,0,7,,50,133,0,0,0,0,29,75,0,0
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,163,1175,12978,12198,14405,485,0,0,0,0,,1511,1123,1822,767,2416,1101,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",140,147,141,194,219,152,0,0,0,0,,10187,10421,11938,11475,10558,219,0,0,0,0,,4047,4116,4754,5523,5494,4674,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,1,0,1,0,0,0,0,,3197,2366,2572,1993,1440,1049,1296,906,719,829,,266,149,156,172,260,342,234,178,159,244
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,16,0,0,,6,1,0,3,21,11,10,0,217,0,,66,46,18,9,5,7,114,25,33,272
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3,19,1,1,6,69,5,25,,79,130,98,106,109,72,71,51,43,17
