Product code,Product label,"Taipei, Chinese's imports from Russian Federation-Value in 2012","Taipei, Chinese's imports from Russian Federation-Value in 2013","Taipei, Chinese's imports from Russian Federation-Value in 2014","Taipei, Chinese's imports from Russian Federation-Value in 2015","Taipei, Chinese's imports from Russian Federation-Value in 2016","Taipei, Chinese's imports from Russian Federation-Value in 2017","Taipei, Chinese's imports from Russian Federation-Value in 2018","Taipei, Chinese's imports from Russian Federation-Value in 2019","Taipei, Chinese's imports from Russian Federation-Value in 2020","Taipei, Chinese's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,259,586,446,117,349,249,158,227,268,786,,9086,9642,9533,8667,6112,6386,6414,6129,6421,9526
291570,"Palmitic acid, stearic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,864,837,774,511,692,698,747,626,1111,1208,,25001,28327,22450,18487,16454,17294,18829,14767,15713,18381
291614,Esters of methacrylic acid,0,0,0,0,0,0,0,0,0,0,,14306,243,116,141,1097,10042,9284,4640,1703,4706,,236823,225536,242102,194459,142859,206196,204718,98755,103578,135986
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,145,167,238,311,254,217,260,177,185,532,,10674,11473,10876,7359,7712,8732,8635,7956,6438,8289
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,340,657,533,175,237,356,970,755,1890,2233,,12375,13706,13744,11595,11220,15710,18716,24000,19847,25113
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,1,0,0,0,0,,129,269,199,307,181,255,145,20553,18210,38667,,99692,82541,60695,56232,54988,59438,61096,45291,41864,83843
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,48,53,246,137,161,215,182,133,165,277,,4365,5369,4250,3011,3504,3871,4038,3825,4248,5379
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,2,0,1,380,3,6,36,4,76,150,,150,205,139,198,115,118,166,219,292,267
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,2,4,9,3,6,1,34,137,2,42,,9832,11788,9441,6564,3571,8287,8956,4356,4312,7102
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,4,0,0,0,3,0
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5142,5617,5360,3578,5303,,0,0,0,0,0,1990,1414,943,972,1419
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,97,95,1,39,39,101,11,88,0,136
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,2
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,0,4,2,0,0,0,0,0,0,0,,0,2,22,22,32,21,23,40,46,37
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,9,3,13,92,,0,0,0,0,0,1802,2405,2312,2077,2776
290122,"Propene """"propylene""""""""",0,0,0,0,0,0,0,0,0,0,,35764,26776,25803,44880,61760,116784,83104,64226,32712,147676,,538705,344798,209958,129095,135126,265306,265597,222173,198573,280974
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,4123,3664,846,901,806,443,150,556,426,598
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,362,2031,967,1123,1103,1666,4405,201,191
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,2
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,,0,0,0,0,0,0,1,1,3,1
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,87987,95089,66994,57110,17958,15322,37429,17450,11603,26489,,14901,14252,12787,6952,5580,8216,6997,4782,4989,14115
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",0,0,0,0,0,0,0,0,0,0,,117,57,44,124,96,102,142,11,39,206,,160765,142292,106345,72654,67666,115237,104716,86716,65863,111586
290613,Sterols and inositols,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,1,1,0,0,0,1,,3796,3683,4901,5108,3876,4030,4597,2165,3213,4976
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,3,0,0,21,0,0,0,0,0,0,,1597,2035,2020,2318,2372,2260,2727,2504,2686,2634
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",0,0,0,0,0,0,0,0,0,0,,252619,267897,125647,78259,110966,195831,286629,322756,158767,83653,,491088,382848,320910,165047,196472,181832,229337,151032,114744,94551
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,0,0,,4604,5239,4868,2795,2997,4059,2214,2999,1660,3240,,6447,10404,13129,9206,6337,7980,8133,7294,7066,9032
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",0,0,0,0,0,0,0,0,0,0,,14,120,123,122,28,42,110,86,197,19,,8839,10078,9454,8307,6024,6947,8020,7459,7209,6286
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,10847,14926,18369,10602,12646,14738,15550,17383,15589,12336,,87,140,193,146,225,178,163,195,185,255
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,0,22,0,0,0,0,0,0,1,1,,2270,184,2365,2874,1845,4563,14760,14317,13749,28657
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,7897,9994,6652,6158,6291,4731,3911,3392,2164,1873,,8,12,5,14,5,8,17,7,10,11
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,279,563,488,447,555,743,479,473,676,677,,538,674,605,874,853,850,869,1045,950,1316
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,2,0,12,45,48,68,61,30,46,51,,2663,1644,1636,1645,2102,2970,3327,2268,2310,1897
293690,"Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...",0,0,0,0,0,0,0,0,0,0,,44,218,385,403,2056,1403,1014,348,462,855,,3901,3376,2137,2189,3619,3687,1906,1767,1140,572
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,0,1,2,6,2,0,0,0,23,0,,1315,2171,1362,1304,1372,1150,1383,1461,1317,840
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,2,1,2,0,31,56,118,8,0,0,,2071,1553,1435,1682,2473,1333,1921,1827,3122,1006
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,7,0,5,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,3694,5003,4620,7455,,0,0,0,0,0,5097,3426,1222,1529,25302
300230,Vaccines for veterinary medicine,2014,1916,1101,1082,1180,1111,0,0,287,0,,28223,35397,42148,39737,44393,63856,76755,66536,61661,55636,,34019,40051,33896,33583,37614,38664,40106,43542,45775,47173
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,3,27,73,26,,0,0,0,0,0,36,132,53,43,354
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,0,0,0,0,0,0,0,0,0,,57,44,1240,61,406,73,1587,3969,2381,2526,,333,267,341,464,510,522,463,608,1000,1040
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,5,16,42,46,71,137,107,787,101,55,,299,229,119,0,107,106,71,322,151,458
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,304,200,211,53,147,12,80,93,66,74,,683,513,800,538,382,659,408,349,794,975
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,523,468,244,153,175,300,337,302,282,261,,13837,15269,15437,13345,10059,10258,9592,8494,6380,8908
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,0,0,0,0,0,0,0,0,0,0,,468,575,918,776,1163,2031,2433,2181,2241,2889,,19552,21225,23246,20319,22654,23786,26362,24531,20752,26210
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",0,0,0,0,0,0,0,0,0,0,,483,363,399,530,295,440,596,641,568,549,,5052,6362,5630,4667,5085,5418,6511,6075,5303,7722
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,0,0,0,0,0,0,0,0,0,,921,802,1115,543,522,685,660,955,1419,2055,,3882,3690,3260,2496,2550,2582,2361,2566,1940,2120
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass ...",0,0,6,158,90,9,7,0,0,0,,28959,15790,11844,10558,9584,4832,1350,382,298,322,,350883,320128,235551,147173,126596,122668,107729,91526,129375,174701
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,0,0,0,,15,20,30,18,22,31,38,53,76,70,,718,754,790,1048,1082,1239,1375,1318,902,1160
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,1,0,0,0,0,0,0,,21,30,37,36,24,36,40,39,59,49,,1336,1689,1204,1409,2049,2070,2220,1941,1547,1357
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",0,0,0,0,0,0,0,0,0,0,,9101,10288,10504,7863,8606,11125,13400,14609,18227,20937,,67552,64836,62336,58489,59596,60832,60811,66499,67467,70038
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,0,0,0,0,0,0,0,0,0,,41445,40998,36772,36050,30851,31682,32150,29588,37797,42068,,4155,3746,3208,3613,4196,4911,6233,4755,8391,8514
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,212,467,2137,778,683,47,0,0,,340,404,455,361,336,319,226,283,251,321,,73449,70115,64473,60273,49091,46582,46071,42159,40869,45744
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",0,0,0,0,0,0,0,0,0,0,,50,358,473,462,816,979,1066,1426,1936,2943,,5150,4946,5682,5194,4441,4274,4436,4522,4035,4762
340600,Candles and the like,0,0,0,0,0,0,0,0,0,0,,2387,3596,9471,8042,3257,2665,2127,2350,2769,4802,,3269,4619,4026,4589,12850,33846,62437,56416,25407,19798
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",0,0,0,0,0,0,0,0,0,0,,807,992,2282,1564,2609,3151,3230,2575,3196,2881,,18237,19159,22731,20302,19140,22495,22983,21739,18930,17552
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",0,0,0,0,0,0,0,0,0,0,,1162,1035,1042,987,951,726,773,988,974,937,,192,240,254,280,376,331,546,528,589,581
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,26004,17456,12682,23993,2951,18973,13006,9143,22436,0,,0,4,7,408,3291,0,2,0,644,655
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,14,0,0,0,0,0,0,0,0,,29669,28800,17602,14700,7239,7968,5244,11697,23279,0,,3494,3642,3514,3816,3077,2478,2360,2297,2226,2342
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1270,9,0,0,0,0,0,4,,509,194,104,83,17,115,44,12,32,192
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,2,17,1,4,,0,0,0,0,85,297648,323415,301941,282233,314437
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",484,226,336,0,0,0,0,0,0,0,,31617,38988,40968,33715,28439,25945,18803,18506,19472,41217,,5059,4711,4704,2600,2569,2787,2669,2109,2295,2598
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",0,0,0,15,0,0,0,0,0,0,,219,360,505,411,272,532,469,650,1313,1334,,51551,51125,49259,40225,43771,43529,42911,43769,48321,52050
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1876,2329,1836,1017,960,841,452,788,279,569,,11927,11358,14186,11835,11273,13909,13451,12340,13638,16637
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,0,0,0,0,0,0,0,0,0,,1403,498,3165,4801,26192,10212,32809,87070,52971,6854,,274167,326945,301201,171115,220489,261670,285873,273659,419898,366470
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,0,0,0,0,0,0,0,0,,18219,19928,18929,12346,16157,25019,43414,44028,28375,32909,,23847,25732,24404,24444,25450,29144,31050,29657,26082,28207
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,308,1,737,886,1729,1697,332,156,174,228,,9628,9584,8906,8589,8403,10023,10589,7330,8583,17406
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,2,0,8,9,11,1,0,19,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,243,41,19,51,17,,0,0,0,0,0,5,0,0,11,0
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",0,0,0,0,0,0,0,0,0,0,,3948,4022,5029,3480,5368,9532,8138,11480,12051,13202,,3625,4054,4052,3476,3083,2822,3149,2836,1689,1654
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",0,0,0,0,0,0,0,0,0,0,,1941,5454,5826,5405,9142,11166,14398,18749,20761,24143,,6501,6861,6917,7420,10582,11675,14192,15667,16294,17958
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,0,0,0,0,0,0,0,0,0,,1899,2557,2562,2455,2883,3364,3629,3993,3926,5647,,2604,2253,3775,4119,3905,3337,3627,3696,3412,2588
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",0,0,0,0,0,0,0,0,0,0,,2784,3264,3603,2903,3585,4513,6090,6785,6031,7734,,7125,7067,6766,6585,7749,7052,8029,8602,6910,7248
482110,"Paper or paperboard labels of all kinds, printed",0,0,0,0,0,0,0,0,0,0,,7633,10277,11475,7936,11503,12808,14572,14358,17072,18782,,15995,14112,14183,14788,15954,18852,21874,25028,23590,27087
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,0,0,0,0,0,0,,2920,2656,1962,1025,973,911,1070,1136,1072,1100,,149,155,145,146,302,692,328,309,40,34
491199,"Printed matter, n.e.s.",0,0,0,0,1,0,0,0,0,0,,8280,36051,21936,18985,16277,16560,32724,20780,18455,22660,,23217,22100,28191,29903,28611,31343,31749,32896,37314,34191
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,12,0,0
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,7,2,11,6,53,0,4,2,18
500710,Woven fabrics of noil silk,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,366,94,61,56,56,34,79,82,25,21
500720,Woven fabrics containing >= 85% silk or schappe by weight,0,0,0,0,0,0,0,0,0,0,,39,87,104,52,55,22,58,54,25,112,,1306,1229,1356,1151,598,485,696,504,409,575
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,9,0,1,0,0,1,3,0,0,0,,4000,3326,4203,4928,3987,2770,2312,1508,1122,1325
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,1002,1918,2047,1773,990,572,1076,460,790,484,,0,0,0,0,0,0,0,2,1,2
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,2005,3157,964,345,593,560,183,300,210,226,,614,458,442,591,253,200,355,113,75,115
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,13,62,36,22,7,49,57,161,67,69,,660,481,347,109,42,36,56,65,59,21
520420,"Cotton sewing thread, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,61,69,72,75,57,128,87,114,91,125,,236,141,290,212,148,156,125,90,66,98
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,286,143,87,13,73,46,4,0,0,35,,3478,3240,3635,2803,4241,4283,3926,1956,1571,2925
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,17,0,,1623,1514,771,1896,1119,397,706,128,301,920
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,424,456,585,476,524,516,285,281,260,566,,48,0,0,0,0,0,0,0,0,2
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,109,117,197,304,122,151,67,51,50,109,,1070,3223,377,1413,399,870,850,184,50,198
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,76,105,57,93,54,17,8,16,11,34,,773,776,460,377,271,404,202,169,87,110
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,0,4,0,0,14,,2,0,0,200,60,0,0,0,1,0
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,568,565,260,244,279,352,338,309,370,349,,107,148,125,603,1236,279,288,276,207,347
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,55,10,4,22,12,16,74,47,98,45,,9,15,11,0,7,124,61,0,4,0
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,118,83,67,61,1,4,10,0,0,1,,88,61,199,146,222,127,99,25,23,3
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,2303,411,1090,514,485,617,670,117,75,93,,3,0,2,7,1,7,0,5,42,42
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,1097,1609,1178,430,359,893,755,558,1899,3114,,13,446,578,375,106,214,8,383,136,348
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,74,129,149,26,30,47,298,116,89,94,,4,0,2,0,1,42,1,0,2,0
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,6005,6413,5868,3583,4346,3762,3832,3456,3506,3270,,255,118,353,201,228,322,170,163,37,110
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,10,9,5,2,0,1,1,3,3,2,,131,73,123,108,98,96,49,49,24,29
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,19,9,3,19,256,5,15,21,32,189,,153,42,25,36,69,14,9,64,14,13
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,360,622,382,151,182,229,165,628,74,213,,296,289,467,169,334,152,98,67,86,74
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,45,22,252,4,0,34,68,128,113,29,,19,83,52,32,16,15,7,13,9,7
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,145,104,45,59,41,30,119,76,14,19,,7,19,70,17,0,3,3,1,0,0
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,52,549,741,828,1123,290,1642,2570,1519,3260,,0,0,333,294,530,308,413,407,234,307
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,155,1,473,532,129,18,54,18,7,3,,247,459,383,198,120,76,118,367,249,463
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,14,23,15,8,7,15,36,35,19,18,,66,50,35,228,78,24,54,30,45,44
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,430,354,198,79,57,34,75,101,53,59,,2,6,8,5,0,5,31,1,15,19
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,28,10,22,25,51,35,152,22,22,280,,331,420,610,616,268,181,179,155,119,90
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,0,0,0,0,0,0,0,0,,0,22,6,4,0,4,8,2,5,4,,441,672,126,20,49,128,1775,2184,996,1610
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,0,0,0,0,,2322,469,116,127,685,1479,1021,193,451,691,,25,195,977,453,415,561,470,301,211,408
