Product code,Product label,Viet Nam's imports from Singapore-Value in 2012,Viet Nam's imports from Singapore-Value in 2013,Viet Nam's imports from Singapore-Value in 2014,Viet Nam's imports from Singapore-Value in 2015,Viet Nam's imports from Singapore-Value in 2016,Viet Nam's imports from Singapore-Value in 2017,Viet Nam's imports from Singapore-Value in 2018,Viet Nam's imports from Singapore-Value in 2019,Viet Nam's imports from Singapore-Value in 2020,Viet Nam's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,,,698,709,627,124,142,107,120,218,55,103,,8798,1937,7338,5958,1716,2529,15991,9615,2558,8398
290110,Saturated acyclic hydrocarbons,349,64,38,22,8,8,48,4,2,,,70536,43344,25672,21533,47689,67711,3648,2325,2824,3400,,3265,5879,5928,3310,3085,4019,3987,4375,3998,44341
290121,Ethylene,0,0,0,0,0,0,1,4,5517,,,90666,191637,384744,279225,205369,458300,317945,426064,223270,318778,,217,103,38,37,41,60,62,148,8460,7857
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,,,402433,247938,395237,169768,93702,203975,258666,139041,91469,182662,,0,0,0,2,0,2,1,0,0,6
290220,Benzene,0,0,0,0,0,0,0,0,0,,,82582,95052,363623,473496,103475,179156,149129,90427,32107,73508,,67,64,67,46,43,39,64,76,37,5
290242,M-Xylene,145,0,0,0,0,0,0,0,0,,,2738,340,874,278,84,35,25,33,32,40,,145,269,1187,0,2,1,4668,3,0,
290243,P-Xylene,0,0,0,0,0,0,0,0,0,,,952754,996837,1010684,553269,838592,1325018,1605858,1173165,528000,901443,,0,3,2,4,3,21,179,198,218,6969
290312,"Dichloromethane """"methylene chloride""""""""",71,0,0,0,10,2,0,7,0,,,4626,3275,5207,4115,5607,6733,4683,5478,3079,4560,,3695,3160,3900,4279,3594,4565,6761,8334,8091,10484
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
290542,Pentaerythritol,0,0,0,75,0,18,0,0,8,,,571,23,56,136,254,77,34,106,33,139,,1360,1438,1718,2633,2610,2486,3181,2646,2484,2839
290543,Mannitol,0,0,0,0,0,0,0,0,0,,,10,80,2,6,5,2,25,13,7,8,,1769,1917,2569,1986,2972,3527,2483,2729,2642,1846
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",5,0,0,0,0,0,0,1,0,,,1012,1787,2848,2967,3317,3228,2451,4548,4945,7869,,149,322,133,237,550,587,246,365,679,843
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,32,5,0,0,95,0,0,,,45438,53137,46921,49514,41231,66679,73069,70134,68763,82932,,2391,3045,2568,2770,2395,3069,3974,4167,4695,5491
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,33,17,86,60,193,37,4,3,5,
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,1,12,0,11,17,,,2757,2641,4454,4158,5171,5909,6061,6850,9208,10668,,3465,4930,5805,6319,7668,9898,10923,11880,11337,13743
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,8,15,0,,,621,215,125,172,420,430,371,394,591,448,,2128,2212,2227,1637,1032,726,864,796,527,617
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,2,0,,,0,0,0,0,0,0,47,5,0,0,,0,0,0,0,0,0,123,535,1555,1106
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,,,1635,3300,3028,4068,4405,10257,0,0,0,0,,27,78,175,157,160,183,0,0,0,
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,,,2539,3745,309,564,890,70,83,975,143,267,,0,55,44,52,101,16,6,52,386,637
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",1124,1256,1809,1490,1394,1183,1356,945,716,,,7424,12778,16733,8846,10233,9000,7745,9098,9406,16701,,45868,66431,69473,65769,63759,69607,80888,70460,67955,70135
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,0,0,0,0,0,0,,,1455,1087,976,675,674,361,961,1386,1516,1933,,217,285,285,435,787,1181,1413,467,490,3131
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,,,1565,905,1132,1191,1459,2062,2393,2021,2615,2758,,1399,2042,3733,3681,2833,2724,4226,5134,3844,3023
291813,Salts and esters of tartaric acid,23,12,10,6,7,5,3,5,9,,,133,76,62,75,96,78,122,157,46,53,,361,768,734,750,902,844,754,731,617,383
291814,Citric acid,4,0,2,74,78,1049,1914,1923,1778,,,9805,15493,13406,9101,9503,11397,13443,10960,8973,10453,,9499,10659,12512,12322,10974,14260,13229,12631,14085,20713
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,5
292211,Monoethanolamine and its salts,1,0,0,0,0,32,0,0,0,,,3784,3694,2683,2422,3145,2022,3638,2380,1784,2512,,683,698,1120,1167,1013,1516,2330,1511,1636,1418
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",197,677,260,0,5,90,0,6,4,,,1775966,83358,92959,113620,411692,17318,145178,40612,153949,88384,,19589,22006,31751,38204,38719,30483,39521,31301,37470,35077
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,0,
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",0,0,0,0,0,34,74,67,67,,,12558,8266,7213,7860,5625,10045,7515,10364,7600,8265,,11317,13583,16459,14940,15303,18661,23234,23759,24901,52656
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,9,1,0,
292700,"Diazo-, azo- or azoxy-compounds",0,0,0,0,0,0,19,23,0,,,1001,1032,950,667,981,1113,751,668,359,417,,12421,10984,11578,13074,11479,14973,17336,20626,18937,18140
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,20,22,0,0,0,0,,,9205,10109,10705,6241,7350,3353,5792,2438,2413,2609,,1203,1151,1494,1201,1495,1667,2036,1645,1788,5946
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,24,2,1,0,84,69,11,23,32,,,19342,22649,21465,29556,21399,26359,24054,20135,21878,32631,,9483,12167,15393,16218,17885,20842,26518,28212,31240,38152
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",18,24,21,18,7,8,28,2,22,,,381913,251097,160635,150577,44649,3010,2055,2122,2269,1996,,153,290,717,526,1106,2146,1210,758,852,3417
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,,,576,856,932,930,367,456,456,35,76,64,,194,133,239,214,427,137,433,475,355,435
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,,,0,3,17,6,4,28,28,3,1,0,,84,79,170,381,267,431,94,2,42,25
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,548,587,0,0,0,0,0,0,0,0,,68,0,0,0,0,0,0,0,0,
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,3,,,104003,53459,16133,5065,5144,11755,628,919,1771,505,,3657,4321,6172,5366,7332,11092,13943,12610,11374,20796
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,,,176,457,2628,1,7,7,0,4,16,190,,28,68,143,233,105,240,217,0,39,37
293627,"Vitamin C and its derivatives, used primarily as vitamins",8,0,26,20,35,93,162,177,220,,,44557,48278,44532,21927,20390,21156,17917,26208,15602,10407,,8741,8752,13005,13533,13536,18402,18331,15694,13732,18472
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,,,21831,22409,30633,462,5889,132,311,156,162,821,,2441,2139,2560,1728,2802,1106,671,260,768,820
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,172,0,86,0,0,0,0,0,0,,,130943,137340,131944,111042,74351,87060,120494,98569,98977,87112,,28358,38454,42080,39832,36720,33273,43017,40412,42187,38050
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",0,33,0,4,0,7,0,0,0,,,13868,12930,27902,66013,81508,191756,304193,203403,184659,118264,,139897,169151,190823,176535,178646,172742,186930,185978,185403,130340
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,0,0,0,0,0,,,1077902,821162,731993,521648,366779,328518,478820,673622,606551,822767,,68,211,469,701,7833,6150,16327,17628,17324,1980
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",0,0,0,0,0,0,0,0,0,,,344258,684769,560896,685468,813373,966882,0,0,0,0,,4150,3998,8231,8101,11767,37191,0,0,0,98
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,45,0,0,71,96,1,3,0,6,,,85186,58703,72427,93004,141144,182149,324252,242719,341886,510907,,30069,36965,40023,43684,53496,40035,20720,41222,41511,12393
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,,,465516,228192,17015,4255,2145,2439,0,0,0,0,,1526,1324,1409,1369,1161,2590,0,0,0,
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",6,1,4,0,0,0,2,1,0,,,3992,4269,18320,206575,208545,221215,198556,236663,239639,195102,,14171,12176,12407,11485,12970,16935,14815,18507,13418,9522
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,,,41,74,0,4,7,0,45,19,41,254,,0,3,1,0,14,24,0,0,0,670
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",1,0,0,443,12,0,104,32,41,,,1540,858,11044,6349,7844,9282,3869,3798,4219,7543,,268382,190373,124316,146447,121435,131996,137126,121989,111616,276182
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,3,0,0,0,6,0,12,0,,,262,261,231,1718,1494,2328,1909,1988,357,1121,,7841,7535,7216,7347,7065,6063,9922,8687,7707,5432
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,3,10,15,54,15,,,66,1,89,122,36,62,113,57,233,111,,24849,21186,24755,32069,29231,32450,16500,15497,10774,19440
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,10,0,0,0,33,60,0,0,,,275,96,216,431,287,158,159,77,131,287,,2026,2333,3033,3446,4605,6621,6487,6567,8423,384
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",90,23,2,0,0,0,14,33,18,,,45878,47342,69772,84621,70342,73355,69554,56828,37636,30992,,10559,13095,20149,21379,21388,25729,31627,33868,27989,30626
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,0,2,0,0,13,66,48,0,,,20943,24032,34689,40125,49782,59632,80017,73769,43311,83404,,2244,2040,3326,3539,4949,5647,9792,17481,14482,18394
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",203,53,64,25,17,38,4,123,865,,,7245,3908,524,477,878,134,221,302,223,391,,8239,5344,10044,4414,6413,8599,12643,17471,19175,19835
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",316,369,262,210,212,309,240,315,182,,,18915,13961,8342,7269,7185,8467,7625,7555,5372,7641,,34388,38479,41717,40060,47985,49248,50410,56044,49108,32144
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",0,0,0,0,0,0,5,0,0,,,635,236,400,254,132,150,216,140,88,187,,201,203,168,375,362,512,811,932,960,2097
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",1,0,1,0,3,0,0,0,2,,,686,354,693,559,383,238,229,216,307,363,,853,1110,1730,1621,1883,1380,918,1516,2113,14559
330420,Eye make-up preparations,0,0,0,0,0,2,0,0,0,,,85742,111044,112592,144412,141985,192983,257306,245334,133517,197821,,2852,2822,3388,4187,4485,4709,5306,5758,5076,7811
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",0,0,0,0,0,4,0,1,0,,,79250,71795,68746,81057,79560,76618,102526,129148,154409,204351,,7551,7390,7434,7837,6874,7103,8476,8490,6677,6552
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",202,74,92,53,120,75,64,17,52,,,6362,8526,11119,9701,8919,7218,9525,9734,8144,11519,,36855,46188,48661,38323,38922,40330,41057,34696,33116,73535
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",217,520,460,499,456,528,519,701,824,,,30850,26547,27342,28824,32180,36567,40075,41029,39770,64486,,26211,27910,33156,45141,48137,59958,78432,98263,90960,117511
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",2036,3742,1574,1171,1166,1360,1237,1413,1165,,,62413,80537,67858,47009,45031,46944,46806,47441,37439,44187,,81829,97316,107404,116710,146475,188669,244152,327193,331929,122757
360410,Fireworks,0,0,0,0,0,0,0,0,0,,,1,23,9,1,0,27,93,3422,0,0,,0,0,3084,5076,0,172,200,164,0,21
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,8,0,0,0,0,1,0,0,,,459,408,181,463,246,98,653,290,131,233,,153,194,215,392,534,602,759,749,753,1002
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",0,0,0,0,0,0,0,0,0,,,15030,13364,16289,15736,19573,13809,19788,16615,9740,18805,,24874,27103,27768,31860,35265,36013,41142,45505,26784,11722
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,221,165,56,0,20,0,6,7,0,11,,0,0,0,0,0,0,0,0,0,20
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,,,25,49,50,26,5,0,0,0,0,102,,23,1,0,19,30,0,0,0,0,4
380300,"Tall oil, whether or not refined",12,7,13,32,57,92,86,107,32,,,3710,1413,1337,401,245,194,76,104,136,49,,338,611,1286,676,659,666,680,411,351,71
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,23,,0,0,0,0,0,0,84,292,327,216
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),2,0,4,6,70,0,2,3,0,,,14470,14233,14571,8258,6583,9751,8122,7231,4336,1281,,807,671,831,452,360,261,779,689,640,843
381210,Prepared rubber accelerators,17,22,115,234,95,110,108,23,21,,,6018,5095,4689,4352,3191,4660,4657,5076,2850,3662,,24472,29737,32518,30884,34255,40502,49744,55318,58880,67410
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,6,53,7,5,12,29,0,2,1,,,6136,3757,1931,4188,2603,1550,3081,5024,3870,7081,,1378,1940,2167,2295,3065,2120,3332,3033,2722,1299
382410,Prepared binders for foundry moulds or cores,41,231,148,152,411,189,241,230,94,,,5702,4877,2514,1642,1171,1177,1923,1697,1330,1833,,3303,3801,5663,5298,5718,6647,9595,8387,8260,11312
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,59,0,0,0,0,,0,0,0,0,0,0,0,0,0,
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,,,1,250,0,0,0,0,0,0,493,578,,0,0,0,0,4,30,0,0,0,
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,1543,5910,9001,,,0,0,0,0,0,0,1522626,2492969,2156549,2698206,,0,0,0,0,0,0,6303,22810,35379,455962
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",0,0,0,0,0,0,0,0,0,,,824,909,847,982,979,465,2246,573,642,353,,2367,2481,1960,2292,2524,3801,4188,5054,4159,4562
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",53,94,1,1,79,105,164,1,49,,,84259,73328,78683,66933,54577,40890,45596,38916,32421,28152,,6596,5927,6488,6784,7625,10486,9214,8989,11512,13308
390610,"Poly""""methyl methacrylate"""", in primary forms""""",2325,2306,2687,2279,1823,2507,3652,4043,4546,,,201368,168820,217977,186765,171120,230470,239246,193549,167545,196849,,23033,22666,20461,17969,16913,23904,30526,32898,30800,25494
390710,"Polyacetals, in primary forms",158,95,140,42,22,137,193,47,56,,,40969,48911,21388,22345,21373,23459,26714,23792,20562,24766,,18259,19879,18415,13473,15194,36276,46157,42889,30273,67302
390940,"Phenolic resins, in primary forms",251,220,532,560,453,1184,1879,2377,2510,,,54940,55069,59045,60939,70601,88392,75327,76411,74891,96153,,18403,22365,25636,26294,28657,31371,37945,44285,42074,48293
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,,,3166,365,677,20,225,95,143,9,148,2,,743,468,615,649,758,906,1007,140,122,87
391310,"Alginic acid, its salts and esters, in primary forms",0,20,6,6,9,21,10,12,11,,,123,142,54,120,77,137,47,3704,17,115,,1274,1667,3767,5410,5890,4504,6708,7551,4128,4057
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",214,80,172,132,103,136,107,69,5,,,6310,5985,6471,6481,4676,4669,4514,5351,5397,6172,,7933,8912,8615,11962,12515,12167,9470,10343,12887,13770
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",227,324,1316,72,89,128,196,125,136,,,9059,8519,9367,10488,8286,7661,8752,7910,12443,9193,,33318,30944,29147,38724,38293,35846,33281,35347,31452,8835
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",36,20,48,50,42,26,661,72,22,,,3503,4259,4584,4500,10107,23682,10841,13771,8655,7222,,6369,5682,5686,7425,7074,7564,7196,7898,10117,49376
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...",2,39,49,1,42,3,2,3,0,,,3257,1918,1852,2607,4327,4508,4211,1728,1492,1730,,6465,3559,5651,8553,11075,10969,12799,19785,30639,92503
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",724,758,773,931,596,620,162,54,17,,,15688,18563,13829,13988,15071,16771,20555,19222,19613,17540,,38769,41413,50050,53310,64244,82354,81709,90956,124017,174991
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",0,0,0,0,16,8,0,0,1,,,4313,4813,4861,5814,7755,9370,17968,10604,7983,9818,,521,2064,2771,3672,6216,12896,48122,45155,30321,37875
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",132,128,89,482,366,259,37,44,3,,,27268,25498,36797,12408,7607,13723,9304,7172,7123,9281,,17479,20861,17342,13625,18805,21863,22513,25763,23852,85355
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",105,142,87,51,10,13,4,3,14,,,3820,6347,5203,3665,5845,5823,3677,4592,3918,5404,,16061,17592,17423,21955,26044,30831,41104,38777,41171,12224
392210,"Baths, shower-baths, sinks and washbasins, of plastics",0,4,3,0,1,0,0,9,1,,,1613,1420,2538,2342,1094,534,954,626,385,2454,,3639,3256,3595,3571,4585,4184,5174,5116,6892,16030
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,,,108285,74260,51265,34555,23253,10930,554,310,0,0,,76947,31462,32309,21532,25917,42822,25976,21083,32848,21420
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,16,8,0,10,0,16,21,34,37,,,268,93,428,142,39,84,57,63,41,119,,11471,12372,12516,14448,14290,17936,21187,26315,18634,28848
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",53,157,71,3,2,15,89,199,2,,,4420,1952,2016,2147,1325,1079,3057,6401,6677,8051,,2710,2977,2185,2493,2571,3620,3305,3389,3714,9175
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",67,23,8,47,45,29,40,25,33,,,8436,10243,10349,4845,6056,5944,4511,5836,5103,6073,,9588,5619,6088,5290,6118,5586,7126,7365,5654,10522
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",0,1,3,2,1,0,0,0,0,,,844,744,1045,1425,1180,1054,854,668,738,530,,4770,4030,3766,4701,5813,9797,14245,11023,11164,17430
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,,,3539,1885,365,311,316,160,0,0,0,0,,1467,964,1467,1409,1422,1727,0,0,0,
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",329,139,43,80,277,132,0,1,3,,,1801,2317,3719,2787,2041,1984,1721,1921,2317,8208,,30757,32974,36350,38972,35296,39689,44682,40174,34380,4029
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,,,1020,625,8,34,2,0,0,0,0,0,,20,102,42,23065,39104,51172,59061,33141,24,100
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,62,0,0,,1,3,347,175,153,166,38,60,78,1
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,,,10308,10009,15619,14144,12174,8798,9497,10326,2273,7241,,6,229,0,0,2,18,5,0,7,21
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",1,0,0,2,0,5,5,15,2,,,2560,1735,6887,3588,3408,3616,5398,5366,2543,1516,,1092,2549,1275,1968,2710,3270,2580,4106,4677,531
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",3,0,2,0,4,24,18,21,18,,,38984,41388,36850,32230,25607,33083,42625,38432,30212,22097,,7602,6645,8204,8838,10195,16182,19959,18236,19972,2782
