Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
291733,Dinonyl or didecyl orthophthalates,852,204,169,0,41,289,0,0,25,8,,3422,5854,8183,5696,4483,5496,3377,3594,2157,18850,,107674,97465,80138,57200,59289,104467,102584,89628,68294,123603
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",18,36,37,31,18,16,54,53,20,8,,13419,15979,14870,13831,24686,11773,6814,5967,6417,31040,,52257,48001,38418,30614,32261,26161,37212,34714,23432,17440
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",103,179,79,158,195,53,16,27,15,8,,140,11832,13628,15636,18593,11482,13565,13627,9601,267,,80453,78113,72796,51930,62359,71000,94490,84883,91634,114759
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",3,0,0,0,4,0,0,0,2,8,,156,412,245,326,227,137,177,264,515,305,,28219,31137,31637,27055,25260,25080,25575,22424,17523,19724
841420,Hand-operated or foot-operated air pumps,9,6,11,7,4,12,14,5,11,8,,2157,2376,2631,2954,2510,2620,3785,8634,3655,3620,,29095,31514,31400,27140,25690,26216,28914,30338,38119,43532
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",10,3,3,2,12,13,64,24,31,8,,15689,18626,55108,31568,25295,31099,14959,19505,40450,31882,,4779,4973,5986,6375,8175,6288,7700,8573,10923,8255
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",7474,186,0,0,0,1,7,1,4,8,,2502,4720,3723,4301,4591,5701,1352,127,428,1934,,38212,49351,39511,51019,58965,62509,58834,63110,50212,78402
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,3,3,1,8,,45,40,30,34,10,48,42,39,12,58,,2105,2073,2452,2063,1367,1194,1736,2232,2316,2626
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",1,1,1,0,0,0,0,0,1,8,,0,27,9,7,7,10,187,37,11,15,,20857,26105,28469,28970,30060,28168,29261,21758,32023,32459
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",0,7,4,2,8,38,62,125,27,8,,15401,17399,14937,12427,12051,11030,10418,8140,6871,9244,,12387,11242,14673,12884,11181,9526,8848,7855,7251,10065
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",304,234,135,137,32,57,55,71,11,8,,4342,7025,16407,10675,6161,6828,2285,4575,8375,13257,,8818,7451,4923,6005,5553,4918,6382,6776,3224,2098
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",1,21,0,17,6,50,0,43,0,8,,556,844,964,897,951,1133,944,1339,914,589,,64186,71241,88333,84678,95478,178722,202508,182885,165254,111712
843490,"Parts of milking machines and dairy machinery, n.e.s.",1,6,17,23,2,9,0,17,23,8,,899,2195,793,1289,2192,2633,1881,2013,2334,1956,,80550,99995,117010,99302,76376,81013,94456,94561,89625,79808
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",2,19,21,22,9,8,26,0,4,8,,2717,5856,5781,10271,40271,55911,15558,8457,7114,5610,,2230,1074,1025,958,1371,1143,833,1659,2375,2908
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",0,0,4,1,1,2,1,3,6,8,,44,113,23,156,60,54,103,766,156,176,,2499,2785,3774,4264,5170,6026,6069,4051,4560,4140
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",5,1,0,2,0,0,0,0,7,8,,1,15,6,6,11,32,14,92,264,14,,17266,18708,17858,13100,26635,27183,30491,30670,34398,35386
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",25,13,15,20,2,4,16,26,18,7,,4153,5327,3963,6600,6206,3492,2524,2635,1783,3684,,53898,63175,67107,64872,70919,88866,110782,128897,134972,207066
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,13,0,0,0,1,0,0,7,,0,194,863,338,274,127,214,44,41,105,,173198,135614,100371,48196,55612,105550,105441,68537,36336,32838
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",9,0,0,0,2,0,0,0,2,7,,13775,17548,27917,32860,17409,14127,12900,17548,17543,21605,,13751,12310,11446,11895,11297,22481,31889,27356,20045,17470
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",1,0,0,0,0,0,0,0,0,7,,2290,1441,1089,1910,2377,3257,5577,5735,4775,11187,,2059,3216,3445,2793,2866,3895,3587,3312,2378,1626
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,3,9,4,0,0,0,17,5,7,,2324,49,44,70,5077,1327,734,972,1415,1749,,433783,402658,301124,282709,295379,278407,313218,203041,224294,36013
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",3,1,1,6,0,0,2,9,0,7,,516,821,476,373,669,423,493,713,1655,1841,,14496,15496,25318,22906,19286,12677,15756,15592,16669,22597
110510,"Flour, meal and powder of potatoes",7,10,0,10,4,10,11,21,7,7,,3052,3947,9752,9818,2233,4547,3063,2425,1271,419,,6081,5280,4245,5065,6548,6655,11066,10438,9073,8273
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",30,50,192,100,185,213,115,6,29,7,,37,56,46,112,67,83,303,320,575,209,,24221,23131,24116,19416,19798,23081,22682,21950,26456,33170
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",3,0,6,0,0,0,0,0,0,7,,2478,132,8620,10262,10843,13862,1761,277,111,301,,18835,20312,19293,27874,31656,32696,44149,33426,30770,56874
391722,"Rigid tubes, pipes and hoses of polymers of propylene",0,2,9,11,0,22,19,120,3,7,,827,701,1009,784,1786,2788,3152,2912,2492,2582,,35963,38559,41824,35300,40142,48005,57118,57739,58416,68765
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",2,7,7,29,23,2,11,9,5,7,,1646,4039,2571,2627,1018,204,410,1917,170,238,,1522,1652,1824,2000,1778,1577,1636,1646,2447,1752
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,1,0,2,0,22,23,3,2,7,,4,188,387,211,137,156,32,66,37,9,,45967,38978,33957,25769,15732,16638,20036,17793,19640,23123
250410,Natural graphite in powder or in flakes,343,456,539,222,2,7,23,8,0,7,,640,358,285,271,334,422,301,211,554,628,,52840,48253,51071,37343,39247,38605,56998,46903,37796,51433
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,4,2,0,1,9,6,10,7,,16582,19310,15374,15261,17833,20930,22612,20125,16782,22253,,11286,12368,10907,9622,10132,11246,12005,9454,9997,11738
902213,Apparatus based on the use of X-rays for dental uses,0,0,1,0,0,0,0,0,0,7,,405,856,1253,1386,1550,722,654,1790,1043,1120,,53489,48087,56772,57125,56999,64823,50398,54635,27579,36687
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",42,30,64,3,6,3,6,7,0,7,,306,411,1257,16659,1739,497,504,499,394,481,,7666,8904,8146,6511,6413,5812,5767,5089,4457,3622
330720,Personal deodorants and antiperspirants,4,30,0,1,0,5,26,8,0,7,,3608,9917,15211,13208,25671,40697,37791,42622,19974,26542,,253730,242240,225752,204970,204764,217753,247958,239223,201987,223682
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",0,0,0,0,0,0,36,372,1,7,,646,1186,1966,3877,4841,2923,2790,3989,4007,5241,,3247,4858,5204,4638,4608,4785,4812,6523,5083,7517
620311,"Men's or boys' suits of wool or fine animal hair (excluding knitted or crocheted, tracksuits, ...",0,0,62,35,6,3,241,20,15,7,,9198,15583,16122,12008,10395,12750,14884,11279,5107,10035,,288151,237776,234170,196242,175887,149809,157238,119241,72208,55272
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,5,0,7,,37009,35473,36115,35347,31619,27601,25145,25442,14741,17430,,274,547,951,363,507,845,1058,663,89,167
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,1,0,0,0,0,0,0,7,,115,56,180,240,86,81,33,12,45,89,,704,771,1052,1427,1801,1938,2076,2263,1512,2412
850220,Generating sets with spark-ignition internal combustion piston engine,3071,129,22,0,30,27,20,12,12,7,,13925,36460,48309,44735,44264,52780,51544,50486,39706,68955,,192903,160078,141958,66608,108749,127833,115339,95864,93521,124837
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,1933,33,26,0,12,10,10,6,2,7,,56109,35346,11884,6554,6387,9792,7844,9467,2522,1194,,238220,190539,205558,125638,154250,198539,215859,164861,83674,84716
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",2,7,5,7,7,5,13,19,3,7,,12276,9877,14482,7046,6643,5606,7949,7188,8016,12641,,40516,46360,44727,42502,41419,49223,53645,49511,42092,50760
282720,Calcium chloride,6,0,0,0,0,4,2,5,3,7,,1716,4258,6104,6734,7748,6834,7178,6212,6209,7799,,12506,16126,14323,13508,14690,15858,14347,14364,12955,15059
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,4,0,3,4,1,0,7,,0,0,0,0,0,0,0,3,0,0,,15129,14554,8335,7657,7451,9057,9903,7686,6057,5748
520300,"Cotton, carded or combed",883,43,1,2,7,1,20,9,2,7,,602,823,826,637,688,2501,3891,11169,16473,52172,,5184,3151,2445,1441,1317,634,311,564,494,488
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",36,10,3,7,0,0,0,7,25,7,,978,660,489,337,426,652,1395,1315,2346,2271,,2165,1998,1798,2437,2594,2249,1831,2100,1839,2043
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",46,6,276,5,23,37,208,2,0,7,,1975,3136,1933,4319,1345,1251,5491,2094,1085,824,,587886,466329,364055,261247,212623,181956,136672,170541,182749,146055
81070,Fresh persimmons,5,1,1,41,25,103,270,25,56,7,,0,0,0,0,0,0,0,0,11,11,,26701,50356,56735,48571,47732,59112,65554,66884,74541,69784
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",50,575,442,219,321,103,854,261,6,7,,0,115406,99264,33325,34095,24724,36041,74186,25055,33851,,4395,4739,4798,4393,4598,5232,6290,6186,4800,5539
961390,"Parts of lighters, n.e.s.",0,0,6,5,29,101,3,0,0,7,,2255,2859,2999,3051,3422,4334,4142,3598,3085,4693,,6177,7321,8138,6519,5857,3609,3885,3111,2934,2645
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",0,0,0,2,0,0,1,2,6,7,,1401,3795,5053,4851,4724,4881,4632,5058,12531,6907,,90191,89801,98938,89989,92027,105020,98256,78056,88309,101890
291513,Esters of formic acid,1,3,2,3,1,3,11,13,13,7,,170,640,1171,1538,4858,1758,1169,1369,3108,5431,,1800,1887,1690,1491,1625,1604,1325,1086,915,1354
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,34,23,55,242,205,54,3,0,7,,834,1480,1730,1074,3144,2234,499,894,1044,2993,,1120,1915,2179,2238,2068,2698,2825,3429,6733,10081
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",15,6,47,15,24,30,21,6,41,7,,1473,2915,1023,143,165,123,434,834,500,1136,,6787,6311,6092,5427,6510,5523,6444,5046,5655,5742
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",21,79,60,65,40,42,46,11,24,7,,294,360,301,209,217,167,238,435,164,252,,24201,26074,30987,31545,29882,31913,32797,28188,28482,36186
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",11,16,23,14,30,29,7,3,18,7,,477,734,473,444,417,321,170,170,125,230,,6234,7431,7742,6771,6182,5396,4683,4621,3447,3073
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,22,73,102,0,7,,443,76,2644,2746,106,124,26,200,294,159,,6284,2674,1643,777,1815,1741,2110,2522,2959,3992
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",1,0,0,0,0,1,0,1,5,6,,18,42,19,18,7,53,342,49,42,49,,2886,3565,5051,3240,3715,5243,4812,3664,4332,5471
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,30,57,48,57,50,15,28,14,7,6,,4701,4460,4012,6200,7753,8297,3251,1672,1904,1342,,2098,3815,5654,5714,3478,2484,1717,828,759,882
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",3,7,57,68,41,34,43,15,12,6,,1308,1661,2657,1469,2179,2070,3163,3415,2840,3482,,11861,13035,13294,13742,13921,15391,16462,13789,10708,9293
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",0,13,35,14,5,28,3,4,2,6,,551,675,493,445,529,455,470,501,304,284,,11171,11377,14129,10461,9306,9970,13608,11777,10032,10741
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",10,8,20,273,35,30,57,12,3,6,,60,26,268,170,71,197,764,1284,970,1082,,45743,66777,60626,50997,48757,58094,57764,47818,35342,42790
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,6,0,0,0,0,0,0,0,6,,3520,9694,9245,5531,6984,7001,8039,1812,400,803,,16067,11082,10384,7494,8952,10823,9779,11478,11748,14324
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),5,1,1,1,5,7,0,2,0,6,,1171,336,453,293,44,68,327,444,336,784,,17998,19795,20257,17038,16592,17586,19654,21166,23043,25237
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",30,94,7,11,20,834,39,17,26,6,,36972,40762,64085,37286,35300,30037,12153,10774,12401,41865,,348375,349703,327680,254763,226675,253535,283893,247407,204954,342900
690722,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,4,6,37,10,6,,0,0,0,0,0,42294,75007,86883,94295,115864,,0,0,0,0,0,85513,85160,77433,78130,72447
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",179,126,67,139,55,2,29,16,44,6,,2410,5705,2238,746,2109,1197,535,374,285,377,,23245,20517,23961,18306,15954,12423,9735,8493,5220,6251
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,2,0,6,,0,2,15,18,20,59,44,90,90,96,,39,203,37,35,33,61,96,89,64,232
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,8,55,0,0,0,6,,8060,6714,8157,8151,8354,5643,7125,8915,15275,38446,,6775,8937,9174,8257,8729,7673,6930,6384,7415,4183
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",20,0,0,0,0,0,4,2,9,6,,1016,1351,1946,1693,1716,1829,1851,2170,1654,3019,,3970,3755,3594,3485,4094,4565,5064,5302,5350,3522
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),175,167,57,41,0,0,0,0,0,6,,32433,38171,43457,48210,45396,49768,59053,63554,67842,65403,,1764,1902,2886,2693,2456,3592,3578,3101,4557,2733
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,9,0,1,1,0,2,20,29,6,,0,51,169,218,191,294,1940,3709,5742,23040,,38,84,130,147,190,131,238,161,419,510
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",1,52,3,3,40,19,20,21,34,6,,2,55,46,32,30,190,323,454,824,296,,11053,9406,10393,9855,10147,10260,9349,10001,11569,14466
860791,"Parts of railway or tramway locomotives, n.e.s.",155,30,148,34,41,51,42,77,5,6,,11206,5606,6318,5435,5649,5042,16816,3449,3379,12135,,37718,24478,37681,33014,32896,28863,44620,35437,35893,29180
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",3,28,27,4,9,18,13,3,10,6,,1134,803,781,562,770,601,740,850,316,416,,32340,38245,39129,27749,27328,33937,45443,30846,29137,40096
711890,Coin of legal tender,0,0,0,12,3,16,3,14,6,6,,0,0,0,274266,669347,1416332,832803,0,0,0,,0,0,0,1495062,1656082,2044433,1801619,2048809,3514873,3556447
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",1,1,1,2,54,41,0,0,4,6,,321,381,435,349,189,127,113,354,396,182,,14017,22719,24630,13740,12833,15124,12631,10553,8535,8741
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",0,1,0,4,46,57,0,0,19,6,,3415,6708,6370,6867,9473,8312,4116,4526,4059,6635,,23920,34738,21845,19225,31652,30537,36054,59205,38316,19978
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",4,1,8,1,1,5,3,0,0,6,,671,840,235,399,724,277,62,159,100,56,,7165,2900,6754,6212,4038,1882,1105,1114,2020,4769
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,3,1,0,8,0,2,10,6,,9,190,312,111,191,686,255,227,281,321,,16427,14872,14927,17269,15466,17668,16734,18412,17057,19486
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,1,27,1,0,0,0,0,0,0,6,,10865,12889,12622,12183,12125,8566,9229,8360,8572,8419,,16924,19826,18565,15521,15354,14317,12796,12914,16687,19890
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,1,6,,296826,1468,1534,574,537,331,204,1835,492,961,,24537,20811,19191,17579,22249,29515,31063,129618,172545,122771
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,1,0,0,3,0,0,2,9,6,,41332,5536,14212,3052,5832,10458,8804,10544,38842,22359,,10628,10467,7141,4048,3676,3726,3517,3643,4744,6421
850750,Nickel-metal hydride accumulators (excluding spent),142,19,28,29,4,5,8,2,2,6,,0,1,19,66,4,46,34,42,121,54,,242470,217289,175152,148690,160340,139479,146633,155621,137008,138141
841861,Heat pumps (excluding air conditioning machines of heading 8415),224,234,570,1042,1097,1082,753,214,25,6,,1632,2870,3014,3337,4447,1116,2257,2307,1183,3291,,158473,181707,173885,151004,198279,201130,254603,254455,351723,684949
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",6,1,0,8,8,14,4,1,3,6,,5343,1071,787,1107,1076,594,1029,562,666,479,,1790,4212,2910,4325,7491,5528,3052,1903,2149,3145
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,1,0,0,2,27,6,0,6,,491,946,745,469,83,119,383,465,626,539,,7239,15121,13989,7953,3633,9726,10098,9816,16744,19984
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,6,,0,1,4,1,1,3,8,1,1,7,,68473,90237,109143,127135,168091,215245,309874,370390,463999,473807
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,6,,575,1126,2208,981,1003,1364,3649,2175,1112,1355,,294866,385496,396306,337204,311449,330447,398169,343669,290013,316738
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,4,0,1,2,0,2,6,,6375,10607,12396,10279,8211,9499,11319,23649,12055,8683,,1612,1612,2022,1267,1090,1148,2166,2365,2519,2626
