Product code,Product label,Australia's imports from Japan-Value in 2012,Australia's imports from Japan-Value in 2013,Australia's imports from Japan-Value in 2014,Australia's imports from Japan-Value in 2015,Australia's imports from Japan-Value in 2016,Australia's imports from Japan-Value in 2017,Australia's imports from Japan-Value in 2018,Australia's imports from Japan-Value in 2019,Australia's imports from Japan-Value in 2020,Australia's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,2944,0,2364,176,0,18,25,49,293,684,,2950,3732,605,2,1183,319,1,136,248,144
151530,"Castor oil and fractions thereof, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,0,,1939,1757,2307,2083,2184,2261,1645,1179,1193,2160,,2411,1709,1999,1772,1544,2626,2094,2123,2218,2916
120230,"Groundnut seed, for sowing",0,0,0,1,0,0,0,0,0,0,,6,0,4,3,27,0,5,0,0,0,,0,3,0,1,0,8,4,4,0,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,66,5,0,1
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,11,1,0,0,0,0
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,12,78,196,393,436,244,203,226,211,410,,43,589,1039,1129,1031,934,843,791,771,797
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,556,458,281,375,322,291,320,281,277,212
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,,273,184,652,236,425,329,280,165,174,289
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,11,3,0,0,0,0,18,10,0,0,,312,181,176,101,142,97,89,162,104,253
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1580,1278,1166,1440,1449,2446,2861,3461,5299,5393
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,988,613,1016,1219,1197,1320,1370,1708,2301,4133
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,297,241,210,360,302,313,256,280,190,195
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,30,49,89,107,174,194,144,203,170,188,,560,706,736,482,289,245,461,622,617,317
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,15,0,16,7,8,18,7,,53,251,326,473,688,612,383,515,721,497
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2157,1791,1767,2496,3649,2904,1868,1512,2587,1302
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4,192,0,0,1,835,103,4,4
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,0,0,0,0,0,,25,47,24,56,10,2,15,8,26,7,,13709,17265,17350,17666,19621,21230,24431,18885,17087,14433
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12351,10710,13726,14852,13940,15029,14440,12293,14452,15556
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38445,49854,81716,53887,72045,72717,53408,50774,108197,62141
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,3,7,0,21,0,44,30,28,22,31,,57510,51098,51670,35536,36030,36773,37093,37837,47223,34690
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,4,0,0,,5,18,32,39,27,10,0,1,0,3
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,2,14,9,11,17,13,0,0,,9072,9671,11988,9609,8509,9332,10030,10590,10237,12277
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,0,9,13,45,0,0,0,0,56,0,,117,160,180,109,132,57,324,307,73,18
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,0,,17,0,3,4,13,11,15,17,4,2,,4717,2285,1924,1374,861,1018,1427,1303,2060,1864
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,54897,41619,47866,40492,34306,41677,46774,30219,93840,39860,,0,0,0,140,0,0,0,0,0,0
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,1,0,0,0,0,,53450,79471,49616,20957,8573,28895,50227,30764,34349,52559,,144,114,169,145,197,229,228,260,71,258
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,3252,1960,1802,1195,0,0,0,0,0,0,,127,177,489,293,171,28,201,398,26,192
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4,0,0,0,0,13,0,93,50,0
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,393,111,230,112,68,186,84,53,54,91
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,63,43,17,135,7,254,250,108,52,24,,1078,1922,3178,3025,5222,5890,2160,1793,738,778
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,2,0,0,0,0,0,0,0,0,,71,71,11,40,12,35,88,159,18,33,,69,4,2,8,16,3,8,0,3,46
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,5,4,0,3,0,0,0,0,0,0,,0,0,0,0,1,0,0,183,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,2,0,0,0,0,0,0,0,0,,75,52,47,137,94,7,24,0,8,2,,49,1089,0,45,144,99,0,15,4,262
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",1,0,1,0,0,0,0,0,0,0,,29,43,13,21,31,40,80,223,246,49,,47,64,73,116,175,167,113,269,77,249
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",145,149,0,0,1,61,38,0,0,0,,354,196,277,270,156,59,234,197,242,108,,8629,8916,10324,7707,9066,4804,4412,4902,3920,3973
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,,310,732,411,257,375,0,0,0,0,0,,888,1177,1222,1428,1110,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,3,0,,0,0,0,0,0,4168,4746,5023,3655,4434
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,4,1147,50,79,516,45,56,200,24,5,,19,133,162,69,98,73,46,4,8,3
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,10060,13930,9999,10105,14496,0,0,0,0,0,,109,203,119,261,518,0,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,0,,58,174,271,394,335,536,1107,1141,1305,1358,,8870,9649,9175,7524,5705,5389,5653,5010,5617,5298
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,1829,2610,3689,5069,7867,9106,13807,20209,42834,53399,,10,70,20,20,0,0,0,0,0,13
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,418,612,645,1303,723,1174,752,390,321,890,,1293,4029,3853,887,2162,1828,2148,5060,3319,2901
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",0,1,0,0,0,2,19,59,109,0,,56066,57113,57916,65800,63931,51239,45966,49932,38970,39891,,320,353,256,299,379,275,316,366,694,537
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,8,0,,49,68,72,161,180,228,233,250,216,562,,1253,1329,1781,1433,1637,2802,2511,2252,1637,2016
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,7,61,35,58,58,88,331,243,449,281,,0,0,0,11,1,2,0,0,0,0
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,1,0,0,0,0,0
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,134,242,51,311,631,161,141,72,221,166,,0,2,8,21,21,0,0,0,0,0
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,13,0,0,0,0,0,,5273,3539,2643,1451,1755,1985,1812,1418,1373,1048
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,0,23,0,0,14,51,0,0,0,0,,28284,25721,27231,21888,18942,20439,18383,15788,19773,18057
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,0,3,0,8,14,0,2,15,22,5,,40880,38948,35909,26683,25808,21810,22665,20953,21937,21784
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1508,844,1065,1122,882,1138,1363,947,1007,1095
10121,Pure-bred breeding horses,0,0,0,1292,0,0,0,0,0,0,,148,789,2297,5889,1825,10186,11597,14811,1060,10938,,25837,28356,37435,16274,0,10,3,15,0,0
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,0,0,0,0,0,0,0,0,0,,19,254,578,1859,874,190,30,125,68,100,,0,1,0,1,0,0,0,0,0,1
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,59,84,49,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,0,,391,13,74,346,191,140,1092,70,1032,3,,575,28,51,0,46,1,57,53,26,0
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,6,21,89,10,11,11,,0,0,0,0,0,0,0,56,0,0
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,18,0,9,33,22,0,0,0,0,,1038,632,1096,1524,1073,965,1251,382,1333,2241
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,54,0,0,48,125,28,7
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,46,,0,0,13,0,0,0,0,0,0,0
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,106,0,0,0,,126,552,26,586,38,11,158,37,542,1117
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,2,0,8,3,6,13,44,,2493,1034,911,512,996,1583,1660,2390,2822,2734
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,5,18,16,0,0,45,45,49,25,47,,0,0,0,0,0,0,1,0,0,0
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,0,,26426,22387,20321,21045,29622,31846,49281,49327,48890,74366,,13,0,0,12,0,0,18,0,0,0
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,4,8,0,0,,0,0,9,5,142,2,0,0,0,0
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,1333,1530,2384,3620,4855,6526,9286,10398,9655,11110,,0,6,84,1,163,73,51,113,4,28
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,302,23,17,2,5,392,0,697,1017,946,,0,48,211,191,108,0,249,452,0,0
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,3,0,0,0,,4454,4340,6877,6449,6732,3317,3037,3829,1623,1389,,55,22,92,39,20,7,15,15,6,12
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,0,0,,25,3,2,5,7,12,73,57,102,7
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,110,263,114,63,25,3,4,0,0,0,,12,0,2,2,8,3,9,2,9,1
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,12,1,0,,389,426,530,537,386,277,422,336,406,137,,265,183,165,104,165,175,210,266,157,201
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,40,6,16,0,3,0,0,0,0,0,,2801,3220,3534,3444,3489,3650,3571,3254,2907,4198
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,0,0,0,0,,5025,9950,8242,3830,2843,2766,3206,3298,3150,5449,,155,80,24,27,42,58,51,18,35,10
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,1000,916,664,595,603,501,387,408,212,148,,206,174,117,207,261,95,183,57,50,157
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,46,13,3,3,0,0,0,0,0,0,,2233,1672,1492,2000,1382,1292,1827,2005,1213,1063,,843,472,555,248,194,260,223,119,1040,469
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,6,0,0,0,,24833,24599,20104,24115,28392,25812,20530,24841,23493,23922,,64,122,139,51,78,128,515,228,23,106
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,0,0,0,0,0,0,,7481,7499,8423,8345,5449,5378,5554,3534,3147,4196,,631,178,71,52,37,31,35,28,62,66
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,106,459,413,545,428,,0,0,0,0,0,0,0,0,0,0
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,4,8,5,0,7,4,8,0,0,,502,144,46,23,41,105,37,116,215,53,,395,686,169,232,240,174,116,361,56,119
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",0,8,0,18,38,0,0,0,0,0,,2657,2216,2804,1562,1309,1788,2135,2295,1285,1542,,3296,2367,2348,1771,1640,1101,896,1026,1220,2809
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,477,331,287,201,136,173,263,181,83,93,,58,0,61,56,349,47,995,239,103,24
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,2,0,0,0,,2007,1261,1738,1600,1778,1761,1774,2417,1706,1359,,1,0,27,41,82,351,521,0,18,5
551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,458,981,617,1278,913,213,335,225,145,190,,217,361,212,177,110,94,118,93,97,62
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,2,1,0,,45023,34731,43633,34922,37029,37651,39969,37516,27572,24863,,47,20,342,151,30,47,0,7,26,34
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,2,0,,48,50,31,13,5,41,7,22,37,38,,58,112,134,104,35,170,59,20,23,236
580300,Gauze (excluding narrow woven fabrics of heading 5806),14,2,8,5,0,0,0,1,0,0,,13086,13289,14086,14319,13932,13277,12353,14432,12609,15175,,266,146,150,115,152,339,1684,1680,1563,1689
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,2,0,2,2,2,0,0,0,,26582,24559,24552,21065,24479,23036,23937,26433,21169,21937,,1271,1155,1007,1175,1027,1097,937,1043,1035,1484
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,13390,11081,11812,11760,10669,12218,10523,10984,7606,8037,,3,9,17,22,7,18,17,39,12,8
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,0,0,0,0,0,0,0,0,,52060,40005,43185,38648,43905,48038,50437,49961,47964,48293,,10329,12227,11179,11485,8150,8893,5569,5663,6209,9186
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",25,39,36,18,19,31,0,0,1,0,,98311,87058,101484,88625,100704,106090,130973,145051,156434,184844,,2165,4848,5459,5232,4788,7354,6428,5602,3582,3923
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",44,2,7,4,0,0,0,4,1,0,,209,136,277,358,302,207,1072,507,978,1085,,1056,830,857,395,441,206,113,98,58,64
540823,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,1,0,0,12,0,0,0,0,0,,10529,8420,7391,6720,6172,6578,6464,5843,3105,2503,,93,102,87,27,41,36,76,59,78,76
481200,"Filter blocks, slabs and plates, of paper pulp",0,0,0,0,0,0,0,0,0,0,,1079,614,359,323,473,634,380,435,910,440,,320,262,512,1056,845,1195,1768,2441,2990,806
481390,"Cigarette paper, whether or not cut to size (excluding in the form of booklets or tubes, and ...",0,0,0,0,0,0,0,0,0,0,,4439,3378,2071,980,4596,3232,1893,1199,1006,1023,,11727,9864,5111,1434,215,119,28,71,243,148
490300,"Children's picture, drawing or colouring books",4,1,0,0,0,0,0,0,1,0,,555,499,454,548,395,485,399,411,528,419,,14534,16814,20604,20258,17431,20380,27339,29955,26249,23971
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,0,0,,57,441,8046,11182,12410,14815,2794,2321,24,80,,23517,12745,12427,11913,14520,13830,22253,19941,9367,6723
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,1,0,0,0,0,0,0,0,0,,274,296,180,104,186,199,135,112,106,83,,457,352,295,353,328,315,418,188,269,236
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,1974,1261,3698,4313,2040,1061,1567,2124,2817,3583,,11793,11625,12731,11345,11048,3977,7941,5894,2096,927
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,2,0,0,0,0,0
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,14,0,0,5,2,11,3,0,23,0,,0,5,0,16,14,12,0,0,9,3
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,,0,19,0,0,8,9,0,0,0,0
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,24,24,3,2,11,38,385,326,0,0,,93,40,96,31,32,7,8,11,7,792
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,0,0,0,0,0,0,0,,995,581,846,501,616,491,426,326,273,226,,3342,2740,2865,3247,2942,1659,1893,1866,2169,4114
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,0,0,0,0,0,0,0,7,0,,1943,1172,1229,1049,1175,1010,2411,2897,1890,2670,,4137,3148,2662,2896,2253,1877,2691,2563,2523,2709
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,2,0,3,2,0,3,0,0,0,,1287,1068,1728,1077,920,2131,4462,3630,1206,1825,,178,83,50,21,56,103,164,136,157,133
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,127,152,260,93,129,157,94,64,100,194,,0,0,0,0,0,0,0,0,0,4
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,3,4,392,199,646,1049,1053,733,226,3,,27,0,0,1,6,0,30,0,0,0
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,1,0,0,0,0,0,,16,43,10,14,78,17,112,43,17,21,,317,80,57,203,219,34,88,89,89,11
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,134,75,30,174,144,47,70,86,70,93,,13,0,2,0,9,0,0,0,0,0
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,2,0,0,0,,43,174,28,59,18,36,44,141,78,76,,61,0,39,35,93,1,79,0,0,0
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,5,0,5,1,0,16,0,,8662,8418,5204,4039,4026,3065,2772,2916,2107,2289,,5354,7384,6423,5647,5757,4852,4463,4387,4581,3958
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",17,0,0,0,0,0,0,0,0,0,,69462,70227,69151,50055,52580,58685,54024,58868,64841,48648,,3202,2844,1657,1938,1646,2173,0,0,0,0
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",103,0,0,0,0,0,0,0,0,0,,32477,42191,39546,21390,17026,15687,9133,8356,7776,8608,,1435,827,1222,1749,1389,1698,1603,1939,1679,2181
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",290,240,0,4,0,2,0,0,1,0,,21074,18148,21535,16733,17559,19514,24684,28189,26336,31882,,8873,6899,17824,25044,32622,29404,33100,32019,27450,24758
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,0,0,1,0,0,0,,6716,5296,5945,5388,3883,6862,5950,2966,3492,4283,,848,470,531,465,482,429,561,584,592,814
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,75,0,0,0,0,0,75,1,0,,1078,309,146,31,88,204,88,189,18,56,,2752,3259,2897,2851,2980,1682,1645,1825,2157,1702
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,4,0,0,0,0,0,0,0,0,,39882,24761,21349,18653,15858,15729,15424,14746,17027,19308,,112,78,144,257,93,125,89,85,77,143
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,2356794,1487443,1043718,678380,578692,519523,527255,473315,441043,469352,,61,47,29,33,54,44,7,29,38,10
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,0,,37,100,366,43,81,394,94,148,14,98,,132,251,958,1449,3013,6507,8136,7796,8558,10908
