Product code,Product label,"Taipei, Chinese's imports from Korea, Republic of-Value in 2012","Taipei, Chinese's imports from Korea, Republic of-Value in 2013","Taipei, Chinese's imports from Korea, Republic of-Value in 2014","Taipei, Chinese's imports from Korea, Republic of-Value in 2015","Taipei, Chinese's imports from Korea, Republic of-Value in 2016","Taipei, Chinese's imports from Korea, Republic of-Value in 2017","Taipei, Chinese's imports from Korea, Republic of-Value in 2018","Taipei, Chinese's imports from Korea, Republic of-Value in 2019","Taipei, Chinese's imports from Korea, Republic of-Value in 2020","Taipei, Chinese's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021","Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,33,20,292,112,155
30493,"Frozen meat, whether or not minced, of tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., ...""",0,0,0,0,0,0,0,0,0,0,,69,3,1,0,0,1,0,0,0,1,,0,90,1992,2760,4911,3416,4438,4306,4004,3471
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia """"Oreochromis spp."""", catfish ...""",0,0,0,0,0,0,0,0,0,0,,25,11,0,1,7,0,0,43,58,38,,0,0,0,0,8,0,0,0,0,0
80820,Fresh pears and quinces,11020,15271,17266,17087,0,0,0,0,0,0,,,,,,,,,,,,,15628,19999,19201,19170,0,0,0,0,0,0
80910,Fresh apricots,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,3,9,0,,51,180,46,66,9,7,37,46,0,0
80940,Fresh plums and sloes,0,0,0,0,0,0,0,0,0,0,,1,4,6,14,0,23,11,5,10,9,,10575,8421,7019,7902,9236,9218,9912,7739,7379,7384
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,0,,7,0,2,100,6,23,45,75,101,159,,6424,6889,10451,9681,12283,14182,12500,13713,17016,21480
90420,"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground",955,751,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4222,3980,0,0,0,0,0,0,0,0
90820,Mace,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,22,63,0,0,0,0,0,0,0,0
90920,Coriander seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,191,162,0,0,0,0,0,0,0,0
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,0,0,42,0,2,0,2,133,4,0,,0,3660,50254,48918,38623,41801,42850,55177,53198,62001
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,3,5,1,4,0,,0,0,0,0,3,4,2,2,6,6
100700,Grain sorghum,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,32953,34066,0,0,0,0,0,0,0,0
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,0,0,0,0,0,0,,55,53,18,114,5,35,20,25,11,53,,0,203,524,814,1004,644,645,1270,1063,739
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,734,769,597,710,409,534,416,770,201,360
110290,"Cereal flours (excluding wheat, meslin and maize)",1,0,0,0,0,0,0,0,0,0,,965,1453,1559,1364,1719,1659,1194,1140,1812,1799,,1804,1696,2553,3563,3432,1750,2792,3465,3727,3042
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",1,0,0,0,0,0,0,0,0,0,,78,55,107,214,531,669,419,148,147,68,,2688,2600,4112,3976,3755,4212,5432,4765,4477,6698
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,11,29,9,18,6,9,11,0,2,2,,0,246,561,48,43,132,0,123,98,132
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,6,518,1401,1122,,0,0,27,74,86,111,121,481,20,25
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,1,0,0,0,,1,0,2,11,6,4,4,4,2,11
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,1,0,0,0,0,,0,0,0,4,9,0,0,0,0,2
121220,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground",6508,4856,0,0,0,0,0,0,0,0,,,,,,,,,,,,,43620,43567,7,0,0,0,0,0,0,0
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",2,0,4,0,0,0,0,0,0,0,,4772,3352,2899,3296,2634,1427,1566,1917,2286,2429,,78,240,267,171,155,116,64,62,40,144
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,0,0,0,,25,721,1,12,298,1,430,1115,193,0,,768,1111,3656,3310,5372,5786,5597,8834,5868,8217
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,44,2,0,1,0,0,,0,9,1,0,7,0,0,7,35,9
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,0,2,1,6,2,0,0,0,0,0,,10827,8497,8984,9813,10447,206,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,89,60,196,6,,0,0,0,0,0,18405,21144,22160,18876,12583
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,1,2,0,0,,0,0,0,0,0,551,493,575,340,269
30710,"Oysters, live, fresh, chilled, frozen, dried, salted or in brine",944,885,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3103,3138,68,0,0,0,0,0,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,34,658,10,19,138,0,0,0,0,0,,8,11,13,16,69,0,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,51,50,291,70,25,,0,0,0,0,0,26,30,40,53,73
30784,"Frozen, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,20,37,2,,0,0,0,0,0,58,18,51,95,0
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",6,0,90,0,0,0,0,0,0,0,,12839,9499,10372,18101,47810,387,1027,494,431,749,,51326,53558,31805,20437,25272,422,11,17,23,77
40130,"Milk and cream of a fat content by weight of > 6%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20596,19244,0,117,0,0,0,0,0,0
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",0,0,0,0,0,0,0,0,0,0,,118,15,198,244,102,178,82,15,357,201,,65,1179,378,694,293,240,310,37,60,39
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,0,,102,0,20,0,0,0,0,0,0,0,,51,115,204,330,208,286,237,214,229,215
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or ...",0,0,0,0,0,0,0,0,0,0,,0,9,0,0,22,5,54,28,11,3,,6,0,0,0,0,271,0,39,40,0
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",0,0,0,0,0,0,0,0,0,0,,50,2,4,11,7,132,174,4,24,53,,0,0,0,0,0,2,0,0,3,23
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply ...",0,0,0,0,0,0,0,0,0,0,,0,0,28,22,0,4,10,1,0,0,,152,171,116,139,163,159,141,123,96,185
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",0,0,16,0,0,0,0,0,111,0,,16,25,132,204,630,238,0,211,220,41,,0,0,16,8,7,1,8,38,118,144
60240,"Roses, whether or not grafted",0,0,0,0,0,0,0,0,0,0,,126,142,105,28,3,7,0,69,0,0,,0,0,0,0,4,0,0,0,0,0
10310,Pure-bred breeding swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,920,348,0,1009,419,368,1762,509,543,315
10512,"Live domestic turkeys, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,42,6,23,0,123,10,0,20,31,75
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,1,1,0
10612,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,41,0,248,70,0,0,,0,0,0,0,0,0,0,0,308,18
10690,"Live animals (excluding mammals, reptiles, birds, insects, fish, crustaceans, molluscs and ...",0,0,0,0,0,0,0,0,0,0,,122,102,95,57,14,9,18,0,1,0,,115,93,97,146,149,156,116,68,173,115
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,847,1172,638,1045,847,327,164,265,3087,4386,,53986,60757,132125,175149,136158,218279,211447,220453,174846,187601
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,16,0,0,0,0,0,0,0
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,30,0,0,0,0,0,0,0,0,0,,14690,12307,9608,14330,10841,1351,13115,19201,18987,15135,,174254,153154,177659,172788,133553,154849,213436,197911,229158,168791
20733,"Frozen ducks, geese and guinea fowls of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,4,0,0,0,0,0,0,0,0
20736,"Frozen cuts and edible offal of ducks, geese or guinea fowls of the species domesticus",92,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1200,1117,0,0,0,0,0,0,0,0
21020,"Meat of bovine animals, salted, in brine, dried or smoked",0,0,0,0,0,0,0,0,0,0,,0,20,42,36,49,21,13,67,46,37,,0,0,0,0,0,0,0,0,0,0
30110,Live ornamental fish,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1023,966,0,0,0,0,0,0,0,0
30192,"Live eels """"Anguilla spp.""""""""",0,0,0,0,3,0,0,2,0,0,,4747,189,277,14,94,297,5,0,130,76,,659,913,3351,1566,1671,2573,947,1260,12044,2702
30229,"Fresh or chilled flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,99,145,263,308,423,249,371,1619,1061,1075,,0,0,0,4,4,19,22,39,42,43
30233,Fresh or chilled skipjack or stripe-bellied bonito,0,0,0,0,0,0,0,0,0,0,,89,4,2,1,6,3,0,1,2,0,,49,67,68,54,33,8,14,22,27,18
30234,"Fresh or chilled bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,7,59,4,0,,4,16,7,0,0,1,0,0,0,0
30241,"Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,1,4,1,2,47,71,117,135,46,34,,0,0,0,1,0,0,0,0,0,0
30269,"Fresh or chilled freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack ...",11,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,24165,17613,4,0,0,0,0,0,0,0
30323,"Frozen tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,19,0,2,0,0,,0,84,1947,923,836,375,774,766,363,74
30332,"Frozen plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,392,76,155,176,111,812,1377,618,191,110,,1531,2154,791,455,642,47,1,139,38,1
30353,"Frozen sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""", brisling ...""",0,0,0,0,0,22,18,35,0,0,,4342,3065,4930,2714,2996,719,1282,2295,6133,20500,,0,0,3,529,2152,2317,3202,1591,1938,1225
30356,"Frozen cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,26,323,225,204,279,223,187,141
30369,"Frozen fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,1,0,0,0,0,0,0,0,,21736,14522,19367,13301,925,419,2085,4810,1591,1618,,0,6,7,9,69,6,1,1,0,0
30373,Frozen coalfish (Pollachius virens),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,2009,1152,841,1631,711,725,877,1636,538,832,,12,71,312,155,126,338,228,243,246,323
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,86,178,37,130,,0,0,0,0,0,1291,958,627,518,1248
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,537,66,26,212,19,1,0,0,3,0,,0,0,0,2,0,4,2,2,0,0
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,701,372,34,6,53,84,29,24,8,53,,539,238,235,508,184,122,32,29,6,24
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,579,293,8,174,6,23,0,64,5,0,,3703,3817,3736,2423,2823,737,949,136,78,44
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,26,31,13,9,11,5,11,7,24,0,,308,186,256,265,264,232,285,317,202,457
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,0,0,,2502,2102,2477,2568,1771,1492,1506,1190,376,22
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,2,1,2,,25855,25554,24954,21087,18599,24465,29464,19356,14303,26002
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,1,0,5,1,0,,2049,1091,348,58,119,134,89,53,31,43
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,2,0,7,1,3,12,3,0,3,12,,135,51,134,110,51,40,70,82,66,159
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,58,27,7,0,,4811,3821,4250,3227,2043,2302,1150,743,1291,1244,,2236,2205,2987,2131,3721,2504,2677,2139,2372,3117
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",1,0,0,0,0,0,0,0,0,0,,3752,3648,3206,1635,1830,1631,2130,708,886,567,,176,244,202,145,90,43,43,30,49,85
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,55,49,0,4,0,0,208,,6,0,1,32,5,141,4,181,22,6
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,6183,6270,6594,7468,10934,8953,10277,15726,8829,6593,,142,128,69,84,53,64,79,10,50,72
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",2,0,0,0,0,0,0,0,0,0,,2262,2232,2215,3372,3520,1950,932,253,777,2545,,651,483,635,651,428,371,339,207,224,99
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",1871,2704,2882,1279,612,678,48,17,47,0,,4831,5445,4392,2331,719,982,1942,2014,2151,3225,,13422,18060,21724,19220,16032,14765,20348,13469,13759,14530
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,231,397,131,110,36,32,6,0,,0,0,0,0,29,0,0,0,0,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,24,3,7,10,86,65,190,193,32,78,,7,0,1,5,4,13,1,0,0,41
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,17,0,0,0,0,0,0,,297,81,117,2531,538,103,6939,9554,21888,19987,,3474,7562,7698,6418,4794,4919,6712,9198,4481,10115
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1095,1402,917,1131,399,1,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,5,88,14,15,45,0,0,13,0,,360,535,373,263,492,409,120,123,143,249
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",6,0,0,0,0,11,9,0,0,0,,161,424,745,512,425,570,516,479,383,629,,8456,8491,9650,9859,9775,10548,10507,10552,11042,10325
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,0,0,0,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,421,216,505,493,1552,464,1977,1232,12,18,,475,401,492,247,329,328,429,741,631,587
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,0,0,0,0,0,0,0,0,,101,290,272,397,74,81,105,65,71,41,,47,118,203,125,196,455,271,34,27,26
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,35,675,957,1839,155,252,142,351,239,301,,126603,136075,129142,113524,106517,144946,127202,147098,142839,116115
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",0,0,0,0,0,0,0,0,0,0,,180,1066,441,1135,463,1185,1097,452,3426,6138,,828,1003,1164,744,1016,1022,852,872,1153,2014
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",77,125,63,68,31,0,0,0,0,0,,9308,9915,6237,3547,2699,0,0,0,0,0,,3193,2394,1815,1883,2134,9,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,198,122,196,570,291,150,121,284,254,118,,27,5,0,0,2,1,0,0,0,0
391722,"Rigid tubes, pipes and hoses of polymers of propylene",0,0,16,0,0,0,0,0,0,0,,17388,16132,17378,13733,16430,16288,18160,17854,19103,19020,,2693,1125,2419,1675,4166,1175,4899,3732,3447,6758
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,1219,2663,5,84,3,4,5,2,6,29,,1558,572,675,313,218,182,318,100,163,103
390750,"Alkyd resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,12270,11796,14187,16262,7405,4728,4578,3491,2688,2351,,1165,938,1270,1105,717,1479,1540,1623,1188,1274
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",4678,5022,5911,5091,4370,119,0,0,0,0,,1195966,1222011,987752,861108,899507,0,0,0,0,0,,36061,39068,45317,54045,45569,179,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",13,0,0,0,0,0,0,0,0,0,,19,0,1,4,26,2,1,3,21,0,,3744,5392,6683,3823,5979,5229,5189,4758,5089,6560
391220,"Cellulose nitrates, incl. collodions, in primary forms",2,1,0,2,0,0,0,0,0,0,,8032,7181,5676,4058,4374,4465,4292,3846,2988,2271,,1431,3883,2096,1081,1136,921,882,841,914,940
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,33,98,0,0,,100,7,42,97,11,14,40,15,0,3
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,0,421,73,18,21,9,101,277,259,316,,253,535,371,462,421,192,200,139,312,644
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,19,0,0,0,0,10,0,0,,153,232,28,54,127,259,45,71,68,85,,449,378,393,323,290,192,84,136,157,200
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5664,1227,187,288,239,88,412,200,567,580,,26939,29962,27134,32567,36718,42088,33470,40186,36848,35826
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,1,11,3,2,3,19,4,4,4,16,,23,22,0,29,34,35,13,16,5,19
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,107,28,0,0,0,0,0,0,0,1
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,4,0,0,0,0
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,1,0,0,0,0,,11334,13771,12525,17182,18355,20814,22535,18610,7427,12420,,7334,7045,7760,8173,7892,9650,9888,12373,14616,16238
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",185,57,101,47,14,5,0,7,71,0,,24238,24787,26965,30943,25697,25637,24254,19323,13837,17173,,10363,10053,9903,9068,9625,8047,9474,8549,8904,9768
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",2,2,6,0,4,0,1,0,0,0,,0,0,5,1,12,30,0,2,3,27,,627,906,2211,1723,1585,1382,2251,1683,1778,1647
330130,Resinoids,302,285,284,271,302,290,116,0,0,0,,0,1,12,0,12,21,43,20,61,31,,696,765,550,559,501,529,267,269,356,166
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,103,43,319,640,1158,1560,1014,1128,1108,1168,,32,56,17,73,26,0,34,1,3,3
370251,"Films, photographic, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,21,14,22,41,95,90,220,361,522,413,,795,539,534,478,327,342,639,902,836,1339
370295,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",997,965,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2742,1571,0,0,0,0,0,0,0,0
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34,0,0,0,0
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,1,2,0,0,0,0,,26,13,7,7,108,2,1,31,61,626,,1236,1064,1190,1438,1747,2167,2513,3250,1443,2245
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,1,0,1,0,0,0,0,0,0,,534,289,371,22,3,6,167,214,156,299,,279,435,276,196,537,1128,809,620,682,3679
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,9,180,15,128,312,119,110,43,5,8,,1946,2316,2358,2157,1969,2439,2030,3224,3299,3231
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,709,562,1009,900,782,1528,1346,1643,1580,1412,,305,306,354,285,96,356,454,540,479,665
293040,Methionine,0,1,0,0,148,0,0,0,0,0,,6,11,480,1167,71,7,51,1,11,178,,25966,15964,21746,25009,19774,14688,14413,13585,15644,20102
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1
293100,"Separate chemically defined organo-inorganic compounds, n.e.s. (excluding inorganic or organic ...",5959,3585,0,0,0,0,0,0,0,0,,,,,,,,,,,,,159082,140195,1,0,0,0,0,0,0,0
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17,0
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,214,,397,209,520,259,95,121,196,347,239,574
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,7,8,,0,0,1,2,11,7,14,13,58,7
