Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",0,0,0,1,0,0,11,43,0,2,,4896,20558,40620,7395,4912,3004,35060,18101,2078,3681,,3757,6787,7617,4992,7217,1288,6774,14675,4802,3486
490810,"Transfers """"decalcomanias"""", vitrifiable""""",6,4,12,3,1,7,13,6,2,2,,197,148,142,190,61,36,112,126,122,272,,1632,2055,1539,1679,3082,2206,1756,1404,1120,1649
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",0,0,0,0,0,0,0,33,0,2,,1,77,212,99,1110,1577,1737,3581,3153,4811,,5087,6063,5277,5571,4583,8758,13252,11580,16554,19292
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",0,0,0,0,5,2,9,0,0,2,,4156,7032,10822,14850,17182,27080,30829,36571,35864,31387,,8,20,5,5,6,10,18,3,9,20
291712,"Adipic acid, its salts and esters",0,105,39,45,81,62,22,22,0,2,,927,1442,1176,625,749,1112,1174,1518,1961,4338,,5412,5903,6088,4319,3459,3790,4532,3767,3659,4513
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",175,237,165,251,180,241,0,0,0,2,,541,49,100,56,8,0,10,36,44,104,,185,264,191,264,306,777,258,58,0,2
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",0,5,6,0,12,3,3,0,1,2,,2793,2668,1534,1343,1076,1264,2215,2548,1345,1802,,9001,7017,4936,5056,4245,1250,1270,1205,1370,969
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,2,,2339,2136,2124,1636,2445,3235,6372,5169,5958,6143,,282,175,228,170,152,249,232,158,135,398
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,1,0,33,2,2,1,2,,445,155,101,42,211,51,109,33,59,137,,565,128,151,176,85,135,91,90,157,228
180400,"Cocoa butter, fat and oil",0,10,0,0,0,0,2,239,130,2,,10103,17580,47495,46201,58322,46618,53309,53867,42267,35308,,49342,71232,110718,114415,100143,97398,100458,89253,110869,103270
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,0,2,2,2,,2376,102,133,82,48,55,111,310,241,169,,54013,48992,44206,33194,51535,57493,61914,36135,43278,38830
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,0,0,0,0,0,0,0,2,,5113,5142,8251,8424,8641,5779,11274,5853,6823,5871,,4271,312,884,320,422,52,420,365,120,186
845522,Cold-rolling mills for metal (excluding tube mills),6,35,3,5,1,2,0,2,7,2,,6298,3635,9875,5807,8725,3237,5095,8967,2325,3788,,8298,4339,3522,5511,5593,5711,3815,5663,2597,10198
580190,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal ...",9,10,7,4,10,3,0,1,6,2,,2195,4156,3967,1721,423,476,416,374,353,474,,374,271,202,151,303,203,227,132,74,121
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",0,3,4,2,43,9,2,9,7,2,,5343,1071,787,1107,1076,594,1029,562,666,479,,2731,3674,4313,5248,4911,3509,3333,3360,2252,996
600631,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > ...""",0,0,0,0,0,0,0,28,12,2,,807,1944,3744,3178,1276,7276,9550,1012,2676,2603,,3745,3685,4144,3859,4233,3495,3766,4170,3150,4060
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",1,0,2,1,1,1,0,0,1,2,,383,225,165,216,381,375,462,415,364,832,,211,241,297,421,496,348,1887,2690,594,349
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,2,0,4,18,0,2,,9108,8671,9740,15219,17195,22751,25175,16382,17042,19363,,543,76,211,185,1087,1258,185,165,4620,201
291614,Esters of methacrylic acid,0,89,127,89,0,0,0,0,0,2,,1219,3077,2886,3423,2651,4994,12622,13236,5139,10918,,4204,12281,11032,8605,4076,3161,3087,2832,2380,3286
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",30,20,24,3,2,5,1,2,5,2,,516,821,476,373,669,423,493,713,1655,1841,,1421,1009,1542,1379,1341,941,975,595,861,1331
284130,Sodium dichromate,0,2,0,2,5,0,3,5,1,2,,758,404,2816,797,226,57,1270,1037,2616,1261,,349,23,13,18,15,66,176,15,62,18
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),0,0,0,0,0,0,0,0,32,2,,1001,289,141,32,199,230,208,722,626,125,,4264,164,135,1445,976,2486,1154,396,758,1569
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,13,0,0,0,1,0,1,4,2,,31,97,294,491,275,483,1535,1136,1212,2147,,2413,1460,1566,1442,1814,2482,2856,2106,2223,2570
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",18,0,0,1,0,4,0,0,0,2,,215,128,75,52,89,38,21,480,166,564,,8380,6701,6011,6533,6637,6799,5496,5730,5582,10318
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",4,27,84,81,31,18,2,17,62,2,,3617,5564,7195,16872,9180,9697,17374,10068,6470,7019,,14381,13309,13336,14105,10325,8797,7569,7574,4784,8330
851640,Electric smoothing irons,936,0,0,144,0,0,0,0,19,2,,508,227,253,1458,1793,1782,2409,2549,2123,1733,,24655,24305,27553,23626,23220,21743,20976,18643,17834,17427
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,6,9,3,0,0,0,1,0,2,,4570,3705,4486,3160,3069,3437,4450,4596,3409,4538,,6661,6873,5821,6474,7033,6927,6849,6837,8914,9645
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,11,33,7,0,25,21,0,24,2,,1065,1299,1215,1006,1168,1433,1739,1517,341,903,,1053,1447,1409,1009,491,374,348,211,217,530
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,4,0,0,13,0,1,2,,812,731,123,454,948,457,1212,1506,3812,9293,,63519,69461,75051,69869,67593,80395,94594,96897,86044,130181
920210,Violins and other string instruments,3,0,0,0,0,0,1,2,1,2,,33,11,14,169,47,323,342,375,124,199,,5234,3457,2824,3552,3148,4451,4312,6162,4759,5654
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,1,0,1,2,3,2,,764,480,457,951,383,785,500,815,648,1594,,11984,12788,5242,9849,6756,5709,6243,4583,5182,8624
283524,Phosphates of potassium,1,2,1,0,3,2,2,3,9,2,,102,168,258,255,281,303,529,551,667,993,,2677,3509,3389,4045,3374,4405,3484,3031,5011,6674
80940,Fresh plums and sloes,0,0,0,0,0,0,0,0,0,2,,294,26,13,2,7,19,26,58,78,85,,0,0,7,2540,2391,1294,1559,1288,1438,1242
291634,Phenylacetic acid and its salts,0,0,0,2,0,0,0,0,2,2,,797,712,508,219,568,992,2783,1800,2780,1871,,2,41,38,40,37,41,49,54,68,73
291550,"Propionic acid, its salts and esters",0,0,0,33,0,96,2,0,2,2,,6233,30677,25495,19987,23990,23031,28648,47118,53707,64361,,5083,3365,4110,3511,3087,3441,3788,2862,3349,4310
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",61,0,1,1,1,4,3,0,5,2,,4575,1884,2571,1971,1090,1328,1588,1559,853,1538,,2634,2927,2930,2855,3049,3619,3575,4039,3797,3905
442110,Clothes hangers of wood,4,0,2,3,0,0,8,13,0,2,,670,730,747,616,671,772,644,799,511,896,,4570,4388,5971,6330,5913,5900,5317,6446,4762,6324
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,22,0,0,0,0,2,4,2,,366,154,200,139,120,120,66,150,60,79,,84,11,59,21,33,80,3,17,5,20
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",5,13,9,3,6,4,5,7,10,2,,264853,280708,275065,235904,222609,241782,251769,238112,211486,355025,,762,403,579,241,752,825,759,900,696,1140
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,1,9,15,4,4,9,0,2,2,,850,594,2974,4232,2713,2302,2303,1644,901,976,,591,266,329,239,260,239,239,307,225,185
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",0,0,0,0,0,3,0,0,0,2,,3522,7844,9018,4200,1085,664,2086,2101,3653,3077,,70,48,111,188,155,773,720,396,323,340
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",0,0,0,5,30,0,3,0,0,2,,7998,8576,7471,5112,8255,11361,9743,5271,3027,5382,,1686,1937,1661,1451,1378,1681,2169,2452,3037,3444
843490,"Parts of milking machines and dairy machinery, n.e.s.",2,0,0,3,4,2,0,0,0,2,,899,2195,793,1289,2192,2633,1881,2013,2334,1956,,8078,5818,8503,5146,5403,5595,6264,5505,6614,9213
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",0,3,0,2,0,6,3,0,0,2,,19018,19536,18575,15051,15007,14350,15659,12755,7305,11008,,357,412,338,340,141,199,124,80,62,218
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",0,3,31,1,11,2,8,35,53,2,,2508,3692,2520,2453,3459,4790,2227,2751,1946,2580,,16292,10233,11185,4289,4074,6783,6507,7855,5470,12768
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,0,0,0,0,0,7,0,0,2,,116,75,143,184,202,143,114,118,64,224,,3899,4475,5026,5366,5471,5775,6165,6274,6600,7457
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",1,0,2,28,187,170,260,114,50,2,,67,130,232,5971,3010,85,4935,44355,49037,96735,,3158,2595,2832,4740,2960,1728,2209,2131,1910,3471
902140,Hearing aids (excluding parts and accessories),0,9,0,0,0,0,0,0,11,2,,1466,1721,1252,945,1516,2165,2895,2149,1754,1806,,86467,98969,70697,84408,90835,90630,94125,92130,91672,113048
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",205,152,68,52,36,93,53,16,70,2,,103759,89351,56431,44336,34735,34724,30480,33444,32242,39114,,2587,2400,2240,1664,2020,2202,2889,3122,3055,2219
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,130,0,0,0,0,17,0,0,9,1,,642,3092,1237,680,699,4382,3284,2619,845,2732,,1105,739,524,799,788,2850,2124,342,431,359
920810,Musical boxes,0,0,0,0,0,0,0,0,1,1,,277,216,163,92,145,70,439,1993,2109,2747,,796,837,750,906,1300,1463,1391,1265,944,1269
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,1,,4988,8630,6397,4822,3621,982,1373,32,182,100,,34520,38382,44697,51739,35511,37978,41655,45475,23071,24607
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",2,2,1,1,7,0,3,1,3,1,,449,1763,2174,2867,3152,2407,1699,1367,291,830,,37171,46094,52114,68730,39677,10304,9413,8939,4073,4169
850650,Lithium cells and batteries (excluding spent),3,10,103,0,11,0,0,1,7,1,,837,329,2794,2821,767,1935,1348,1805,570,8174,,20543,22028,24781,24383,18822,20759,21700,27405,26657,32031
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",4,12,3,2,0,0,0,3,8,1,,346,432,1779,1143,1482,2142,10023,6156,5720,6892,,181608,171168,182450,184823,204109,249591,383958,539580,588136,636588
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",0,0,0,0,0,0,1,0,0,1,,635,125,161,98,122,67,65,67,242,310,,1746,1288,1201,1275,1252,1300,1424,2144,1622,2545
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,1,3,0,0,0,0,0,1,1,,5,7,24,2,25,4,27,7,55,128,,116,64,138,17,40,56,24,35,34,4
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,6,2,0,1,2,1,2,1,,36198,48679,74261,83062,87955,108841,153253,200719,130219,238499,,118,74,81,67,111,163,67,43,27,56
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,1,,1258,913,28138,453,0,54,6,26,74,74,,159046,238370,174065,423146,1166678,489034,197816,45,103,11265
291221,Benzaldehyde,1,0,0,1,2,0,1,1,0,1,,8612,9227,10099,14676,9322,9153,12899,13612,6860,9128,,38,52,25,41,90,47,61,42,50,59
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,1,,0,2358,0,190,197,0,4,10124,3534,15646,,446,504,627,403,387,400,322,545,465,597
280511,Sodium,0,0,0,0,0,1,0,1,7,1,,103,258,27,43,180,45,152,279,146,20,,3,13,376,47,25,24,30,42,81,53
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",22,9,12,6,10,4,0,2,2,1,,1566,1541,1867,1867,2142,1755,1289,1046,689,938,,8719,10102,12641,9101,10855,8390,9365,8315,5138,10149
970200,"Original engravings, prints and lithographs",4,0,0,0,2,10,65,32,46,1,,120,571,117,2067,998,7155,8339,3446,1614,836,,8736,10000,7889,9362,9532,7911,7351,9481,6555,6668
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),10,5,0,1,3,2,0,11,0,1,,2197,1248,1190,731,1125,964,611,531,359,817,,1887,940,1351,1196,5270,3468,339,817,991,1359
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,15,0,0,0,0,0,1,,24,21,32,27,8,55,4276,76,303,1138,,1878,1546,2658,2550,3082,3619,5197,3163,2896,3630
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",3,0,1,1,0,0,0,0,0,1,,476,530,496,431,228,441,2585,2137,315,163,,2560,2365,2912,2696,2487,2657,3026,2675,2920,3141
830910,Crown corks of base metal,0,0,1,3,0,4,0,0,0,1,,12506,12675,9636,8886,5472,6246,6790,6559,3787,5557,,463,3955,5631,5680,6057,6525,6117,4117,1803,2057
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,13,0,58,8,1,,3815,6513,5611,4803,5740,6023,11094,10067,3870,8046,,214,139,134,798,577,881,766,478,359,448
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,2,5,15,2,0,0,1,0,1,,491,686,458,655,790,485,346,437,370,596,,1664,1061,917,962,2009,3076,5171,3553,1097,1336
845221,"Automatic sewing machines, industrial type",0,0,0,0,0,0,0,0,6,1,,6148,6348,5892,3657,15463,1870,2794,4017,3079,3042,,1625,1323,1687,1819,1897,2670,2303,2035,2222,3347
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",14,2,0,12,0,14,41,3,3,1,,29047,38582,33555,31466,37187,37541,54691,43830,52266,76632,,603,646,1051,725,382,596,739,642,623,259
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,2,0,4,4,14,18,1,2,1,,2290,1441,1089,1910,2377,3257,5577,5735,4775,11187,,370,341,544,688,499,445,524,447,342,427
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,13,70,57,0,3,7,1,1,1,,11007,13444,10622,12422,14579,16573,19045,21446,16126,25633,,1074,566,736,705,468,148,206,133,61,367
284310,Colloidal precious metals,0,0,0,0,0,0,0,0,0,1,,137,33,2021,4942,1379,33,64,193,523,985,,718,482,418,372,302,383,315,252,435,768
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",2,17,35,18,6,1,0,0,14,1,,46,0,5,0,10,42,4,0,0,0,,45392,53073,46329,32444,38406,48856,54129,50354,55641,67042
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,0,4,1,,1391,2417,2401,2255,3339,3303,1026,954,3768,5636,,47,128,94,59,77,58,31,28,83,37
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,8,0,0,0,0,1,,15,32,11,45,39,44,25,26,25,41,,11,252,103,927,794,600,586,1485,1796,807
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,1,26,41,0,1,,18019,18828,14773,8828,9153,17810,14471,8749,8933,10352,,1162,1469,1578,722,684,1090,575,377,388,715
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,1,,10415,14319,17579,15542,15708,12308,5587,6205,8443,7359,,2077,1436,1501,1413,1354,1152,1742,1059,1388,1451
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",0,0,0,0,0,0,0,0,0,1,,52,37,68,62,133,87,67,614,139,255,,6521,6428,6177,6662,5479,7280,7994,8584,8164,10557
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,4,0,1,,209,665,148,1268,889,923,3282,5381,3848,5669,,864,413,154,138,324,274,237,363,374,264
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",26,1,0,4,2,0,0,0,0,1,,1567,638,509,614,828,572,1018,5081,1022,2748,,724,1108,1690,862,1576,2108,1281,1126,919,1091
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,1,,625,1090,1675,684,174,154,69,130,155,191,,0,5,4,1,0,1,4,1,2,4
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",611,451,538,851,0,237,17,55,261,1,,5312,2141,4058,3179,5963,5597,6597,15952,7672,9114,,581568,478871,366199,372773,364097,364631,356627,153714,220859,218610
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",0,0,50,1,0,0,0,0,12,1,,1565,3314,2131,2537,1659,1560,1734,2800,1612,2698,,1402,1635,2554,2023,1445,1519,1835,1727,2896,2562
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",2,0,0,0,0,4,0,0,0,1,,40150,46363,50117,47521,52687,50959,56643,57781,46938,64570,,11626,13681,11689,12142,10494,11701,12246,10546,9825,13574
842531,Winches and capstans powered by electric motor,157,214,314,1,0,0,0,68,2,1,,367,269,472,398,437,2283,220,1961,2275,5102,,41088,38727,41299,36627,24745,30840,37033,33893,31959,43924
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",17,99,53,4,23,11,0,1,7,1,,4498,4842,5383,2834,2029,3191,2816,2160,1208,1012,,2161,2081,2232,2137,2527,2870,3231,1632,790,1610
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,1,1,67,1,,75,226,166,27,6,16,61,168,292,260,,5251,4760,4751,3535,2989,2754,3289,2208,1167,1636
70320,"Garlic, fresh or chilled",1,4,2,4,5,13,0,2,2,1,,10384,11290,7603,3759,19780,24263,3412,6238,5070,3196,,21369,22629,19846,21256,34260,27603,19032,25362,26299,27720
220410,Sparkling wine of fresh grapes,2,1,0,0,0,0,0,0,0,1,,596,3328,2227,2193,4982,7119,6850,6386,3396,2904,,181769,192681,191514,191339,179696,212385,222929,207312,185970,264472
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,0,0,0,0,0,0,2,1,,1045,2215,1615,880,428,1514,5831,13829,15184,25134,,96274,110490,79578,84292,63818,73001,83056,77835,65294,68974
901190,"Parts and accessories for compound optical microscopes, n.e.s.",1,2,0,1,1,2,1,2,1,1,,1771,3901,2231,2216,1410,1254,2088,1175,1407,1519,,9551,7289,8828,6934,6612,5405,7408,7133,5507,8034
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",22,8,31,3,20,7,12,15,15,1,,38,79,70,31,78,41,14,73,129,180,,1660,1521,584,532,857,1249,1654,1258,1485,1573
210230,Prepared baking powders,5,1,7,3,2,0,4,0,6,1,,1165,1627,1024,745,833,1348,1434,1081,1336,1167,,552,788,1053,1235,818,526,600,580,616,777
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",4,0,0,0,0,0,0,0,1,1,,4,5,4,4,10,2,5,0,2,1,,7534,7206,6979,5684,5511,5780,6311,5427,4414,6141
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",0,14,12,3,0,0,0,2,10,1,,7781,13366,7977,6054,7377,9636,4377,4281,5233,12457,,22844,20529,28198,19666,18885,40426,38927,27231,28765,38167
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),10,22,23,148,15,0,58,109,0,1,,5990,5063,3026,6268,16531,18477,16078,18509,14552,14233,,4305,2471,1858,3527,5482,2143,2570,2286,2412,3519
