Product code,Product label,Germany's imports from Singapore-Value in 2012,Germany's imports from Singapore-Value in 2013,Germany's imports from Singapore-Value in 2014,Germany's imports from Singapore-Value in 2015,Germany's imports from Singapore-Value in 2016,Germany's imports from Singapore-Value in 2017,Germany's imports from Singapore-Value in 2018,Germany's imports from Singapore-Value in 2019,Germany's imports from Singapore-Value in 2020,Germany's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
551449,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,68,43,111,85,308,25,15,39,70,15,,75,59,36,16,28,137,412,73,204,498
551622,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,80,96,4,224,82,0,72,0,0,9,,10463,12012,11503,7908,7480,6711,7167,6491,5180,4989
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,0,0,0,0,0,0,0,0,,24203,34276,38815,27343,24323,19162,14003,14004,12610,14082,,45285,39835,33503,28442,33275,35600,30690,15351,16335,16879
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",0,0,0,0,0,0,0,0,0,0,,538,558,1218,1143,567,801,877,341,152,211,,47182,58993,67120,57390,60937,62173,64255,62333,60567,73325
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",0,0,5,0,32,7,7,22,0,0,,5528,4251,4177,4024,5446,3925,2782,1938,5243,3767,,26115,27958,31418,28971,26197,30734,32454,28664,31544,39118
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",0,0,0,1,0,0,0,0,0,0,,516,513,515,502,702,591,856,1182,684,273,,18955,21288,19154,16048,14927,16235,12172,13318,14893,21778
570420,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m©÷ but <= 1 m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,28,0,1,42,,0,0,0,0,0,2021,1811,1441,1559,1543
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,1,0,0,0,0,0,0,0,0,,62,5,30,6,56,21,21,1,3,2,,1499,1108,679,1334,1884,884,778,782,818,799
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,0,0,0,0,0,0,0,0,0,,120,240,493,36,58,118,59,74,53,48,,1723,1455,1063,1708,1386,1340,1482,1995,1511,3216
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,1,0,0,10,5,0,1,0,0,,2535,1857,1341,762,891,740,1255,1312,973,843,,17093,21055,19585,16301,15346,16501,16911,16438,14953,16615
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",0,0,0,0,0,0,0,0,0,0,,114,109,83,71,245,206,1263,437,156,9,,105939,112795,86418,75557,69901,73965,72939,64575,43099,58293
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",2,0,21,7,0,0,0,0,1,0,,30672,26036,25090,21542,18275,18571,18823,12931,8296,11040,,54281,54700,58093,52306,54824,68792,73791,65113,62210,75564
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,10,1,0,0,0,,6433,11263,25487,29611,25676,27502,21959,20832,17564,18853,,130087,133124,124132,113182,113394,114014,116751,107093,113837,114486
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,3,52,0,7,3,0,1,10,0,,1104,1603,1635,2885,5653,7585,9397,7057,8225,1379,,19684,28462,33608,29340,32165,39523,46055,42302,37860,56574
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,0,0,0,0,0,0,0,0,0,,426,158,222,801,530,2394,1049,310,906,164,,18476,17748,16020,11670,10219,11267,12774,10223,6203,8431
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,38,26,50,0,115,91,911,1017,527,,6443,6940,9420,8481,7769,7681,7851,6726,7178,8915
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,686,378,30,76,89,49,48,55,28,32,,8084,9342,9325,7193,6640,6747,7381,7204,8064,9108
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,2757,5113,1932,2167,2130,439,673,69,142,56,,4125,3207,3019,2575,2605,2145,2672,2209,3933,1960
600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4780,5564,4744,3736,5026,4687,5168,5524,4415,3883
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,170,0,0,0,46,0,,70,129,130,82,223,393,603,426,308,363
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,26,29,2,,0,0,0,0,0,32422,25529,26899,25638,27670
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,118,55,263,70,154,376,141,983,722,313,,7472,7282,6508,6608,5237,5102,7196,5895,5380,5747
600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",0,0,0,0,0,0,0,0,0,0,,0,5,84,76,11,128,90,5,0,0,,7944,9892,10907,7251,6773,6062,5722,5511,3806,4164
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",10,1,14,12,0,0,30,2,1,0,,7250,1752,5917,9478,7522,5931,6185,4857,8814,6160,,69968,79534,90151,75027,72365,80387,90169,108569,117540,178817
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,1,0,0,0,0,17,0,0,0,,277,473,284,369,277,220,1625,151,580,433,,7324,9676,10541,8329,8892,10614,12581,14968,13480,20817
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,3,1,2,1,2,1,0,0,,4615,7038,8554,13403,15776,15051,14898,1661,1416,1187,,15227,18811,22279,26371,27036,28996,32357,30316,29177,29215
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,156,67,161,82,86,258,186,97,91,38,,35531,30311,25736,21776,17431,13804,11642,10163,10729,8870
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,66,295,344,633,681,406,171,209,416,232,,2999,3464,3789,2649,2961,2184,1726,1557,2343,2819
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,1583,1824,1204,2729,1110,1417,3479,2637,4590,235,,28198,30818,31495,27098,30813,28192,29739,26565,26820,35027
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",0,0,5,0,0,3,0,1,0,0,,205960,3345,5004,2604,3951,4704,2695,1764,2070,3708,,60334,61420,69325,79676,68451,69652,83482,74864,102669,130089
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,1,0,0,0,0,0,0,0,0,,5505,7757,6310,5148,1248,1111,1725,805,962,1232,,12738,14460,24200,22810,20964,19707,20962,20863,21966,26491
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,352,372,220,260,427,19083,231,1267,317,357,,27679,26859,27585,27265,25839,25463,24981,21729,21824,21297
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",0,0,0,0,0,0,0,0,0,0,,744,1042,599,1001,953,742,659,855,1306,1585,,2497,2333,1917,1526,1774,2063,2813,2551,2784,3392
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",3,1,7,3,5,0,0,0,0,0,,455,298,704,1772,2641,1991,2131,1767,1728,2301,,157359,159120,181505,137099,132576,162160,155239,142150,138983,143234
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",3,0,2,0,1,0,0,0,0,0,,82,589,790,808,716,769,1296,956,1319,887,,1594,933,1222,1657,1768,1478,1901,1582,1343,1035
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,2,1,0,0,3,1,0,0,0,,52,109,75,30,140,203,283,99,20,23,,1924,1911,1767,986,1589,777,1090,692,435,1117
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,281,286,436,503,1375,1683,1678,943,1487,2853,,71559,61498,53839,44854,40589,37197,39058,38237,38362,36143
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,0,0,0,,10,17,10,25,18,11,7,1,10,13,,17899,21897,23942,27694,26898,28041,28412,25835,29078,28517
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,4716,5211,4747,4503,3688,3115,2505,2950,2993,3229,,489286,548594,550960,465993,483476,565637,621632,624750,718325,774576
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,291,405,328,215,130,79,94,195,216,358,,89526,97814,99536,83348,91371,115206,118664,116960,136650,144269
160510,"Crab, prepared or preserved (excluding smoked)",0,2,0,0,0,0,0,0,0,0,,3161,3626,12714,14181,19490,9818,2698,1450,730,239,,28424,28787,23968,21129,24420,22218,19667,17026,17832,13409
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",0,0,3,1,0,0,0,1,44,0,,8598,5983,5723,3446,3201,6864,20535,6323,7308,12021,,117676,131577,126218,101143,108222,111787,129577,130025,133892,151743
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,56,22,11,21,409,121,246,52,53,22,,9160,5615,8391,6192,5401,8391,8105,10321,8957,6917
170410,"Chewing gum, whether or not sugar-coated",0,0,0,0,0,0,0,0,0,0,,204,688,386,1402,1972,0,1538,4868,4095,2247,,48419,54830,51410,42931,47869,49043,49227,39264,36330,41722
90412,"Pepper of the genus Piper, crushed or ground",0,1,0,0,0,0,0,0,0,0,,9405,10005,14464,7742,5472,7061,7048,295,525,241,,14953,15119,19439,22806,32292,26637,16101,13041,13794,15167
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,10682,2733,2819,2729,1721,747,1069,847,1290,1347,,26680,25416,15979,11754,11527,12181,10774,10232,7945,8564
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,36,5,7,1,13,4,1,24,109,,3319,3376,2262,2575,2793,2484,2963,3941,7025,6220
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,9353,9530,10066,11894,5421,10909,11321,25078,22505,21180,,5363,3996,3944,4003,4464,6570,9643,12047,17245,19783
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,787,717,636,680,536,438,520,632,540,608,,17001,18547,23663,24974,27526,29908,33060,29474,35438,42873
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",0,0,1,0,0,0,0,0,0,0,,3834,4761,3763,4833,4671,4119,1443,1558,2378,1518,,35407,40911,45019,43709,46475,55038,55843,55811,60837,54706
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,117,7,2,8,14,424,0,3,0,2,,1740,1324,688,1487,1353,515,402,308,151,189
100620,Husked or brown rice,3,2,2,0,0,0,0,1,0,0,,13,95,174,130,291,97,63,96,83,90,,81786,73259,69078,68792,65982,57664,56333,56409,70355,65136
110813,Potato starch,0,0,0,0,0,0,0,0,0,0,,1314,809,452,443,775,766,1162,729,594,673,,29152,29154,28552,22518,31671,34306,50076,47151,52900,62559
110820,Inulin,0,0,0,0,0,0,0,0,0,0,,62,95,20,18,21,25,18,31,28,8,,9926,11531,11818,7696,7359,8858,10009,10602,10766,13597
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,7,0,0,0,0,0,,167,99,129,42,37,46,76,88,96,50
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,32,0,0,0,0,25,8,1,0,44,,19,19,36,4,1,0,6,0,1,9
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,6,6,,861,892,823,1011,1598,1453,2148,2476,2409,2477
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,0,0,0,,216,211,311,200,234,241,228,222,165,92,,20770,17334,14258,14762,18532,20500,27925,25163,22032,22151
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,1906,1478,1502,598,761,849,833,855,620,949,,41727,47410,40501,32100,37684,39173,41906,41869,52938,79584
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,0,254,0,0,0,0,0,0,0,0,,63146,81155,92730,83725,87005,97669,111556,95573,110596,134202
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,814,1621,930,173,143,186,278,176,319,216,,15939,18036,17028,12516,17214,24649,29154,29464,25567,36388
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,91214,150434,111694,99897,92302,114096,127035,128418,177912,167177
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,20,87,55,56,0,0,0,0,,1257,884,228,1127,759,1591,2294,6952,4958,1055,,38104,46385,70963,38629,26598,32884,56887,84528,78806,339992
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,4,1,,6675,7931,6056,4223,5276,5214,4677,4681,4082,3006
250700,"Kaolin and other kaolinic clays, whether or not calcined",0,0,0,0,0,0,0,0,0,0,,235,253,384,343,438,356,262,205,221,162,,145851,151506,142884,126061,125740,123501,124675,106892,99696,105785
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,2,0,0,0,0,0,0,0,,22,369,11,14,3,4,566,26,9,19,,49042,12869,12943,11668,11373,8357,5082,6125,5901,5430
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,3,11,16,7,1454,3462,130,8,4,28,,1053,998,2839,1694,1177,1824,1787,1216,668,604
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,0,0,0,0,,26,177,19,15,26,3,0,0,0,0,,16911,14378,20359,15571,15977,22973,17499,14970,10609,11602
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,0,0,0,0,1,0,0,,184,570,2219,134,48,6,17,26,10,11,,93800,70424,84553,57643,70531,77995,72497,68956,61709,65556
252620,"Natural steatite and talc, crushed or powdered",0,0,53,0,0,0,0,0,0,0,,3769,2799,2095,1930,1766,2279,1582,1287,1461,1910,,112262,120607,126692,109423,109494,115626,122160,112720,103435,119109
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,8,552,383,246,101,0,0,0,361,521,,17126,20341,18159,9062,8809,6450,6950,5911,7471,8218
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,18,30,0,0,0,14,5,5,7,3,,6588,8040,5346,4151,4071,4232,4804,4950,6006,7169
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,141,49,129,186,37,17,20,4,10,8,,10770,11626,11797,9449,9900,10032,11953,10906,10484,9598
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,500,1391,912,8,2,,117,1022,117,162,129,88,304,869,308,177
260300,Copper ores and concentrates,0,2,0,0,0,0,117,0,0,0,,2180,1316,1949,1270,1059,1124,978,749,619,1052,,3023772,2383310,2578369,2080675,1634060,2222252,2311121,1925161,2420678,3055965
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,6926,846,481,2,152,0,114,10,130,784,,192844,181554,250679,174067,194302,312687,358415,273383,196866,359772
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,884,518,730,1158,1656,921,803,652,,18252,14066,16343,13262,13835,20172,23321,16027,7350,3468
262030,"Slag, ash and residues containing mainly copper",0,0,1,517,0,0,78,44,0,0,,16527,4410,10224,2997,5065,3592,2205,1558,0,0,,123132,128175,120337,94298,87907,102356,104084,86139,81943,132359
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,29,0,0,0,27,0,0,0,18,8,,114896,113403,101906,101094,101285,107356,113604,97787,74242,118621
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,4,0,0,,120,282,42,132,11,45,103,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,9,4,1,0,,4565933,4177979,3731257,2972631,2689305,4489453,4427063,3507124,2068536,3942563
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,198467,194241,160815,110375,51239,89204,129403,123087,71086,79588
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,960,898,748,1592,3181,2776,2566,3425,4115,4483,,7854,6738,7742,7415,7749,8484,12778,12530,7827,6988
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,0,,25318,20176,20271,20890,9129,12339,17609,11200,5087,11866,,9668,7609,2180,493,207,344,284,356,254,400
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,1368,1225,1346,1332,997,1034,1084,777,2633,1817,,8512,6898,7329,6280,5493,6180,7358,6314,6670,5908
280429,Rare gases (excluding argon),0,0,0,0,0,2,0,0,0,0,,20059,18573,23854,30696,23547,32746,39316,46347,50293,63070,,112406,121189,101630,85400,98866,109248,102204,109435,138181,95998
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,1,0,11,11,0,0,0,,212,108,105,137,64,709,246,42,264,88,,47,58,180,163,217,203,209,199,282,303
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,109,76,8,0,3,0,8,10,,266151,252371,218652,177118,141053,158455,154342,140647,149299,141622
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,4714,3954,7350,11481,9591,20357,18164,7599,7156,4061,,8520,15581,23474,18675,17472,28188,22260,19128,18342,23940
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,46,93,33,2,125,5,13,0,0,,38761,43094,58461,58974,66802,80351,105919,104600,147250,70221
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,9,34,90,60,722,503,5,9,38,40,,712,821,473,131,73,258,306,126,160,170
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,89,93,36,0,0,,845,721,266,943,1736,2134,3823,2982,2586,3021
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,54,0,0,0,,56634,38806,34942,28556,38539,41233,35907,24038,14643,29956
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,1,1,4,2,2,6,4,3,184,14,,32766,30236,27687,20365,18359,21051,17865,19314,20024,22290
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,3
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,0,,4466,2301,2803,1811,1411,879,997,838,736,1573,,7955,9259,6085,5193,4802,5125,7306,6022,3318,4047
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,26,0,28,2,19,1,0,0,1,0,,6843,5473,6197,4875,5453,4531,4393,3952,2087,3187
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2920,2337,2510,2245,2070,1374,1374,1063,1110,990
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,19,21,13,22,5,0,0,45,24
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,232,28,0,233,818,672,321,501,465,189,,18005,27765,32468,33957,36816,37092,36416,29415,34387,36156
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,84,50,45,91,323,81,18,29,15,41,,29490,39595,29708,26919,30185,25294,24174,24035,29097,26555
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,540,371,374,276,586,537,579,687,203,897,,23544,16479,18050,17417,16295,18338,16051,13606,13360,14499
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,3743,362,364,156,1,612,278,157,51,4,,496,342,115,21,5,6,15,0,0,5
