Product code,Product label,Japan's imports from India-Value in 2012,Japan's imports from India-Value in 2013,Japan's imports from India-Value in 2014,Japan's imports from India-Value in 2015,Japan's imports from India-Value in 2016,Japan's imports from India-Value in 2017,Japan's imports from India-Value in 2018,Japan's imports from India-Value in 2019,Japan's imports from India-Value in 2020,Japan's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",0,0,0,0,0,0,0,0,0,0,,4248,6545,1942,3126,2464,2913,3612,4080,1855,3455,,3403,5368,3631,6310,1968,19921,3284,4548,2242,2048
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,12,44,131,30,20,23,15,,233,312,237,352,304,190,178,60,119,165
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,3,11,0,0,0,0,0,0,0,,3472,1413,1577,1834,1765,3346,9242,3346,418,1188,,1367,2320,1649,1905,2433,2289,1531,2257,2362,1639
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,33,5,449,452,2,52,142,72,55,81,,32488,27553,25390,91360,59632,152092,89654,104995,26050,23601
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,0,,110,156,411,372,126,246,296,504,38,59,,76402,93441,122774,136175,165671,369573,621243,322193,440075,415671
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,273,0,0,,22257,33473,13283,10263,9394,7188,8374,7953,1804,3529,,1645,1054,207,943,410,497,942,1161,953,663
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,0,,697,222,585,1358,298,590,877,1045,214,471,,46,10,56,223,19,124,39,142,33,14
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,14,0,0,0,0,0,0,0,,695,668,762,460,642,1230,1619,1312,438,473,,193,269,312,162,151,216,224,72,168,125
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,72,532,220,478,,0,0,0,0,0,8197,18289,24320,13835,11725
843410,Milking machines,0,0,0,0,0,0,0,0,0,0,,503,272,1930,288,352,699,545,865,492,1722,,2238,3350,4976,10450,13263,21498,25986,28626,22243,22970
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),0,0,0,0,0,0,0,0,0,0,,3545,11918,5021,4007,2173,2467,3729,2604,1657,4927,,20731,15694,19300,8102,8999,9558,13817,10703,15593,17811
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,480,1524,1474,1858,1841,1375,824,418,1155,1406,,13431,10254,11450,11362,20423,22539,23053,14619,13364,12338
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,0,0,0,267,0,0,0,0,,11594,15885,12567,11451,15994,16455,16698,8344,7111,15426,,1339,3460,1568,1579,2040,1108,1138,4778,3336,2910
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,0,0,0,0,0,12,11,0,,479,630,523,420,719,1474,1012,1342,1064,1049,,5454,3847,5158,4484,6631,10547,8470,7247,3162,4255
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",0,0,0,0,0,0,0,0,0,0,,918,764,558,882,865,527,434,493,621,849,,773,985,1097,1559,1157,1229,1560,1127,1407,1892
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,21,35,0,0,0,,0,0,0,0,0,3491,4095,4235,6271,14035,,0,0,0,0,0,149336,156635,116759,102518,103677
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",0,0,0,0,0,0,0,0,0,0,,1278,1313,988,335,973,796,961,733,314,585,,41227,39826,52424,48545,42083,46590,49547,38158,27657,31963
