Product code,Product label,Japan's imports from Australia-Value in 2012,Japan's imports from Australia-Value in 2013,Japan's imports from Australia-Value in 2014,Japan's imports from Australia-Value in 2015,Japan's imports from Australia-Value in 2016,Japan's imports from Australia-Value in 2017,Japan's imports from Australia-Value in 2018,Japan's imports from Australia-Value in 2019,Japan's imports from Australia-Value in 2020,Japan's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,0,,53,34,44,12,0,2,0,8,21,9,,15781,13163,15245,12161,13427,12929,14203,15961,14752,16555
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",12,3,4,2,21,3,3,69,0,0,,2385,1138,807,1364,804,577,713,744,936,1227,,5270,7006,7933,8644,6633,7688,8235,13439,5755,8378
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,15,6,0,0,0,0,,3334,3572,3626,3345,3768,2164,2679,3109,1885,2560,,25442,24847,21603,18486,16246,18180,20535,18622,13560,21899
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,796,1700,82,302,207,0,0,0,0,0,,748,1524,800,662,554,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,4954,6683,3865,5226,4370,0,0,0,0,0,,38967,30461,26879,21864,26907,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,1265,961,880,806,570,526,2383,3006,1860,1864,,29,6,78,16,21,58,5,7,0,5
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,0,,52,44,180,167,454,550,58,198,326,410,,4292,3804,3826,3672,3349,3229,2748,3076,1782,1899
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,533,477,386,488,397,1889,647,266,576,495,,3979,3856,5358,4669,6372,6758,7603,9396,9128,9649
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,0,0,0,0,0,,337,494,1167,1763,1221,2515,1781,926,944,1197,,7493,7604,6444,7235,7371,7293,6518,7788,8660,7356
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",25,46,26,19,119,441,352,78,0,0,,1973,869,1273,845,2359,1761,2093,2075,1657,2040,,27570,23510,25254,25087,26976,33244,33031,33568,31832,39472
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,250,42,31,45,63,62,8,55,26,44,,7992,8419,6692,5530,4595,4192,3419,5007,3231,3939
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,6,0,0,,75,3,1,6,18,26,12,10,99,22,,21127,24096,28603,23660,24029,31115,35097,36281,29461,46300
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,54,12,15,13,9,8,17,4,0,16,,311,461,570,398,323,88,134,92,23,43
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,0,2,0,0,,467,1031,390,831,635,845,1404,1365,2810,2685,,41272,37189,42621,36019,35636,34820,34818,33598,20974,19869
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",15,11,5,15,6,2,17,0,16,0,,5621,4851,4881,4861,5028,6891,6333,4640,14212,19207,,195542,196439,206393,196649,192165,201137,211118,204514,197059,227169
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,586,301,338,133,378,435,317,185,191,396,,78871,62988,60572,57127,58279,53316,51781,51183,50511,42309
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,2,0,0,0,0,0,0,,104,193,77,38,73,55,146,70,237,138,,6261,2760,1666,773,465,507,1234,1094,802,308
482370,"Moulded or pressed articles of paper pulp, n.e.s.",14,0,0,0,0,0,0,0,0,0,,1988,1383,2169,584,511,956,172,171,159,428,,8734,8857,8640,9558,9541,9212,9678,9106,10221,13839
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,0,0,23,43,41,0,7,4,0,0,,77,45,52,263,156,137,363,264,169,63
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,456,216,330,364,262,486,820,319,96,555,,1261,1662,926,1494,598,581,521,1617,954,441
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,2,24,0,0,0,,162,354,71,126,90,444,408,356,50,507,,98315,97548,99558,92014,91405,90240,109250,110498,56003,34318
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,31,72,338,0,0,0,0,0,2,0,,1796,1186,1406,675,1509,5355,2629,1713,2796,3265
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,92,2,65,2,46,5,12,40,5,0
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,386,361,17,4,3,0,9,2,4,19
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,55,74,38,28,56,35,84,44,25,59
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,339,373,314,280,129,269,58,43,83,76
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,19,40,99,62,37,37,13,200,33,38,,514,893,509,368,370,500,377,476,516,626
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², unbleached ...",0,0,0,0,0,0,0,0,0,0,,722,502,56,61,128,90,261,464,276,77,,24319,22257,23611,17501,17116,18742,18636,16030,15329,11269
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,329,14,33,80,64,20,10,88,21,40,,6816,6099,7098,6203,6678,6208,5677,5713,8117,5350
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², printed ...",0,0,0,0,0,0,0,0,0,0,,18,42,72,147,35,42,1,8,126,78,,1501,1495,1428,1130,1375,966,1087,962,2050,587
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², bleached ...",0,0,0,0,0,0,0,0,0,0,,140,1,0,0,10,2,8,2,8,2,,592,1006,873,766,1066,791,651,576,344,260
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,24,112,25,61,132,153,33,12,51,64,,1266,1536,1386,815,647,646,336,388,292,274
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1,8,0,0,1,7,0,0,7,12,,265,179,176,291,198,181,299,233,76,208
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,7,141,39,6,12,2,14,5,2,6
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,19,2,0,0,14,0,0,12,28,26,,1893,1502,822,738,736,668,1101,568,891,630
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,3,9,0,1,0,0,0,0,0,0,,2839,1933,1957,2309,1954,2191,1961,1640,1755,1547
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,5,0,0,0,14,0,,27,23,62,3,74,52,51,122,25,8
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",0,0,0,0,0,0,0,0,0,0,,74,82,86,35,25,49,32,95,69,311,,12922,12504,13985,12132,11010,9276,10354,10504,7795,7326
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",0,0,0,0,0,0,0,0,0,0,,6,3,4,0,3,1,62,18,1,0,,20091,18713,15901,11570,13526,11357,10762,12030,7778,8175
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,77946,71463,78100,69149,59097,66120,71098,55784,41183,63671
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,10,18,46,27,49,2,0,0,0,14,,14606,13348,19413,19898,17500,17292,14187,9948,5564,7316
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4216,3440,2733,1322,879,132,172,584,22,35
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,30,29,26,0,0,0,3,5,8,17,,2349,892,1118,1496,690,907,1093,1032,914,1090
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,71,279,472,140,523,770,704,435,495,451
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,267,1482,495,0,0,7,46,17,0,0,,13089,11022,15308,9297,7722,8631,7988,8361,6174,7103
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,191,118,22,6,31,107,56,8,8,0,,24375,21817,21994,20161,16977,17784,16590,17744,11789,13808
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,108,198,221,540,796,,0,0,0,0,0,48382,55849,48069,41033,57938
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,153,93,80,29,91,21,47,291,66,53,,78835,88113,82263,79577,72641,74255,76453,76871,67756,74795
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,0,0,0,0,0,0,0,0,,373,124,73,346,204,168,112,175,142,340,,1267,1011,1077,826,1156,934,883,984,1448,1436
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",0,0,0,2,2,0,0,0,0,0,,1084,2380,7387,2363,572,1053,1644,1737,964,2712,,19285,19911,22191,25453,26328,21343,20720,21741,24379,22531
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,0,,16,27,12,11,37,31,16,29,230,175,,2956,2455,2577,2432,1670,1925,1328,1597,1393,1605
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,22,29,9,1,3,0,0,3,0,8,,14122,13973,8975,8092,8578,8551,9221,7164,5105,5306
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,0,10,77,121,130,142,238,163,25,52,,7331,7457,6671,5025,5265,4804,4678,5138,4327,4453
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,0,10,0,0,2,261,151,149,335,240,,79510,65663,51495,42173,38592,32726,33804,27735,20402,18790
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,0,6,15,13,21,2,0,14,224,0,,17979,15222,16391,13527,9382,11179,9803,10015,4938,8872
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,0,0,,259,42,498,839,741,719,527,152,21,48,,20557,19190,16105,13868,13366,12039,12594,12741,8575,10710
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",6,0,0,0,0,0,0,0,0,0,,9,27,0,10,6,31,41,127,101,66,,11392,9516,12876,8842,7963,7738,7802,7036,2606,2249
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,0,0,0,0,0,0,0,,14480,948,0,0,0,25,33,108,329,32,,1412,1666,1022,801,857,969,920,803,635,217
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,11710,9748,10438,12033,13073,13530,15509,20163,24088,25542
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,71124,54835,78992,72908,87538,88193,107341,106974,89261,92205,,1906,695,105,10,5,3,17,5,39,29
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,6,0,85,58,43,30,30,29,2,17,,4,34,13,17,2,29,36,48,29,77
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,0,0,0,0,4,0,,4722,4213,3784,3166,411,583,591,452,301,658,,112442,69438,61449,41279,31513,20029,16024,50646,27663,29601
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,7,163,0,0,14,0,7,0,,106,123,176,149,67,53,514,37,291,320,,134934,89579,92145,72007,61024,68169,30968,40577,14576,13091
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,4,24,2,21,2,13,,78,144,30,145,12,31,391,536,378,188
842531,Winches and capstans powered by electric motor,34,9,12,36,11,3,5,105,728,0,,5784,6942,4050,5522,3671,4723,5371,4124,3345,4999,,22758,25480,20349,36511,20792,19555,21954,25849,28404,32355
842541,Built-in jacking systems of a type used in garages,0,0,0,13,0,0,0,0,0,0,,587,713,21,240,392,379,314,48,59,35,,3519,11470,13332,10006,9969,10852,11988,11722,9808,11147
842620,Tower cranes,0,0,0,0,0,0,0,0,0,0,,276,5904,3050,4288,11450,4769,4745,2184,2626,6780,,0,937,5877,670,2403,294,406,1504,179,1050
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",0,0,34,0,0,19,0,59,23,0,,3316,3612,3149,3122,3403,3085,2585,3340,5865,2641,,7120,11377,13509,17421,17131,23585,26002,27637,15347,15593
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,16921,4855,12693,11963,10858,5041,3653,6925,8058,5464,,103,42,291,0,40,676,300,0,0,8
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,18497,6890,3980,765,3152,2211,2979,6339,5775,2787,,2495,4017,5618,8165,2033,8758,10563,12185,9414,6880
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18000,11905,6744,3128,7954,4739,2703,3480,2828,4592,,435,1362,817,919,1083,1213,430,1290,1251,1044
845510,Mills for rolling metal tubes,0,0,0,0,0,0,0,0,0,0,,9321,1361,10,1116,1193,45,108,90,0,17,,2426,5363,720,447,6265,704,399,428,133,275
845522,Cold-rolling mills for metal (excluding tube mills),0,0,0,0,0,0,0,0,0,0,,346,167,4544,465,17,249,342,38,595,1152,,904,1116,7195,1614,1777,695,2837,753,1858,1296
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,520,186,82,7,72,,0,0,0,0,0,171,201,194,70,120
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,0,0,0,0,0,,193,79,682,40,68,70,282,48,10,547,,11439,10208,12811,14400,13795,14245,14744,12210,6802,7316
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,223,115,177,3,32,,0,0,0,0,0,2994,1512,1384,5551,978
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",12,17,0,0,0,8,27,0,0,0,,5473,4264,1051,1252,458,1285,2768,1207,1208,1419,,33241,19277,25344,43077,24291,21126,24060,23477,10481,11429
846210,"Forging or die-stamping machines, incl. presses, and hammers",0,0,0,0,0,0,0,0,0,0,,690,2202,3372,1863,482,2389,9737,3459,466,2443,,18500,21836,41016,68440,37734,31165,37347,49115,24916,19376
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",0,0,0,0,0,0,0,0,0,0,,1282,341,585,515,494,1159,618,613,345,2196,,7636,7235,7604,9723,6808,9824,12511,13801,10680,17078
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,0,0,0,0,0,7,0,0,0,0,,2388,787,526,545,740,1152,921,1968,3789,6686,,4502,3995,3448,3737,3712,3346,4150,4901,5291,5800
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,98,0,0,3,0,0,0,,12,161,276,1125,443,542,179,107,213,515,,15,1303,722,1645,3954,3058,4925,5500,5780,4267
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excluding cooking and ...",0,0,0,0,0,0,42,3,3,0,,632,272,561,3348,954,768,1385,1724,842,1014,,2892,2232,4110,4017,6634,7347,7398,4780,4828,4549
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,17,0,0,0,0,0,0,0,0,,131,50,17,0,218,384,12,7,6,44,,11170,1256,10588,4255,2376,1392,700,2730,1209,2492
843999,"Parts of machinery for making or finishing paper or paperboard, n.e.s.",0,0,0,192,0,0,0,0,0,0,,1350,744,643,967,996,451,792,982,590,1307,,44370,42172,48756,35457,31573,29853,43092,33808,35671,58987
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",0,0,0,0,0,0,0,0,0,0,,500,618,428,723,287,351,909,3292,770,5141,,23690,15700,20881,11949,15745,14744,19206,13276,18502,11329
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,0,0,0,0,0,0,,140,201,18,187,148,1,85,14,179,1,,4768,9304,2414,5081,1478,4480,5026,3721,7391,6529
844311,"Offset printing machinery, reel fed",0,0,0,0,0,0,0,0,0,0,,33650,7113,3693,3482,1417,4509,2651,1969,751,400,,890,1605,2929,5383,3156,2445,2665,327,43,0
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",0,0,0,0,0,0,0,0,0,0,,1721,1710,1029,451,1685,2354,1730,1427,753,829,,573,5121,219,71,1232,1878,3634,1383,5541,1252
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,51,269,144,292,0,0,0,88,0,0,,728,1463,1145,1478,2148,2582,903,3132,1164,1089
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,0,0,0,0,0,0,0,0,,1339,605,1395,1264,1125,187,555,92,168,48,,1908,1016,362,619,600,1603,787,1530,940,794
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,0,0,0,0,0,0,0,0,,0,95,29,0,660,163,8,3,5,4,,9153,7777,5622,4358,9434,5874,5411,4148,2393,5642
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile ...",0,0,0,2,4,0,0,0,0,0,,294,757,874,763,954,380,456,701,341,957,,21883,19946,19995,18513,11618,14858,19449,18161,14499,21016
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",0,0,0,0,0,0,0,0,0,0,,2187,342,434,197,32,53,357,491,239,885,,1842,1901,2103,2208,1374,4063,1027,1669,626,1130
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",0,0,0,0,0,0,0,0,0,0,,192,293,321,349,537,340,222,215,604,474,,77635,87431,96221,79505,74689,74381,93913,75516,47298,76321
831110,"Coated electrodes of base metal, for electric arc-welding",70,49,2,6,0,0,0,0,0,0,,1784,2219,1578,1566,1383,1232,1238,1305,1626,1804,,6107,5295,5182,3812,3201,2947,3552,3333,2901,3124
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4691,2725,9501,754,1226,2013,401,940,758,295
840690,"Parts of steam and other vapour turbines, n.e.s.",28,0,0,0,0,0,26,0,0,0,,2751,7759,5432,6396,5100,4233,1815,2783,1989,9083,,124282,158317,127838,122018,95132,110005,101596,152734,90482,122866
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",0,0,0,0,0,0,0,0,0,0,,2421,3825,5921,6367,3153,2037,1293,1417,1298,1467,,19259,17498,16773,19536,19712,21316,25438,27330,25384,27729
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,0,0,0,0,,58,1,98,195,171,2487,2602,970,475,444,,2058,1199,1547,1508,1817,3046,4111,1529,1043,1578
790500,"Zinc plates, sheets, strip and foil",0,0,0,0,0,0,0,0,0,0,,584,243,2508,2862,4578,5164,330,3328,3357,6364,,2342,2537,3795,4361,2225,2969,4115,3431,1455,4164
810110,Tungsten powders,40,0,0,0,0,0,0,0,0,0,,0,25,5,37,9,40,13,31,73,70,,16572,10556,11943,9394,8542,10652,31856,15754,6344,11234
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,0,10,0,0,0,0,0,,72,80,34,6,7,88,161,0,0,17,,32704,23564,20591,27553,16888,14784,16709,12583,10348,15012
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,7,253,18,0,0,,18458,14991,17753,15449,10063,10651,17688,21020,10819,20419
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,11,185,0,52,0,0,0,31,0,109,,75070,60820,67668,55420,51625,60634,50517,52940,43498,114074
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,673,4164,35,40,58,170,26,19,301,1321,,1694,1268,1470,1624,1507,1559,1952,3331,3646,4995
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",0,0,0,0,0,0,0,0,0,0,,698,475,1481,633,482,438,777,681,897,958,,29990,28746,32573,31460,33338,33744,33823,35178,38811,44437
820730,"Interchangeable tools for pressing, stamping or punching",0,0,0,0,3,5,0,0,17,0,,1165,1086,1438,1029,1241,2496,5271,8956,10885,18149,,127557,121719,152592,139926,169131,177800,203555,205844,184794,184215
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",0,0,8,0,4,0,3,0,0,0,,3691,2338,2745,2533,3639,3058,5885,4400,3428,3729,,45964,47131,48776,40141,42412,47171,52956,48361,47833,50263
