Product code,Product label,India's imports from Saudi Arabia-Value in 2012,India's imports from Saudi Arabia-Value in 2013,India's imports from Saudi Arabia-Value in 2014,India's imports from Saudi Arabia-Value in 2015,India's imports from Saudi Arabia-Value in 2016,India's imports from Saudi Arabia-Value in 2017,India's imports from Saudi Arabia-Value in 2018,India's imports from Saudi Arabia-Value in 2019,India's imports from Saudi Arabia-Value in 2020,India's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,40,5,138
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,0,14,0,94,155,0,4,0,0,0,,279,1057,3303,8672,3551,818,477,313,0,49,,0,78591,134869,155776,123176,169811,256588,224088,201891,267462
293219,"Heterocyclic compounds with oxygen hetero-atom[s] only, containing an unfused furan ring, ...""",64,0,0,2398,957,3660,0,0,0,0,,0,0,0,101,14,58,53,14,27,1,,6723,12334,11243,13495,27490,39924,52753,55976,55892,59600
293331,Pyridine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,30,,23125,22854,28739,25303,24061,29394,36615,28352,40383,48039
293332,Piperidine and its salts,46,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1789,827,791,1506,1824,1109,1947,1059,1025,511
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,56,0,0,0,,35,0,42,153,95,25,2,0,68,0
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,30,0,1,5,4,3,2,,10124,12482,21189,12751,13358,15512,24157,24137,22847,27632
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,0,0,247,,7,16,49,149,1,2,113,805,561,11
293627,"Vitamin C and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,18,36,0,0,0,,5119,4746,8040,7130,5459,11939,16629,8435,32756,34159
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,33361,48985,49872,43430,36612,55318,81653,81559,60589,66556
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,334,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,265,0,,267872,294659,358586,342509,354526,420180,636010,509561,407144,485890
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,0,0,0,0,0,7,10,0,0
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,54,1200,118,190,5,62,1,,7977,9734,10335,10963,6158,6253,8128,7233,1836,2424
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",0,0,0,0,0,0,2,0,0,0,,160,140,1332,237,179,164,232,0,6,0,,8747,12986,18649,19950,13890,20478,31286,24630,9754,14774
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",10,0,0,0,0,0,0,0,0,0,,0,0,0,749,58,924,116,0,0,1,,7530,9275,10459,10495,9169,6411,6915,6753,5185,9901
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",18,0,0,0,0,0,0,0,0,0,,0,0,0,6,47,51,75,0,0,0,,1399,1504,2548,2678,3794,6272,5886,8029,3643,7523
420321,"Specially designed gloves for use in sport, of leather or composition leather",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,43,0,0,0,0,,628,465,680,593,710,766,993,803,770,1434
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,4,95,0,0,223,36,47,33
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,0,0,0,0,0,0,0,0,0,0,,72,98,0,0,39,1,4,0,0,0,,32,40320,64783,69909,54470,24622,15714,8607,129,90
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,59,0,0,0,0,0,,2857,4156,1716,2554,2938,10292,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,58946,82244,112699,96926,67680,127586,80565,51369,41543,84732
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,50,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9865,6476,7639,9597,16403
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,35,0,0,0,,1604,4898,4468,1867,124,70,29,0,0,0,,24131,23846,26076,25594,22220,22550,29708,26246,14344,20995
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,96,594,543,0,0,94,0,7,,518,484,109,277,380,277,518,675,642,803
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",5,0,0,0,0,0,0,0,0,0,,0,27,397,499,221,19,87,0,0,0,,6010,6573,6735,7537,9223,354,0,0,0,0
441810,"Windows, French windows and their frames, of wood",0,0,0,0,0,0,0,0,0,0,,0,104,0,27,1,28,5,0,44,0,,800,1120,759,2009,705,851,455,876,608,125
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,45,49,0,0,0,0,,10,19,20,32,0,0,3,0,0,0
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,5,107,11,0,0,0,,1748,4402,6125,6576,6910,210,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",1,0,0,0,0,0,0,0,0,0,,0,0,0,32,72,23,70,50,7,66,,1199,1167,1134,1408,746,191,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,10,0,0,78,,80,77,76,80,66,96,274,264,136,13
470200,"Chemical wood pulp, dissolving grades",124,0,0,0,0,0,0,0,54,0,,0,0,0,0,39,0,0,0,0,0,,232798,221256,325071,390779,454107,533537,485572,516138,310809,597528
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",330,0,83,41,41,32,19,10,0,0,,0,0,74,0,0,0,10,4,0,0,,270963,307137,264724,292647,267458,283798,305930,274328,183300,239868
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",42,9,0,15,0,0,0,0,0,0,,43,181,464,1,229,0,0,6,0,0,,8424,3854,6132,6993,10410,6701,8466,6057,3263,2934
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,47,0,0,54,19,93,1573,14,2483,,4944,6332,8862,8853,10046,11120,12516,9846,6892,10051
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,0,,1654,2150,1767,1626,1508,1117,1515,1991,1662,1838
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,0,0,0,0,0,0,0,0,,3602,1671,2609,5153,2523,2291,6596,4375,3192,3367,,2743,2121,424,396,515,533,373,543,365,115
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",29,0,0,0,0,0,0,0,0,0,,0,48,0,7,15,43,33,3,0,0,,40679,45663,46483,40571,41791,46440,51516,41075,29177,36355
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",52,0,0,0,0,0,0,0,0,0,,1113,881,694,1185,14103,29424,20461,8074,14549,1536,,32797,31991,35467,30462,32060,51057,70295,67981,53201,80830
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",0,0,0,0,0,0,0,0,0,0,,1463,0,0,13,25,7,14,0,0,0,,31,36,17,16,32,42,24,23,6,25
481840,"Sanitary towels and tampons, napkins and napkin for babies and similar sanitary articles, of ...",42,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,52012,0,0,0,0,0,0,0,0,0
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",0,41,0,0,0,9,0,0,0,0,,188,27,135,38,30,10,44,0,0,112,,5887,9385,11439,5802,8069,9659,7413,6726,4639,4960
482020,Exercise books of paper or paperboard,0,0,0,0,0,0,0,0,0,0,,0,0,147,185,82,49,16,0,8,0,,132,376,598,397,393,2383,816,970,178,200
482050,"Albums for samples or collections, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,1065,890,586,169,14,7,0,0,0,0,,123,346,260,174,215,166,151,187,122,91
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,0,0,0,0,,0,27,0,0,57,165,0,0,0,1,,2,23,15,2,5,2,11,29,2,13
491000,"Calendars of any kinds, printed, incl. calendars blocks",4,0,1,0,0,0,0,0,0,0,,0,107,0,118,30,49,3,0,0,8,,1246,1511,1292,1185,1076,1136,1035,813,597,569
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,33,0,0,0,0,0,17,0,,0,0,0,33,21,0,0,0,0,0,,15736,16079,24018,12207,4786,5733,9633,9917,7378,12163
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,470,682,436,53,24,220,60,16,0,25
510330,"Waste of coarse animal hair, incl. yarn waste (excluding garnetted stock, waste of hair or ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1746,1705,923,1160,1092,743,1375,2148,2267,3190
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,61,124,357,294,333,263,265,254,76,151
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,29,0,71,0,1,1,0,0,0,0,,140,134,88,20,18,81,97,58,434,476
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,11,0,33,8,220,25,0,0,0
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30,340,434,489,305,317,281,136,194,94
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2722,2093,1646,205,902,701,1044,2378,2441,4060
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,0,4,2,7,107,72,173,104
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,15,0,0,105,0,5,0
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,27,8,21,32,92,588,1924,361
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,,2541,218,80,830,1145,667,929,1180,264,339
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,0,0,0,17,0,,308,473,490,113,118,40,118,421,1396,710
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,49,0,0,0,0,0,0,0,0,,2606,3441,1914,2551,1338,1449,2673,495,24,59
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,607,798,200,159,310,160,265,946,301,171
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,64,0,0,0,,469,251,340,344,169,116,225,105,91,180
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,208,308,27,369,148,118,416,853,238,877
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,26,12,8,0,0,0,,136,83,44,95,118,71,983,1998,1963,1893
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,954,1084,941,341,745,276,855,1366,2553,4566
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,38,0,0,0,0,0,,3782,2885,2565,2786,2447,1568,2325,3812,948,1501
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,73971,38436,17741,40552,99159,43925,32546,47003,32690,50842
530820,Hemp yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,28,0,10,122,44,841,1556,1875,3397
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,14,0,0,0,0,0,0,0,0,,35,148,0,41,0,49,0,0,0,0,,3221,5183,4952,4376,1241,2259,1166,538,1914,5066
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,349,43,264,0,,11342,4606,10136,14171,13806,13517,18449,29077,18015,36589
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,3158,5199,551,742,338,364,86,0,0,0,,42314,51523,52065,52010,54062,65603,74467,74917,50646,95225
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",348,0,0,0,0,0,0,0,0,0,,0,38,0,0,5,3,0,9,0,0,,57720,60063,62667,54790,48633,45259,46037,49125,36020,47222
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,153,0,0,0,2,15,55,0,0,0,,2431,2512,3713,3042,2465,2907,2994,2767,1480,1848
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,23220,28560,31233,24556,21050,22843,41743,42055,27638,40502
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,217,0,0,129,153,110,75,19,0,0,,749,993,654,1344,939,376,259,324,330,225
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,27003,36341,32456,32999,41061
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,0,,114,89,0,0,320,40,0,0,12,0,,11528,14900,16648,13922,10224,13188,17347,16239,11140,16246
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,39168,41483,56566,68461,76882,66255,96197,103742,86265,135212
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,0,29,0,174,76,2,0,0,2996,486,,298,1261,812,311,144,179,172,254,204,172
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,662,2678,2019,1951,1882,1175,881,442,808,,3718,3918,2626,2855,1980,1335,1835,1833,1482,1661
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2129,4892,2826,2372,2413,1814,2185,1592,3350,10505
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",25,0,0,0,0,0,0,0,0,0,,89,0,0,36,7,1,0,34,0,0,,4113,3740,684,848,568,722,1029,1055,832,1525
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",0,0,0,0,0,0,0,0,0,0,,0,0,37,21,15,4,8,0,0,0,,1696,1328,1289,1021,1407,1230,1810,1654,1683,2574
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,160,30,115,294,2,34,31,0,0,27,,25,436,293,307,173,267,266,446,164,754
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,74,0,0,0,0,7,0,0,0,,12457,15707,18992,15347,15467,26271,108919,31459,15319,20934
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,40,50,168,140,0,0,3,,477,273,186,133,164,324,201,350,445,107
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,96,0,0,85,83,585,1269,0,0,0,,451,322,92,187,24,32,174,71,119,111
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,205,257,196,49,70,842,779,50,99,59
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,846,1684,1509,2288,1195,1588,2049,3697,1540,3131
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,119,30,130,77,123,500,767,513,115
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,207,408,107,124,106,178,41,26,59,22
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,2,2,0,1,0,40,29,0,37
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,10,10,127,16,9,1,11,150,463
560110,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,0,0,0,0,0,0,0,0,0,0,,3233,203,159,15,909,1673,793,0,1056,56,,1876,1386,1585,2305,1935,2501,2731,2173,2074,1844
30633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,121,,0,0,0,0,0,0,0,1,0,0
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",0,0,0,0,0,0,0,0,0,0,,566,0,0,0,0,3,10,0,0,0,,160,224,14,103,361,207,130,40,1,0
30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,125,0,88,0,0,,110,49,273,160,42,23,112,289,78,122
30743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,960,2758,2962,2488,2705
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,127155,100496,106748,87123,52098,33436,1319,3034,10052,7599,,0,0,0,6,0,430,897,183,106,7
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,4363,4910,7241,8958,33491,26057,1671,3539,6388,6182,,0,174,662,426,458,453,770,1266,557,768
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,113,0,0,232,496,209,0,0,0,,56322,50766,65126,40963,42487,50640,36122,15032,27542,23817,,49952,2203,4191,365,539,3246,998,2011,2156,800
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18414,14875,956,1132,117,553,523,2779,5600,22,,311,356,1113,1053,1150,179,1043,1303,1975,690
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",0,2,0,0,0,0,0,0,0,0,,7471,6738,4923,7731,1109,2403,2648,3729,6865,4466,,24211,1856,2485,11296,11099,2983,1036,388,203,150
40630,"Processed cheese, not grated or powdered",0,0,0,0,0,0,0,0,0,0,,28233,35495,37472,14421,23118,112761,124539,133358,187802,157553,,2537,3083,3233,2749,2570,3036,4333,3853,2285,3309
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",0,0,0,0,0,0,0,0,0,0,,255741,238480,252173,276324,171433,66490,76808,87048,86019,79861,,3225,4191,4746,3845,4096,4299,4240,4836,1793,2826
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,11251,4655,12860,19812,816,283,229,0,0,337,,0,9,37,0,0,0,0,0,0,20
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,45,0,0,0,0,0,,1582,204,967,927,2139,53,1643,2219,3789,4819
51110,Bovine semen,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30,522,209,362,1679,387,64,377,150,133
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,0,23,0,,8104,11006,16501,16876,21003,28556,33073,16585,17997,20960
