Product code,Product label,"Korea, Republic of's imports from China-Value in 2012","Korea, Republic of's imports from China-Value in 2013","Korea, Republic of's imports from China-Value in 2014","Korea, Republic of's imports from China-Value in 2015","Korea, Republic of's imports from China-Value in 2016","Korea, Republic of's imports from China-Value in 2017","Korea, Republic of's imports from China-Value in 2018","Korea, Republic of's imports from China-Value in 2019","Korea, Republic of's imports from China-Value in 2020","Korea, Republic of's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",1163,1530,971,512,970,904,1006,723,1256,2337,,315234,278104,220309,195968,182133,191882,206654,205421,202128,243053,,1448,2120,1427,1382,1592,1245,1457,1054,1923,3985
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",2162,1117,1147,1057,999,512,1185,1219,1236,2337,,406281,905999,667424,588633,253749,72938,69281,83252,84145,212398,,3453,3211,4088,5439,5936,3595,7052,7135,11030,21363
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",3142,3872,2646,2246,1902,1456,1375,1832,1795,2337,,375089,382518,449831,418042,317344,342126,347584,365199,252819,311222,,3283,5290,3922,2802,2694,1847,1678,2101,2737,4250
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",820,3780,2720,2639,1236,2147,2307,3213,2542,2336,,90501,67663,67010,59873,54599,55333,73791,70069,75797,81858,,5388,16795,9289,8643,6389,8660,4601,6960,9070,6049
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",706,804,800,910,1094,1831,1150,1499,1962,2332,,63788,73298,69050,54348,51689,56958,74181,70957,73984,73024,,3546,3171,2891,2873,2953,3602,2807,3025,3953,3928
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",898,955,1076,1303,1246,1905,2040,1323,2336,2329,,159567,161111,171029,155667,144263,160955,166400,179125,150250,167536,,5086,3457,3909,3950,4302,5776,5113,4488,5230,6180
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",1784,1566,2232,2549,2190,2940,2314,2265,890,2329,,20483,25365,36510,34259,25215,71312,47146,68402,75536,55658,,5291,4559,6002,5940,5466,6446,5617,6350,4849,8210
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",2536,2436,3493,2272,2400,1334,1942,2424,1761,2325,,173222,192497,223793,222699,183363,182752,201373,186534,180489,257455,,2995,3772,4673,3258,4082,2405,3622,4370,3596,4779
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",391,248,459,586,524,909,862,1040,1313,2323,,33337,40890,50030,54728,39388,46509,53560,50044,55226,78393,,2952,1685,2581,2412,1586,1532,1972,2323,2621,3165
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",1072,976,901,1651,988,1247,1859,1767,1581,2322,,10082,10425,9510,12528,12160,17382,16245,15770,17695,14465,,3888,4192,4440,5196,4694,5269,5608,5699,5992,7689
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),4251,2540,2283,3877,5884,1001,3349,2459,2382,2319,,75877,81895,82240,90424,100793,134776,126586,135677,109595,128728,,13656,9319,3868,12331,7572,6157,6972,5180,8067,8065
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",1633,1587,2541,1190,1114,1245,1835,2697,1569,2312,,235520,244947,244419,227822,187491,197028,215324,214146,188682,253603,,6912,7251,7360,4748,4736,3980,5070,6131,4624,5117
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",1336,1407,1519,1158,1313,1665,2329,2413,2215,2308,,25020,24394,27209,27709,25604,30726,34826,38535,39195,44200,,5071,7068,5171,4913,4868,5526,6510,6629,7084,6828
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",4401,3435,6450,6381,5547,2190,1711,1061,1545,2307,,17846,20064,16843,23854,23796,18729,19028,16442,21422,29012,,4736,3548,6574,6716,5714,2288,1891,1720,1968,2430
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",2164,1684,2071,1982,1956,1963,1781,1623,3083,2303,,39473,40223,46979,46865,40921,40990,53325,51786,79068,116239,,5876,3506,3915,2840,2475,2430,2609,2848,4255,3144
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,4958,3216,6050,3353,2301,,0,0,0,0,0,145765,152893,98102,62993,79864,,0,0,0,0,0,10588,5344,11917,8729,8761
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",2874,2005,2593,3218,1347,1892,2381,1017,1446,2298,,11686,9850,9823,10024,7860,8621,9348,9228,10746,9960,,4823,4248,5323,5520,3091,3682,4822,3088,4349,5726
890800,Vessels and other floating structures for breaking up,28,0,947,7,730,0,0,80,67,2297,,0,0,0,0,0,3346,0,1500,0,0,,217,4112,1426,11,764,77,3106,712,1289,4545
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,3219,2441,2798,1753,2293,,0,0,0,0,0,176518,186246,187795,213598,249548,,0,0,0,0,0,10431,10283,11261,6442,8382
843351,Combine harvester-threshers,16010,15662,23138,12649,12498,263,129,202,892,2292,,168818,132588,174028,183608,204727,231841,194659,232721,214291,267684,,42113,37301,58452,59241,64739,55760,75971,78534,84341,96232
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),2628,460,2988,1286,1066,467,434,1104,102,2292,,152214,127985,155280,190749,180030,194290,200737,202730,191832,211763,,76250,60071,59189,43109,34567,17992,25472,27585,14903,16844
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",449,886,217,80,327,507,517,705,1044,2292,,34460,26234,27289,25591,16404,10571,11234,6724,7158,13365,,1180,4161,2321,2866,5267,3274,1919,3780,5222,14791
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",3035,2874,2839,2834,1886,2257,2077,2119,2021,2291,,55977,41931,41048,40953,53631,42619,42925,42398,46779,42067,,4602,4072,4924,4165,3598,3999,4851,4937,5718,5983
853510,Fuses for a voltage > 1.000 V,611,580,710,764,1128,825,1802,3068,1877,2288,,75892,56632,51692,53570,53177,48199,53358,61785,46861,51848,,3810,4429,4466,3073,3535,4418,5680,7192,7210,9871
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",1961,5150,382,2179,2551,12862,7089,2498,4870,2284,,227613,126204,141958,196140,147826,199228,238718,245872,208166,255648,,30795,54503,12623,10081,7800,38798,18661,21000,23374,23867
900691,"Parts and accessories for photographic cameras, n.e.s.",21436,34033,12533,12949,11259,8070,6876,6566,2972,2279,,314740,281771,242414,242195,227825,145360,113883,127380,135727,191141,,31019,41657,19214,20464,19455,14550,12958,10762,6999,6508
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",90,78,189,132,300,491,616,671,1371,2268,,72622,75068,114196,87534,128948,120118,130854,115289,140859,150424,,524,3330,6144,6966,9042,9679,4496,4217,5018,4199
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),395,572,576,1,312,1223,788,2088,2590,2267,,189211,199100,218766,190323,166932,206720,205596,179080,156807,251815,,1011,1670,2585,1720,1385,2818,2527,3411,3955,3236
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",747,1056,1077,1326,2422,2450,3048,1998,1338,2264,,243453,272006,327808,333447,364632,339514,409106,431703,288231,308655,,957,1295,1154,1484,2577,2597,3440,2158,1525,2549
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,267,1560,1124,1397,2257,,0,0,0,0,0,69904,107997,105318,116423,123618,,0,0,0,0,0,1556,1881,1618,2205,3629
710610,"Powder of silver, incl. silver plated with gold or platinum",669,2193,1756,677,1847,3716,3492,3370,4191,2253,,5798,4581,7041,1781,3397,4747,4613,4312,7689,15992,,415916,441138,298157,266732,374153,171948,66941,61556,63739,100198
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",294,177,596,547,1404,2483,2549,2594,1870,2250,,46338,47911,60532,64862,28417,24061,18857,19424,11272,14842,,677,596,1052,1332,1947,3074,3506,4705,4411,4900
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",717,466,840,1265,1840,1593,1552,1233,1145,2249,,208835,212273,231070,250203,212838,266524,261042,252485,245523,260193,,8101,9805,11233,10071,15717,18331,10423,12115,7869,10674
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",1689,2205,2260,1620,1844,2445,2308,2974,2930,2249,,35850,41832,31031,34131,68670,52351,40925,35528,28611,22221,,12158,10774,13887,11140,12493,12218,12674,15460,12603,21893
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",1237,1263,1121,1125,804,605,750,1083,1738,2245,,116001,111569,110739,111893,106198,111387,121479,126132,128873,166702,,2348,2427,2186,3076,1448,1319,1351,1327,2699,2873
830820,"Tubular or bifurcated rivets, of base metal",98,74,115,125,890,1996,1547,1749,1379,2241,,40219,61741,117515,121539,124732,136094,155944,161623,132844,150139,,1043,1363,1698,1617,2503,4143,4226,4664,4791,6135
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",7896,4142,2394,4038,3171,6128,4799,5397,3739,2241,,8952,12268,19048,27207,24400,33453,44470,53082,63388,57952,,23501,22051,14233,5845,7168,14066,14735,16056,7788,2814
761100,"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ...",6,16,97,53,90,98,216,955,1515,2240,,3522,5226,8751,6570,7057,9135,9219,8854,14695,20087,,10604,12169,4635,920,815,7574,3127,7287,22369,2611
960840,Propelling or sliding pencils,1733,1801,1630,2263,2186,2726,4021,3144,2037,2239,,101855,98141,86192,92708,85131,72164,69341,65913,47673,39670,,11760,9853,9822,10623,11815,12991,13882,13422,9113,11102
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",970,963,877,821,602,818,781,1394,2353,2237,,48360,64687,70412,93751,137217,164268,116576,130527,179528,205794,,12071,11428,10202,9186,11124,11895,13159,16544,17514,18263
910529,Wall clocks (excluding electrically operated),2723,3800,3879,4372,3269,2406,1519,1517,2019,2232,,4833,3214,15285,25812,21741,3994,1359,4243,5017,3405,,3275,4431,4784,5264,4059,3158,2486,2669,3014,3762
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",5984,3819,4248,1389,1719,1851,2235,2756,1721,2231,,8010,9865,12158,9432,6597,6431,11079,9598,10625,21954,,10573,8929,8649,5466,6544,8401,10315,10791,6060,7457
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",2529,2259,2092,4731,6250,4473,3994,2638,1545,2229,,73900,78549,109022,149777,197997,192269,179452,217194,232431,264070,,105523,100359,99834,106723,102342,107067,107173,103093,98073,102034
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",1858,1604,1061,936,1102,1123,1030,1159,1803,2225,,7439,8221,9094,9445,6617,11630,15432,19464,10825,26665,,61613,65292,63037,66971,46346,46021,53728,63355,61407,72051
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",2243,2322,2308,2617,2099,2168,1916,2087,1912,2217,,102059,89837,91623,76068,61951,70754,86185,90635,78551,71470,,2274,2519,2454,2790,2258,2232,1953,2154,1928,2253
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",166,412,194,207,1142,2028,1980,2254,1853,2216,,119025,144306,250853,250831,147289,146769,135788,148757,123467,163370,,296,654,534,438,1459,2357,3193,3195,3226,3548
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",658,722,1435,1606,1011,848,1564,2250,1706,2210,,9642,13582,11442,10911,11365,18320,18928,24882,21566,24590,,8645,9298,11154,11858,11288,9519,9618,9502,8717,9602
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",1026,430,210,473,805,103,355,175,8335,2204,,15314,23823,51306,49714,44110,47069,69463,63151,51472,70120,,5423,3362,1513,2214,2381,1143,1567,2286,8807,2280
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",5125,4527,2919,2259,2831,2046,2113,973,1442,2204,,43516,44022,50961,49106,51271,57376,76669,37317,52069,79930,,15511,25835,6132,3716,4854,3870,3627,3288,2827,3555
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",1441,2559,2389,3146,1670,1435,1829,2196,2049,2198,,172300,197989,218939,263561,231883,203218,188320,192124,211133,162001,,1855,2728,2534,3340,1876,1612,2329,2669,2146,2337
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",3015,3100,3986,4486,3093,3239,2528,1977,1892,2197,,11248,7865,18146,18382,21325,19133,18471,29915,26029,32509,,4246,4078,9027,5576,3784,4026,3466,2799,2544,3024
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",9715,10824,10654,10357,7171,5591,4093,4840,3044,2196,,42791,36597,46467,54788,45589,52618,67389,92982,62817,82007,,15047,15154,15397,14960,10352,9051,9705,8767,6707,7361
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",1415,2349,2650,2380,1551,1761,1670,1891,2163,2194,,128652,125903,206093,119648,118890,129192,141222,135603,128544,146871,,11982,13460,21274,10325,8018,8908,6061,6246,5159,4632
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",974,643,724,519,1730,2026,1720,1861,1225,2193,,332819,313372,296964,263663,255625,212701,151270,100245,88351,101006,,977,643,747,548,1790,2052,1746,1861,1225,2193
811229,"Articles of chromium, n.e.s.",3178,4781,5178,5312,2239,1734,2972,1497,1560,2190,,22746,18983,19386,12771,9371,11870,13186,11569,6619,7039,,13041,10478,11888,11945,11034,9196,8247,9070,7494,7577
390130,"Ethylene-vinyl acetate copolymers, in primary forms",1174,1140,1462,1042,985,913,1099,1141,1027,2188,,90180,96743,89253,98387,106651,106676,84165,129392,153197,179634,,26021,22087,17561,18553,19148,15817,12566,16177,14254,19108
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",397,522,304,803,897,827,1395,3776,4104,2184,,49113,35809,27088,23167,26758,19519,32077,34815,24504,25853,,1653,1424,1333,1783,1971,1912,2462,4547,4651,2748
290721,Resorcinol and its salts,492,345,1003,538,967,778,1715,507,1021,2176,,8281,15089,14711,16927,19246,25903,104691,85421,57055,85414,,5463,5137,5175,5484,20826,23093,28650,34018,46292,32086
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",715,1330,2142,1662,1513,344,1486,894,921,2174,,17091,18982,16824,14735,8372,9089,10223,10137,13736,11981,,120867,119501,68998,41568,44119,98760,36582,42572,81131,50111
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",184,327,74,603,2792,2027,1964,3065,2226,2174,,122219,142945,164931,176226,117578,126937,111741,104718,101480,110376,,9751,13410,11800,10976,15702,12979,14430,15856,14921,14813
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",311,465,199,268,187,394,2,355,4331,2173,,122619,134711,158179,134056,170754,136137,129830,139150,101300,65589,,388,799,495,399,312,596,171,512,4499,2339
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",4191,4392,4915,2762,4377,4497,3897,3746,2488,2169,,38150,35456,32369,31014,29086,29772,31130,27852,28752,27758,,9525,9658,10632,10573,12964,14829,11517,15759,12147,11185
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",828,728,1123,1637,1253,2140,2404,2142,2014,2166,,406712,459840,544227,602390,632085,769834,883067,906740,902328,1007790,,2159,2199,2373,3184,3264,3760,4230,4059,3883,4145
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",218,218,85,107,210,234,411,1357,2057,2161,,12511,10725,15729,29380,21422,60011,22983,34502,50991,55372,,384,444,493,812,2262,3708,1284,2976,4796,3103
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",2497,2802,2351,2028,1182,2672,1230,1942,1473,2159,,51596,49442,53461,52427,47477,56284,66948,73243,58704,81373,,19815,21069,18396,17350,15775,22717,25836,22449,21407,21981
283660,Barium carbonate,6326,4628,3794,1134,1366,2583,4449,2794,1327,2156,,66755,59747,58502,50482,45929,49700,61923,53812,49077,66459,,11230,9965,9422,6024,8609,11479,13109,11377,8924,14846
848010,Moulding boxes for metal foundry,2810,2760,1539,1891,1711,2559,1833,2597,3041,2150,,22834,21933,23195,18749,19414,20649,33544,45009,42916,36150,,5920,4701,6721,4651,3659,4159,3507,4164,4136,3303
441113,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?5?mm but <=?9?mm""""",6695,7684,6522,7535,5409,3225,2001,2629,1797,2150,,510118,454005,451055,342499,285135,254594,260349,202757,163479,194167,,7287,8615,7004,8336,8081,6749,11218,10998,10638,18066
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,1508,2621,1531,1897,1068,1079,1558,1192,1633,2140,,101852,148764,142556,153403,173494,149706,124517,111315,112500,163741,,24515,27093,29758,21679,19063,18685,18895,19507,19078,22554
960711,Slide fasteners fitted with chain scoops of base metal,170,389,814,1118,1165,1377,1500,1618,1345,2138,,143370,222451,228177,223008,246997,239124,223672,221668,193626,233682,,1132,1746,2543,3398,2717,2911,3250,4429,3134,4352
