Product code,Product label,Saudi Arabia's imports from China-Value in 2012,Saudi Arabia's imports from China-Value in 2013,Saudi Arabia's imports from China-Value in 2014,Saudi Arabia's imports from China-Value in 2015,Saudi Arabia's imports from China-Value in 2016,Saudi Arabia's imports from China-Value in 2017,Saudi Arabia's imports from China-Value in 2018,Saudi Arabia's imports from China-Value in 2019,Saudi Arabia's imports from China-Value in 2020,Saudi Arabia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,8,0,8,51,,2146,2081,2314,3472,3610,3265,2337,3008,2892,3336,,0,0,31,9,1,39,11,31,343,140
700800,Multiple-walled insulating units of glass,10141,8525,4870,1986,665,171,380,3370,796,50,,122737,188563,201780,213367,183601,174795,264693,269214,230836,255015,,34027,32725,44546,24397,15165,12186,14065,17924,11179,7857
610323,"Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,313,50,,891538,859002,591273,345133,244652,216081,199641,166977,153987,176406,,0,0,0,1,0,4,0,0,313,50
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,165,0,0,0,0,15,89,58,50,,101088,48289,21525,16635,18609,17205,27082,198969,49661,25685,,177,459,0,4,66,37,28,99,72,73
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,5,16,3,50,,14881,50624,65150,79628,91193,84500,95478,109681,112225,116579,,0,0,0,77,47,8,12,29,95,92
848240,Needle roller bearings,133,43,0,0,0,0,197,80,50,50,,179041,209911,188526,161188,155726,169206,183263,169037,163195,202285,,1906,1177,2353,2642,2275,1781,1976,1422,1095,1470
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",27,0,0,0,0,0,52,95,61,50,,6430,5036,4355,4057,2995,3130,4205,5373,10984,20638,,1218,2760,2443,1727,949,887,1128,910,862,483
920930,Musical instrument strings,0,0,0,0,0,0,11,6,26,50,,6523,8154,8724,7621,6490,6742,7210,6119,8581,10337,,0,0,0,36,23,43,77,176,246,299
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",27,113,0,0,0,0,12,0,14,49,,43278,36274,53239,48179,79680,61853,63267,36023,25596,57825,,27,543,27,131,126,31,14,14,85,185
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,27,52,49,,27883,33825,32349,24672,19678,27094,45562,55117,74782,77416,,183,131,137,95,66,130,325,62,262,99
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",0,35,36,0,512,178,13,26,29,49,,27521,27093,28119,31476,33554,40213,48542,54467,57992,91821,,1048,2662,193,1800,5019,1133,439,773,2337,314
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",725,478,439,61,65,0,0,147,30,49,,9809,10007,11995,9735,12571,16114,16012,14504,10120,14582,,5042,3881,2403,373,327,150,124,1193,3979,6834
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,67,0,0,0,0,4,16,17,49,,389,535,2774,1624,2151,1948,2041,2953,2478,2025,,313,12702,198,107,144,578,2415,160,425,652
281410,Anhydrous ammonia,0,0,0,0,0,0,11,35,0,49,,4987,24759,7862,16847,3286,3909,2244,2896,3164,3213,,0,27,0,0,142,125,154,276,95,7695
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,28,21,48,,623,1206,3841,4509,8585,2686,1190,1848,1960,1826,,1410,530,795,531,869,626,881,1075,1328,1574
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,48,,0,0,0,0,0,6,9,19,6,4,,0,0,0,0,0,0,0,0,0,2799
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a ...,197,0,0,121,0,0,116,109,59,48,,520984,603284,735232,694609,627148,621833,759800,746689,543614,658568,,6982,4962,7390,17123,2678,2145,4719,1335,1808,975
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),32,0,0,0,0,0,6,5,51,48,,86032,71315,76689,78967,61232,53569,109313,104059,62931,65074,,229,31,0,136,34,110,55,51,84,74
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,10,48,,177,177,327,248,308,340,518,781,662,620,,72,178,498,71,44,273,305,184,116,190
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,1243,48,,39394,28922,46962,24235,35876,28268,33671,20602,17093,16056,,407,1036,3324,2774,1229,470,729,263,1334,204
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,12,48,,5987,10107,9503,12001,8396,9087,19228,12501,6074,11809,,109,0,0,108,35,27,69,98,71,79
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,47,,4,5,165,24,0,0,0,0,8,0,,38287,38459,53992,44846,47912,41292,33168,40255,31437,44601
441600,"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves",0,0,65,0,0,0,61,17,74,47,,1050,971,1709,5298,3629,3202,3780,2675,4122,7726,,0,58,65,73,22,120,77,20,89,85
390710,"Polyacetals, in primary forms",304,0,0,0,113,171,915,2502,0,47,,115200,114265,94126,77160,65824,69817,68523,58932,54717,80427,,735,547,12540,13033,8367,5260,4635,6114,686,649
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",287,0,0,0,0,705,41,291,95,47,,194760,225971,239060,264174,277428,249389,189964,236777,264906,285718,,15773,20230,25519,27214,24894,26405,21529,11464,8757,12493
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",905,1994,303,311,313,340,389,312,146,46,,93522,196999,281453,362466,303856,312278,286293,427370,365203,359275,,32816,29477,26995,24445,16630,18218,20381,14071,12535,14384
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",346,281,288,118,123,121,34,219,82,46,,1274,1469,1305,1125,986,981,767,801,549,469,,624,281,365,238,334,307,62,460,697,1282
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,46,,5254,6637,4803,3810,4010,4553,5241,5163,4549,5586,,511,878,300,339,675,160,354,314,271,346
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",207,218,500,235,343,189,251,166,208,46,,15136,13086,10806,9411,8875,6993,4197,3299,4096,3009,,1718,1113,1868,1991,2376,2203,1867,1130,990,570
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,68,0,0,0,0,0,0,46,,243,550,231,1513,144,198,324,172,91,368,,63,1405,4617,2336,450,801,1329,3035,1564,2919
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",343,410,0,0,0,47,18,28,56,46,,10511,8663,10319,11863,10821,15325,16457,18961,18902,34169,,15454,32855,21452,34630,21076,17073,4029,4834,4474,5338
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",0,86,0,159,0,42,60,117,158,46,,6601,4510,9061,15997,28400,31444,31086,28357,29137,76330,,13142,8113,5518,10195,6198,4250,7957,5829,3226,7997
250870,Chamotte or dinas earths,0,33,0,0,131,99,140,0,0,46,,1106,2725,2351,2688,2764,978,1762,7007,2456,2373,,87,82,338,268,313,339,606,1289,919,1119
811221,Unwrought chromium; chromium powders,0,0,244,0,0,0,0,169,26,46,,39533,46308,56777,35219,8698,20435,68816,16257,12426,28140,,355,0,244,232,115,110,272,410,304,412
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,40,46,,1106,1354,96,0,18,34,0,0,14,0,,593,1186,264,16,7120,4,1214,1228,418,24681
100830,Canary seed,108,149,73,0,0,0,21,34,62,46,,85,53,77,75,52,1,100,160,156,60,,462,733,1066,1124,1378,2182,1674,1226,1796,3398
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,128,310,134,296,1294,46,,79,358,258,299,164,188,199,150,201,10,,17433,4253,2649,1673,1365,2698,2419,2662,9613,2871
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,0,0,59,0,53,36,9,0,45,,113710,112195,99635,93251,93953,99632,95848,92860,83299,78501,,168,71,3511,2637,3934,4056,4781,3281,3623,3272
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),29,0,0,0,0,73,50,127,46,45,,8129,15104,8851,8129,10665,7811,10297,10395,12869,15122,,1503,2741,2954,3037,1248,1692,1512,2600,1853,949
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,42,0,794,210,112,0,14,16,45,,6420,8360,10422,12356,12951,19786,17983,19067,19503,28406,,6558,6510,2406,2378,1474,963,327,1061,92,268
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",2679,262,840,339,2028,1308,168,247,263,45,,52740,75632,97554,125866,36472,20533,14562,21383,15952,20006,,6939,3781,5066,3657,4333,3798,4024,3560,585,377
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",1070,458,60,419,182,0,0,94,34,45,,394390,399582,358836,368562,325872,644,0,0,0,0,,30184,23514,21657,9230,12221,1064,229,2064,1303,2565
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",415,412,1202,81,508,107,582,184,160,45,,62519,74751,74121,53790,59094,66192,69194,59205,74514,61591,,12197,11976,11950,11065,18585,23636,13629,9409,7274,5847
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,44,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,44
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",0,0,113,254,0,38,174,179,32,44,,21419,28950,26866,27283,38395,49059,60639,60255,51154,73327,,0,61,113,263,88,93,298,214,124,537
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,62,0,0,0,0,32,17,3,44,,19856,20905,16472,11622,12537,12032,11204,9085,4774,6151,,43,190,88,2,41,69,35,122,3,44
252922,Fluorspar containing by weight > 97% calcium fluoride,81,149,162,50,120,0,0,48,47,43,,112794,92139,72083,48663,48220,40747,80381,78077,29891,18492,,123,149,162,118,191,33,24,60,47,72
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",91,44,69,75,47,0,16,58,0,43,,1071,669,72092,101049,15927,1335,1147,611,1729,2349,,1945,4663,12996,17383,17716,18651,21281,16793,6224,18787
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,48,1220,388,143,81,105,144,43,,42018,18924,21395,15913,10990,14391,7469,54524,5010,4307,,4919,5899,7942,7911,4643,4463,5683,11738,10829,11214
291469,Quinones (excluding anthraquinone),0,0,0,0,0,39,0,11,0,42,,137731,152305,207413,198481,164429,33352,60761,70651,55894,63003,,694,85,88,6092,33,1262,556,976,69,139
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",862,1460,59,0,1276,66,733,580,57,42,,50891,46008,58464,41169,71487,20335,10354,9457,6299,6535,,9594,4994,4574,1748,4602,3704,3949,7160,754,492
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",1815,1667,33,0,0,0,15,0,0,42,,634,609,295,163,241,126,117,99,38,51,,4846,5696,215,230,161,71,214,22,27,49
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",283,0,0,62,701,203,105,145,85,42,,7268,8435,8525,12223,11637,14219,21285,26897,20777,34665,,343,40,32,2046,15082,5901,111,376,113,42
851621,"Electric storage heating radiators, for space-heating",232,28,86,0,385,179,49,258,35,42,,3022,7525,6326,4729,4754,13730,12972,10523,13255,20938,,5325,1367,1960,911,1424,1666,749,518,172,218
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",141,0,106,76,0,60,4,106,0,42,,23576,18046,24737,24328,15700,16606,15818,16903,10447,11433,,1258,223,2722,2448,285,681,647,910,140,250
844090,"Parts of bookbinding machinery, n.e.s.",0,166,0,127,0,0,0,67,29,42,,1276,1450,1497,983,2013,7356,1987,3939,3228,1590,,877,701,248,981,485,1460,778,1014,607,607
844540,"Textile winding, incl. weft-winding, or reeling machines",0,99,0,0,241,33,0,30,214,42,,21200,21070,20260,19379,24213,34482,31067,46114,23916,29410,,5127,3169,531,5422,2391,1381,897,5659,4470,3437
700420,"Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""",1689,717,1019,1614,159,0,105,112,223,42,,2853,3975,2890,3242,5209,4035,5453,8017,9133,10677,,6693,2477,1942,4751,2580,156,1532,559,237,44
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,35,42,,3718,2603,6742,13189,1516,1661,639,1220,1322,396,,397,215,311,143,119,80,99,65,324,346
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,20,42,,1774,4005,9166,8106,2363,2194,2202,1873,2138,3729,,82,112,43,145,99,109,13,117,168,1080
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",9395,4174,4429,2217,2529,1701,696,1504,74,41,,153839,201439,238535,214435,289426,364925,477758,546350,560860,650176,,60512,34222,28408,21833,20149,18288,15597,6239,648,439
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",778,679,694,539,160,151,94,19,78,41,,64753,79362,95252,128535,156070,228910,440258,524885,533264,1519185,,2871,3685,5937,6313,18225,4313,5145,1821,1760,1465
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",70,0,50,70,0,0,0,0,0,41,,41056,48805,55118,58551,79252,125400,140649,152213,154318,174131,,70,242,328,191,18,146,183,302,488,600
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",404,266,291,132,231,191,335,421,125,41,,5943,8952,5173,4064,2353,2314,2039,2365,1840,1720,,404,301,456,518,702,430,482,443,162,44
120400,"Linseed, whether or not broken",0,0,0,0,0,0,3,0,6,40,,4456,6103,6240,5557,5839,5459,3558,1713,1378,717,,0,126,0,303,193,297,370,250,325,433
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,29,40,,9413,9415,9977,10444,8932,8382,11328,12639,8730,7524,,1296256,1438008,963772,1179020,1009341,717031,797829,710287,657999,721373
291521,Acetic acid,0,0,0,67,277,57,4354,147,17,40,,148611,80411,87736,152272,67482,186239,433277,264593,133230,734169,,887,723,148,602,1525,1289,10212,1468,1625,2412
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,81,0,0,0,0,40,,66028,40413,57784,44721,40184,7560,3116,1545,727,100,,328785,277886,294771,289403,193628,172035,173590,211739,186316,282298
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,39,,2072,1783,1720,1738,8106,1947,1650,1764,1491,1233,,0,0,117,211,112,696,578,1794,64,40039
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",194,989,175,138,134,87,63,38,0,39,,56048,69918,49104,61891,35601,33994,44449,37475,28237,23655,,17473,13195,12672,10592,6238,9227,4192,4810,3451,2304
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",1506,1106,651,2786,317,202,27,10,36,39,,117002,89246,114657,119575,105163,110451,148715,175402,140438,214604,,8878,4657,1605,5095,1202,390,400,666,142,136
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",401,0,511,5158,0,322,123,17,35,39,,37501,56394,45379,60526,86092,86537,114931,137864,165542,304349,,5282,5357,9279,17414,9573,10894,35263,14004,3989,6252
100510,Maize seed for sowing,0,0,0,0,0,0,0,0,13,39,,385,1004,714,1343,1635,2014,2699,2863,3890,4263,,5998,7001,3071,2543,4402,1074,1041,228,324,554
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",0,75,134,83,0,0,101,23,9,38,,2103,2769,3383,2604,2133,2642,2758,2702,1957,5040,,428,358,1220,1104,857,585,498,624,508,788
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",0,0,0,0,0,0,0,0,0,38,,0,0,0,0,0,0,754785,1048099,3259465,1921921,,2258923,4471901,4626262,5084853,2162754,2547775,3137715,2330870,1165859,3683452
853221,"Fixed electrical capacitors, tantalum (excluding power capacitors)",0,0,0,0,0,0,23,53,17,38,,542798,620506,972596,428055,163750,194681,242230,211028,214169,254932,,0,202,51,236,92,200,93,1324,328,279
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,71,0,0,0,0,0,0,38,,1021554,932127,892981,932821,835892,992068,1275967,1259428,1478452,1582830,,2405,11301,5073,9255,5270,5237,6229,6460,3986,7946
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",863,27,649,0,886,1222,65,0,3,38,,609752,2030704,1168433,140468,71317,86479,122048,185676,193202,310927,,6929,2199,5810,3554,2286,10258,7778,25340,996,811
950611,"Skis, for winter sports",30,0,86,46,0,0,19,6,0,38,,27532,20229,16056,13549,7037,8578,9572,7151,10910,15699,,30,0,86,196,27,10,33,9,23,171
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",2185,764,675,848,887,382,82,266,235,38,,583,1361,2593,7777,22505,66413,8007,8567,6507,11056,,17742,12505,12781,8358,6231,6381,3902,2286,509,631
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,45,52,0,37,,2345,3048,2858,4341,3074,5462,3220,3545,2937,3717,,0,102,0,44,246,17,384,81,18,45
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,58,0,0,0,0,0,37,,3609,3712,3513,2988,2273,2411,2230,2564,1819,2069,,7136,4629,4443,6720,806,322,160,200,205,117
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,0,0,0,0,37,,50667,88881,21292,12871,331,4478,5,253,431,3239,,199966,269822,388406,237867,191505,352600,527067,1356279,1157371,2059086
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",2231,1425,1695,1182,676,1131,1458,576,104,37,,11101,13743,47017,48051,34093,36047,139493,257706,331327,372021,,10529,15883,21212,20621,9641,8429,6631,3346,6040,723
290542,Pentaerythritol,334,1251,0,1217,594,332,21,962,907,37,,97670,100597,72219,93978,85180,101507,107241,91228,69042,115878,,626,2230,562,1823,1724,1045,437,1738,1011,201
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,37,,0,0,0,0,0,16875,14420,17528,12032,13879,,0,0,0,0,0,0,0,0,0,1057
441810,"Windows, French windows and their frames, of wood",0,225,220,337,160,129,169,225,246,37,,118678,122531,140800,168697,176706,179664,180703,171022,165615,205492,,871,1585,1150,2675,1162,1829,1485,2250,1058,386
