Product code,Product label,Saudi Arabia's imports from Russian Federation-Value in 2012,Saudi Arabia's imports from Russian Federation-Value in 2013,Saudi Arabia's imports from Russian Federation-Value in 2014,Saudi Arabia's imports from Russian Federation-Value in 2015,Saudi Arabia's imports from Russian Federation-Value in 2016,Saudi Arabia's imports from Russian Federation-Value in 2017,Saudi Arabia's imports from Russian Federation-Value in 2018,Saudi Arabia's imports from Russian Federation-Value in 2019,Saudi Arabia's imports from Russian Federation-Value in 2020,Saudi Arabia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",0,0,0,0,0,0,0,80,31,0,,1629,2381,3031,2753,2809,3777,4408,7314,9434,13014,,90176,141178,171417,198988,171784,136718,136022,118388,103116,113182
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,475,772,791,563,651,504,654,844,1076,1914,,192,722,134,880,1563,924,907,993,4862,5842
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,6,2,0,0,3,1,3,23,14,13,,0,0,0,1,17,11,26,156,13,2
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",0,0,0,0,0,0,0,0,0,0,,403,816,899,646,732,1128,1587,1964,1823,2202,,356,766,513,1225,1421,1775,1492,1951,3608,5438
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",0,0,0,0,0,0,0,0,0,0,,11400,18325,22256,14078,14755,29089,20647,25588,19911,24360,,3213,2454,9832,1185,1124,389,0,102,0,930
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,0,0,0,0,0,0,0,0,0,,1263,1297,1393,1534,893,1694,1184,2662,2554,2647,,1388,2206,2697,6510,6568,6142,3945,5823,2029,2230
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,191,178,226,184,194,220,768,303,195,225,,28,565,975,116,1093,960,1041,1071,355,751
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",0,0,0,0,0,0,0,0,0,0,,368,334,708,380,385,481,695,683,531,436,,942,579,0,490,63,610,129,115,5066,368
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,66,76,142,78,71,486,164,204,156,204,,18271,20430,22689,14976,9454,9351,7212,5651,1591,196
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",0,0,0,0,0,0,0,0,0,0,,232,253,788,524,811,1019,848,722,492,871,,5146,6753,9366,10925,11031,8681,9905,9769,8086,12492
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,11,0,0,,1868,5666,3540,214,207,240,513,352,196,275,,466,258,159,414,1805,1969,2921,1792,525,826
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,78,18,105,58,46,70,74,49,20,20,,463,215,137,395,744,613,784,997,305,333
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",0,0,0,0,0,0,0,0,0,0,,1799,1782,1396,388,504,792,433,3989,3982,5296,,1129,1021,1979,1971,863,820,1528,891,299,1152
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,0,,37,5,34,9,12,32,15,10,9,14,,139,343,79,96,783,663,78,124,97,17
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,0,0,0,0,0,0,0,0,0,,288,497,931,684,838,796,1089,1108,1231,1957,,64345,73066,67701,59331,44613,37215,31965,34966,41450,47975
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,36,62,364,146,103,216,373,149,237,270,,5450,2645,905,2657,3206,2362,1125,6022,2699,2899
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,0,0,0,0,0,0,0,0,,90,410,1047,199,573,508,1976,2969,1894,584,,6668,5057,4882,6652,4113,3470,4553,5426,4097,4195
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,37,68,304,131,140,186,206,211,139,128,,404,423,2344,1221,763,829,563,419,885,783
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",0,0,0,0,0,0,0,0,0,0,,1941,5454,5826,5405,9142,11166,14398,18749,20761,24143,,77837,81941,87442,31462,24391,19616,17828,37027,21648,43365
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,0,0,0,0,0,0,0,0,0,,1899,2557,2562,2455,2883,3364,3629,3993,3926,5647,,5275,3810,5962,9136,10324,11037,13078,8077,3439,7125
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",0,0,0,0,0,0,0,0,0,0,,2784,3264,3603,2903,3585,4513,6090,6785,6031,7734,,17754,16974,19821,24425,17873,20957,13949,17934,12691,8957
482110,"Paper or paperboard labels of all kinds, printed",0,0,0,0,0,0,0,0,0,0,,7633,10277,11475,7936,11503,12808,14572,14358,17072,18782,,5775,6583,7127,9159,9002,7517,8809,10670,12515,21587
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,0,0,0,0,0,0,,2920,2656,1962,1025,973,911,1070,1136,1072,1100,,1195,37,319,323,128,482,808,209,250,1267
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,0,0,0,0,0,0,0,0,,0,193,282,17,119,209,229,193,639,638,,963,1400,10874,14511,11184,2401,1123,1224,1028,604
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,309205,324501,262427,173365,179421,206957,232079,191589,181856,192882,,31,96,108,83,19,105,30,71,79,63
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",93,129,53,0,0,0,62,0,40,0,,0,10,0,13,5,0,0,8,81,658,,407,358,110,371,257,415,279,392,527,516
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,74,96,173,182,291,,0,0,0,0,0,0,0,0,0,3199
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,52,66,36,75,35,97,169,197,213,229,,0,41,0,6,44,50,69,176,84,296
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,6,3,1,2,4,6,12,12,14,25,,494,118,157,180,21,51,16,96,132,242
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,5,10,6,10,13,20,12,33,116,80,,27,159,0,293,897,393,296,966,2325,1368
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,125,146,166,175,215,247,254,326,432,612,,1427,1576,1893,1937,2757,2543,900,1384,2674,4907
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,206,13,6
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,1154,2131,1216,1125,3002,4495,6067,6970,8704,6091,,0,40,0,32,6,7,90,350,2214,1905
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,21184,16991,18668,10182,8563,19433,20033,19192,2626,1777,,1812,3714,2084,20,78,2215,3751,1150,330,60
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,17779,16259,14575,6287,6230,9413,11029,7790,8164,10333,,17433,4253,2649,1673,1365,2698,2419,2662,9613,2871
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,72,0,0,41,0,0,,7434,28395,15877,12859,24734,19845,15064,12725,10304,16671,,16741,17239,8921,9000,11609,8450,8032,9564,7853,8805
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,40,283,588,0,0,,15091,11874,13692,9897,8692,10989,11751,17044,25334,35107,,137,694,332,801,1179,191,467,776,4,3
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",0,0,0,0,0,0,0,0,0,0,,1338,770,1031,1012,828,1125,1111,1250,1324,1370,,7382,8854,4466,7580,2987,2818,3710,2267,2292,3221
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,0,,254,312,303,188,155,215,163,230,163,176,,3624,774,885,811,419,237,178,213,109,300
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,96,92,127,72,84,49,89,122,41,16,,341,810,873,710,842,634,1218,972,844,783
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,0,,840,1178,554,553,820,2229,3158,4168,5536,6485,,5247,10227,12160,8906,11503,10414,11852,13316,11717,31712
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,2,2,24,1,0,0,34,0,2,40,,0,127,0,4,0,34,0,0,9,0
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,23,58,51,107,227,42,35,70,71,79,,0,0,68,694,2135,536,75,32,31,80
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,32,0,0,0,0,0,,221,70,1156,1743,1059,69,100,671,0,0
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",0,0,0,0,0,0,0,0,0,0,,190,213,244,192,373,699,352,402,234,247,,808,369,515,1562,2890,8031,6760,6860,2725,1734
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,3,0,0,0,,439,352,458,538,508,763,573,639,815,1426,,127,1294,438,1725,12133,2418,3933,1395,3721,1905
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,278,0,,275,421,750,925,1122,1434,1486,2244,2326,3099,,28,347,286,2487,5234,7220,4059,1133,2427,4058
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,293,689,487,416,250,343,295,185,186,260,,1656,2701,8589,5013,5477,5019,5278,5192,3393,6064
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,0,,142,187,228,204,227,324,255,357,265,344,,340,644,2271,2201,1198,761,1107,538,981,1207
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,40,43,65,48,78,195,159,322,1025,629,,43553,16309,14509,19374,31588,36726,41872,55809,11197,13225
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,128,344,412,330,221,678,607,323,368,391,,1710,1682,1373,2058,1895,1792,1163,4037,5172,6080
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,0,0,0,0,,203,749,917,633,1013,1161,1607,2999,2428,3047,,7625,4549,12730,14946,14777,18910,19631,17812,25690,48422
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,30,70,125,127,204,225,279,309,349,415,,2089,2538,3384,7337,15158,16599,15168,21465,80921,125728
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,41,53,26,15,13,104,82,62,110,48,,2769,970,1280,2049,1448,2492,4062,1688,425,201
902720,Chromatographs and electrophoresis instruments,0,0,0,0,0,0,0,12,32,0,,3858,4120,3254,2487,3569,5708,11800,5624,7687,9319,,14957,23661,30381,19607,12207,14809,15358,13807,16051,18317
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",0,33,0,0,95,0,3,128,21,0,,7038,6895,8324,7324,8006,9045,11090,11926,12352,13809,,24491,23373,35216,18861,17111,13845,16710,19253,13743,21056
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",0,0,0,0,0,0,0,0,0,0,,485858,611220,449422,227029,249875,308816,391768,311682,299282,410748,,195244,70074,84880,90070,62095,76555,113639,188740,226121,381453
903210,Thermostats,0,0,0,0,0,0,0,0,0,0,,15330,5933,4992,3499,3851,4010,4361,5299,5839,6702,,23250,30215,26444,27045,17827,18040,20513,19354,20653,27804
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",0,0,0,0,0,0,0,0,0,0,,6726,4476,3909,4126,4143,3082,2159,1711,2187,1940,,7196,10476,12045,9584,8212,7809,4926,12814,10169,6143
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,0,0,0,0,0,0,0,,204,1296,2640,2141,2369,3143,3268,5275,4918,6132,,81162,67377,108740,144660,86127,83089,115964,114614,18129,41821
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",0,0,0,0,0,0,0,0,0,0,,16,72,40,22,21,26,25,24,17,42,,843,1484,733,185,884,839,364,94,1629,694
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,13,18,17,32,8,18,10,14,3,17,,45,0,46,73,95,55,26,69,66,408
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,2,1,0,2,5,5,14,57,37,31,,2937,2122,2292,2864,785,1885,597,809,351,317
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,0,0,0,0,0,0,0,0,,3,1,0,5,2,9,11,13,6,8,,281,58,305,548,178,103,93,96,17,25
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,0,0,,0,2,1,0,1,0,0,0,0,0,,176,0,157,21,50,141,84,181,98,1684
920210,Violins and other string instruments,0,0,0,0,0,0,0,0,0,0,,1,1,6,2,84,7,21,22,22,56,,431,494,40,5,11,92,104,194,154,256
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,0,0,0,0,0,0,0,0,0,,7,10,11,3,10,17,33,35,55,79,,102,53,0,22,35,9,42,244,310,410
940169,"Seats, with wooden frames (excluding upholstered)",0,0,0,0,0,0,0,106,0,0,,6256,2306,1503,2167,1732,3776,4396,4509,3838,5845,,102113,94141,92229,92552,84640,63698,34197,42251,27917,12444
940190,"Parts of seats, n.e.s.",0,0,0,0,0,0,0,0,0,0,,9363,12511,10023,8147,6415,15502,10702,10789,8011,13217,,10656,10189,13950,18706,8178,8748,12272,11150,12204,14794
940520,"Electric table, desk, bedside or floor-standing lamps",0,0,0,0,0,0,0,0,0,0,,696,866,1302,1530,1819,2081,2517,3227,3211,4524,,38821,40130,47573,59408,44008,42346,51702,32780,68151,93311
940550,"Non-electrical lamps and lighting fittings, n.e.s.",0,0,0,0,0,0,0,0,0,0,,706,778,548,309,143,151,214,329,294,655,,9271,11478,27685,18857,8820,5893,4496,7702,4251,6619
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,0,0,0,60,0,13,0,0,,5077,6640,11380,8102,6674,14873,17153,24156,15840,21022,,85104,150419,179476,178933,150077,150216,160555,154253,120658,138676
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",0,0,0,0,0,0,0,0,0,0,,103,144,304,423,274,470,595,524,536,1303,,1985,945,5632,4400,3717,5318,6761,4877,8433,7595
950640,Articles and equipment for table-tennis,0,0,0,0,0,0,0,0,0,0,,194,246,217,224,275,333,398,682,864,1118,,701,938,879,931,1101,422,632,842,1420,1907
950651,"Tennis rackets, whether or not strung (excluding table-tennis bats)",0,0,0,0,0,0,0,0,0,0,,20,90,56,15,9,22,14,27,26,118,,321,494,104,408,253,147,108,143,130,253
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,21,0,0,,0,12,0,2,2,63,18,23,0,5,,0,47,0,95,31,2,7109,466,720,45
960190,"Worked bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",0,0,0,0,0,0,0,0,0,0,,23,2,5,3,11,9,9,11,13,36,,0,0,0,0,6,55,15,0,0,0
960719,Slide fasteners (excluding fitted with chain scoops of base metal),0,0,0,0,0,0,0,0,0,0,,893,1019,1128,1174,1311,2387,2782,2617,3194,3705,,1674,1672,1805,2402,1583,1653,1543,1700,1136,1990
960720,Parts of slide fasteners,0,0,0,0,0,0,0,0,0,0,,174,249,142,150,312,396,504,656,742,728,,167,137,114,171,171,94,134,231,367,655
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,0,0,0,0,0,,178,280,537,209,278,318,390,454,547,623,,1172,1557,1921,1067,492,377,338,395,412,1021
960920,"Pencil leads, black or coloured",0,0,0,0,0,0,0,0,0,0,,16,18,18,20,20,24,43,44,37,52,,1214,771,844,977,3182,1375,1219,822,481,318
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,0,0,0,0,0,0,,167,248,249,217,404,673,562,658,582,489,,2335,1119,2662,3482,3780,2232,1525,1107,878,1007
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",0,0,0,0,0,0,0,0,8,0,,1154,763,958,678,839,1298,1695,2564,2104,2544,,16297,15463,13399,15381,22591,13187,12653,10817,3981,3432
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",0,0,0,0,0,0,0,0,0,0,,1670,1486,1228,548,728,1486,1623,2598,2076,3072,,70361,66680,84585,91990,65752,54329,61829,96145,96624,96840
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,0,0,0,,12914,22692,13038,5744,5960,5607,5713,6037,4675,4968,,10452,46004,19129,10987,10971,16340,4281,3598,5573,7806
850520,"Electromagnetic couplings, clutches and brakes",0,0,0,0,0,0,0,0,0,0,,1920,893,555,1037,991,980,757,830,817,1251,,1369,8095,4723,3881,3481,2396,1405,2390,1961,3334
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",0,0,0,0,0,0,0,107,0,0,,1842,2478,2410,1747,2208,2130,2139,2523,6065,4305,,3796,3741,5488,5566,4851,3602,4030,5709,4003,1606
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,515,552,508,554,916,1002,1141,1658,1467,2082,,7549,10938,9045,7108,8254,10340,13823,18598,12253,9646
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,0,,69,60,79,162,154,262,454,1507,345,520,,910,566,623,211,577,514,1036,8352,9165,14398
854720,"Insulating fittings for electrical purposes, of plastics",0,0,0,0,0,0,0,0,0,0,,2574,4254,3344,1878,2658,2817,2943,3634,3821,4553,,12942,13516,18313,22054,14821,8743,5795,5783,27306,10953
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",0,0,0,0,0,0,0,0,0,0,,58,77,63,66,18,75,107,215,275,127,,3192,13725,3118,5645,6259,2447,1240,1415,1969,234
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,26360,15648,56268,11933,7982,25935,42999,45059,52464,67620,,43937,90071,57807,116102,93575,92518,0,598,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,137963,3729,14559,14431,84966,1,83,0,0,0,,203,0,457,3459,279,256084,409860,40984,0,100
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,99867,20498,31345,34967,17946,31388,62447,48594,56634,136198,,2612,913,431,42865,298,958,573,726,698,1382
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,8022,8500,9158,1178,245,1337,326,566,97,323,,3147,444,380,269,41,3278,2456,1061,429,2620
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,29016,21929,26850,8322,5066,5869,3904,4487,1617,4040,,516,242,89,257,779,602,2776,750,1277,1667
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,475,2208,570,503,1635,,0,0,0,0,0,0,0,0,0,454
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,13908,21187,37931,76738,143771,82728,82698,93371,48408,44525,,43,732,0,122,256,0,41,363,42,2088
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,41,305,1735,1774,4578,,0,0,0,0,0,0,0,0,0,168
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",35,0,178,1894,0,44,0,0,0,0,,1242,635,439,89,167,376,1522,594,173,456,,47272,87359,82549,98476,54442,29218,14444,919,984,2008
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,7709,1252,1870,2186,910,410,582,111,308,515,,38,145,599,584,811,325,406,7434,55633,111643
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,38322,51763,35698,37333,22926,17006,23019,39876,10009,27087,,48348,35329,28559,14759,17938,12032,3104,11099,17290,26880
