Product code,Product label,Germany's imports from Saudi Arabia-Value in 2012,Germany's imports from Saudi Arabia-Value in 2013,Germany's imports from Saudi Arabia-Value in 2014,Germany's imports from Saudi Arabia-Value in 2015,Germany's imports from Saudi Arabia-Value in 2016,Germany's imports from Saudi Arabia-Value in 2017,Germany's imports from Saudi Arabia-Value in 2018,Germany's imports from Saudi Arabia-Value in 2019,Germany's imports from Saudi Arabia-Value in 2020,Germany's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",0,0,21,0,0,0,0,0,0,0,,84167,53007,21100,51903,84846,22672,4432,1105,36779,48597,,600985,654219,577349,465132,445615,0,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,72,0,58,31,3,72,0,0,,0,0,0,0,0,0,0,0,0,0
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,30,0,0,5,0,7,7,9,,4590,4403,8266,5743,8165,5490,4317,4922,6064,6535
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",0,0,0,0,0,0,0,0,0,0,,29,143,122,589,198,525,278,31,0,97,,126293,142724,143688,136477,141170,132641,138646,145683,152835,163039
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",0,0,0,0,0,0,0,0,0,0,,1047,1070,1031,1861,2501,2937,2101,7854,8078,6104,,60192,57975,55839,50598,58453,52844,59551,52655,54485,60581
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,0,0,0,0,1,0,0,0,,2814,3737,1712,1012,675,773,647,0,0,0,,28945,22176,16566,15957,14068,15631,16322,18372,11496,11656
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",1,0,0,0,0,1,0,0,0,0,,8299,9080,11894,10005,7085,2154,325,115,69,708,,175075,172435,174287,148163,152074,169912,178658,163373,177239,211428
391722,"Rigid tubes, pipes and hoses of polymers of propylene",0,0,0,0,0,0,0,0,0,0,,649,2442,2273,1456,473,423,604,438,475,1750,,35963,38559,41824,35300,40142,48005,57118,57739,58416,68765
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall ...""",0,0,0,0,51,0,0,0,0,0,,2330,2293,3384,1080,1838,1363,897,683,827,994,,351752,399328,503073,535449,601122,612195,662903,682711,676202,856903
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15511,15960,6794,5241,3957,4030,3693,3206,3144,3567
251310,Pumice stone,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,3,0,5,0,,1237,761,1327,841,2299,1720,816,3169,3377,2536
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,0,0,,0,107,0,0,0,0,0,1832,2256,2905,,31170,29300,36686,29497,26235,30217,32408,24998,13127,6713
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,4187,5208,6359,5871,5275,4187,3620,3437,3028,1391,,660,436,650,1107,1270,1056,1132,1360,5273,3513
252910,Feldspar,0,0,0,0,0,0,0,0,0,0,,178,441,2380,3041,3026,1590,102,665,755,244,,8967,11389,13578,10452,10437,10880,10434,9849,10159,11991
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4259,1752,1536,1201,758,339,0,0,131,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,917,190,715,30,1,1,13,32,11,286
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,500516,463557,712015,617719,620802,721482,1047919,1507633,2342421,3170400
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,0,15,67,2662,4233,800,,191853,190072,163766,127453,133459,182572,159817,110399,103379,162083
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",0,0,0,0,0,0,0,0,0,0,,0,0,55,0,0,0,24,0,0,0,,2345,6728,7132,3475,4686,5378,6070,5596,17220,13165
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1401174,1544364,1849005,1185469,785346,1100518,1571728,1203350,957400,1259689
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",0,0,0,0,0,0,0,0,0,0,,3239553,3165844,2803150,2518400,1812536,1467888,0,0,0,0,,192355,244367,215722,155151,119729,122432,163420,175665,140758,388208
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,700287,776600,804316,401885,263541,305010,476999,372852,293200,432272
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2342,2646,2559,2940,2634,2714,2734,2075,1411,2077
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,38365,1057,60,634,786,1119,209,92,0,0,,9400,13137,14549,15125,15960,17935,17845,21945,18163,17598
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,27,11,4,0,0,102,288,,2737,4241,3508,5433,4756,5782,4581,5597,6866,6698
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,393,322,324,280,312,333,821,608,1316,1255
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",0,0,0,0,0,0,0,0,0,0,,2318,1917,1771,3383,1255,3541,2704,3500,2321,2452,,123155,151926,140292,138122,157313,176157,168997,182696,211299,234150
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excluding peas """"Pisum sativum"""" ...""",0,0,0,0,0,0,0,0,0,0,,18692,13844,10736,12164,6714,3562,3505,1496,600,1194,,2863,4474,4575,3233,4129,6170,7427,6483,7025,6249
80430,Fresh or dried pineapples,0,0,0,0,0,0,0,0,1,0,,105,494,733,2210,1015,1974,874,16,5,0,,176743,166943,171260,141325,160189,147830,158917,134299,114498,117528
80510,Fresh or dried oranges,215,19,8,0,0,0,0,0,1,0,,3713,4678,4257,7173,6534,6903,5720,0,0,0,,401776,481931,350286,369775,395365,395197,435638,387311,502902,483428
80910,Fresh apricots,0,0,0,0,0,0,0,0,0,0,,190,700,274,890,921,1000,636,162,157,53,,105370,134627,124207,109948,110828,110770,110991,102631,102691,113537
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,61893,64123,64454,49832,54350,56441,62135,51303,41266,53790
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,778,45,288,457,301,1215,1311,,26752,21921,23424,27861,31781,28705,26238,22280,23979,26459
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,1,0,0,0,0,1,0,0,0,,1358,39,0,721,1008,288,172,241,914,575,,22976,32285,28740,27165,33322,53770,82356,49036,63308,54039
282560,Germanium oxides and zirconium dioxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,48142,49792,40279,30662,31922,33371,45211,43045,38474,39839
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,0,0,,3492,3582,2822,2922,1954,1159,531,524,905,1414,,15142,16030,12911,10429,11174,17305,21736,27673,33131,30071
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,58,0,27,83,2,7,40,0,0,0,,166,144,55,80,106,120,151,153,148,88
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,178,,381,286,361,241,146,217,269,160,182,158
283321,Sulphate of magnesium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,9,29,0,0,0,,1254,1179,1166,1091,1510,3148,2971,3314,2271,3051
283324,Sulphates of nickel,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21847,21118,19428,16195,13494,15044,11199,13393,12828,16262
283524,Phosphates of potassium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,0,0,,8399,9996,13359,11510,11612,10234,10553,10856,10585,10299
283640,Potassium carbonates,0,0,0,0,0,0,0,0,0,0,,56,0,0,3,3,58,0,0,0,0,,11387,10626,9991,9930,8976,10247,12487,11533,12556,13701
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,0,0,0,0,,48,150,134,116,5,19,0,0,0,0,,34642,30899,29525,29885,27286,30528,22812,21933,22028,28667
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,59,0,0,0,0,18,0,0,0,0,,30549,28803,25062,17686,19440,18228,17125,15518,12179,13789
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,3448,0,0,0,0,0,0,0,0,0,,81545,75656,84145,35223,37833,43633,38710,55362,42802,25718
290241,O-Xylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,116941,131789,119900,81344,77595,91947,105689,116289,86921,112835
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,36,76,0,0,19,10,40,0,149,21306,,7065,16088,7342,4083,4195,6649,4710,3611,2190,4195
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,13991,639,270,12147,88,124,116,167,96,10267
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,80408,91700,141788,110079,107494,89635,122993,177665,137028,267797,,108845,146968,201203,161092,133943,217492,207749,219285,208500,146990
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,66,4,22,1,4,6,13,10,1,4
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,521,327,0,0,0
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,168,23,0,0,0,0,,28985,27929,31807,29281,31397,30029,60428,57834,67506,64653
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,32,0,0,0,0,0,0,8,,11199,12082,15196,12273,12961,15678,18774,17754,13946,32453
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30561,33573,22257,17884,18346,20355,27643,26490,25397,26868
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,0,0,0,0,0,,62,1450,1077,1,86,58,0,8,6,9,,47943,44392,41309,33730,34276,33018,43400,37114,33669,39036
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,0,0,0,0,0,0,0,0,0,,880,59,3968,4514,2163,0,0,0,0,1083,,66318,59684,58076,54904,49398,51316,56157,65546,49278,58634
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",0,0,0,0,0,0,0,0,0,0,,30216,18500,14824,10067,3141,96,231,254,1161,250,,50817,70605,70501,53436,49643,49004,86450,60730,71157,81766
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6150,6192,5553,5381,5719,4915,5450,6231,5162,4985
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,15,32,12,0,0,0,,3367,3563,3086,3892,4287,3947,6855,6799,8635,11933
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",0,0,0,0,0,0,0,8,0,0,,193,62,0,10,30,53,0,0,12,0,,27713,32073,27701,18935,20725,20756,27179,21544,20311,25261
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,64,37,76,33,84,25,32,31,35,59
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,2976,2837,3339,1901,1643,2331,4182,3200,972,2735,,6870,12094,6414,8073,8491,11639,14543,15928,5766,12057
291524,Acetic anhydride,292,1763,1517,284,1694,1040,2741,502,370,0,,15814,17744,15275,11227,9837,20133,8049,14808,11093,34944,,62173,72214,82768,72886,65620,62355,75154,63313,59195,72208
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,803,57,0,0,0,,266,187,273,280,218,138,16,9,0,0
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,924,143,209,31,0,0,0,2630,158,0,,17912,17828,13004,8452,6468,11874,17908,16029,16886,22916
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,30,0,0,20,62,11,5,0,0,0,,23458,34451,22943,17805,15319,18115,17223,18973,17376,21506
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,14,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,81,0,0,,14238,18348,10929,9976,11652,13094,14460,10451,12544,9972
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,65,67,9,0,48,0,0,,806,869,518,785,585,729,1081,1044,1451,1071
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,2,6,40,0,0,0,,25785,41030,45625,43115,40520,43630,43422,40549,41500,48146
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,10,0,0,0,,34423,35558,33659,20590,13596,20214,29403,23689,19427,22260
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),594,1137,666,355,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,4,0,,10197,10733,9997,7574,7645,7775,10396,10758,11127,12781
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,1379,1637,0,7,23,160,0,0,0,0,,941942,1080828,1017019,884200,828013,753005,745657,617767,786143,922524
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,52,0,3,0,0,0,0,0,0,,2398,2903,1737,3277,3856,3419,4568,4205,5331,4547
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,27,0,0,0,0,0,,9062,10367,11599,9828,10414,11789,13091,14398,15216,15124
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1577,1269,1818,2026,740,1361,1353,720,878,1505
100840,"Fonio """"Digitaria spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,7,2,0,0,0,0,0,2,0
110290,"Cereal flours (excluding wheat, meslin and maize)",0,0,0,0,60,0,0,0,0,0,,1397,30,216,158,67,125,10,56,5,148,,22138,22334,23315,23206,25479,23281,26328,26470,29094,35535
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",0,0,0,0,0,0,0,0,0,0,,0,199,166,176,259,916,2045,808,281,436,,26302,29427,26145,31561,28878,30035,31802,34571,37524,46158
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,837,1558,2498,3636,2851,2848,3615,4210,4929,4798
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,36,132,115,114,53,59,101,0,0,0,,26575,37742,46663,32291,37638,33935,35281,33404,33970,41135
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,5,2,0,3,0,0,0,,0,0,0,0,2,1,2,6,0,1
120791,"Poppy seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15630,25314,25125,18868,15070,13726,22521,22000,20300,15497
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,68199,72582,65466,48506,59946,70890,76016,57013,106768,105926
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,8099,10639,8497,9068,8501,10098,9642,13952,11803,12384
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6,,6611,10722,5275,4738,5437,8548,8556,9025,9802,10277
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,158,286,514,523,512,482,439,463,680,827
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,0,0,0,89,71,19,0,0,0,0,,15354,19312,20398,19623,19361,19755,19985,19643,20870,23208
130239,"Mucilages and thickeners derived from vegetable products, whether or not modified (excluding ...",1,23,0,0,0,0,0,0,0,0,,0,0,0,66,1,37,90,0,42,70,,101481,115564,119049,84325,70037,66047,73662,77878,91013,111889
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,0,0,47,267,325,377,230,528,139,112,,8783,8869,12240,11407,16779,16676,13415,15023,12968,19080
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,1,0,0,0,0,0,0,0,,42684,36715,39001,28537,28028,28539,18979,19983,28798,78285,,425764,488952,423673,359526,397595,435444,396743,355219,369873,434728
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,2944,42,0,93,13,0,0,35,11,1422,,210526,149933,181631,86689,207964,245910,131449,59617,76501,180168
151710,Margarine (excluding liquid),0,0,0,0,0,0,0,0,0,0,,1398,966,199,504,417,740,2068,2220,1722,3095,,133244,113587,98845,67526,52421,63302,78977,70215,52953,73795
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,6,0,0,0,0,,19341,19642,11897,6979,30489,38385,52235,45952,33224,43026,,10454,10214,9914,10212,9882,9687,9427,10280,9974,11162
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10985,9129,10425,10539,9049,11164,11131,10020,11845,12417
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,433,297,362,626,766,1414,938,1192,1175,1368
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,61,31,0,0,,0,0,0,10,2,12,0,0,18,0,,2550,2255,3450,3818,4936,5382,4335,4213,4327,2848
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,0,0,0,,43,650,572,627,186,372,156,262,720,729,,39054,37098,30050,17800,17047,15044,28283,15212,18553,16468
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,89,544,186,,31368,34772,39634,29314,25021,27573,30415,29069,27326,38618
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,445,617,0,14,954,1580,,22810,20875,20097,10970,13612,12023,11435,9056,10152,11282
180310,Cocoa paste (excluding defatted),0,0,0,0,0,0,0,0,0,0,,160,0,0,0,0,0,0,0,0,0,,369422,287381,327440,317959,316776,234846,219001,222703,286123,281300
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,,4417,5978,6413,8328,8893,10244,9697,9077,11374,11217
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,0,0,0,0,0,,37,167,82,517,63,367,89,54,38,8,,20129,26869,35301,47105,58497,64510,62199,54800,59254,52724
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,0,0,0,56,14,27,19,291,0,1,,46816,56918,59775,57170,47237,56370,52607,65672,82385,88316
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,9,0,0,0,,12437,116,62,3418,637,2286,33,0,0,0,,150689,170352,180115,151489,171423,197477,197183,196522,165121,181959
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",0,0,0,0,0,1,0,1,0,0,,413,1380,948,2600,2766,3637,3522,1500,1991,1646,,451151,447873,595458,714510,537101,538524,499093,519292,601574,641411
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,239,0,0,57,46,18,121,5552,1944,320,,238127,184072,196190,167175,138061,153155,135007,119018,96277,89532
10239,Live buffalo (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49,0,0,0,,1,0,0,0,21,0,0,0,0,0
10310,Pure-bred breeding swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,28882,30953,31221,19648,12107,19589,14585,13811,10679,12380
10512,"Live domestic turkeys, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3958,5341,6354,5835,7892,6804,5042,3796,3504,974
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",0,0,0,0,0,0,0,0,0,0,,1562,70,0,194,122,231,0,333,657,585,,174265,189949,182354,134304,149628,142915,176575,163360,171685,163009
10612,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,11,17,0,0,0,0,0,0,0,0
10690,"Live animals (excluding mammals, reptiles, birds, insects, fish, crustaceans, molluscs and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,8000,7027,7587,6490,4722,5886,7826,9009,12510,12489
20329,"Frozen meat of swine (excluding carcases and half-carcases, and hams, shoulders and cuts thereof, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,152983,163874,149301,105348,99383,103190,87226,92284,97231,102500
20630,Fresh or chilled edible offal of swine,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,55979,50126,49511,32741,33608,46962,37225,40717,46472,31283
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,4261,3227,5215,9940,30982,29601,31521,14417,10276,2932,,294866,385496,396306,337204,311449,330447,398169,343669,290013,316738
20753,"Fatty livers of domestic geese, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,57,0,0,0,0,0,0,,1868,2002,2223,1386,1247,1290,1197,1104,673,703
20830,"Fresh, chilled or frozen meat and edible offal of primates",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
20860,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]",0,0,0,0,0,0,0,0,26,0,,0,0,0,0,37,0,0,0,0,0,,26,41,42,62,29,49,31,35,27,13
