Product code,Product label,Singapore's imports from India-Value in 2012,Singapore's imports from India-Value in 2013,Singapore's imports from India-Value in 2014,Singapore's imports from India-Value in 2015,Singapore's imports from India-Value in 2016,Singapore's imports from India-Value in 2017,Singapore's imports from India-Value in 2018,Singapore's imports from India-Value in 2019,Singapore's imports from India-Value in 2020,Singapore's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,26,145,47,169,20,,0,0,0,0,0,0,5998,25630,21869,32664
80540,Fresh or dried grapefruit,18,6,2,1,0,0,4,7,6,0,,283,152,57,244,180,191,261,334,292,757,,6492,5118,5488,5094,5056,5687,5723,6146,7919,7810
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,11,,6224,6735,7365,6641,6306,6270,5317,5167,6643,7172
100610,"Rice in the husk, """"paddy"""" or rough""""",0,54,0,4,0,0,0,0,0,0,,85608,82817,62302,72591,47052,62479,90921,89700,136318,209719,,0,54,0,4,20,0,0,0,0,55
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,1,0,0,0,,0,2293,1419,1844,13210,31381,15644,1032,0,0,,415,325,2545,411,687,1330,736,686,928,686
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,13120,9557,5281,4030,5341,12529,15156,8807,8111,,39,0,0,0,0,0,0,0,0,0
110811,Wheat starch,0,0,0,0,0,1,0,0,1,0,,6,46,25,30,2597,326,342,349,217,22,,10449,7626,7247,5516,3177,4807,16423,13268,12184,10386
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,107,0,0,0,0,0,0,0,,66,99,258,2,60,72,0,16,8,0,,0,0,109,6,0,0,0,0,0,0
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,173,220,190,444,738,1226,1911,1047,1328,,5,1,0,0,0,0,6,2,58,23
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1126,269,76,160,380,,0,0,0,0,0,0,3031,0,0,0
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,211,543,648,522,364,113,53,77,239,,300,89,89,78,224,484,448,147,4300,875
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,0,131,351,161,676,87,252,255,143,49,,166,103,177,36,1174,64,115,109,1,446
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,37,0,0,0,0,104,,5971,8160,12273,9210,11476,15407,18378,20421,19529,18537
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,398,616,346,261,0,,0,0,0,0,0,0,0,0,0,0,,221,103,287,285,619,1437,1659,1700,1529,2624
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,1,0,0,0,7,0,,0,17,29,44,161,1069,125,419,536,407,,169,131,115,129,191,102,3448,4357,83,123
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,12,3,0,0,0,0,0,0,0,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,3,1,2,0,1,1,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,235,129,285,127,125,327,166,21,10,44,,142,72,102,80,153,297,274,244,141,37
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,7,3045,2198,5301,7469,791,0,0,0,0,,223,188,237,387,385,531,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,7,1,0,0,11,,139,132,119,90,90,79,260,416,552,862
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,189,57,0,0,0,67,9,3,0,0,,13820,12606,11886,10429,12394,15247,11977,9143,7771,7249
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,0,30,126,0,0,361,1629,1549,930,3877,,7578,11268,9356,7744,7164,8166,11257,4921,3634,3987
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,35715,91121,99989,103557,104152,114347,102870,94085,44013,51775,,0,0,1158,1083,1335,1338,1510,1693,1871,1315
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,147,0,0,4,23,0,7,22,45,,2308,2604,3146,3004,3369,3586,3689,3281,3154,3248
20621,Frozen edible bovine tongues,31,0,0,225,728,0,0,0,0,0,,1330,2415,3847,2269,1167,2757,5242,4576,4577,3864,,459,413,730,4570,1437,658,633,678,616,1051
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,55,0,0,0,,0,0,0,0,0,0,2,0,0,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,3,0,76,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,68,0,0,0,0,0,0,0,6,,145984,166695,161404,144409,140820,138605,151527,147158,147599,162768
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,5,14,41,45,61,168,192,141,98,230
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,6,0,0,1,,0,0,0,0,0,0,0,7,2,0
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,404,238,299,103,76,15,415,230,81,62,,2,5,0,0,0,0,0,0,11,18
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,96,0,0,0,0,0,0,,1571,1438,1983,1928,2441,1275,940,1559,1056,1767
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,179,26,0,42,0,51,0,468,957,556,,690,878,903,989,1633,604,670,1872,911,1327
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1438,1499,1217,1240,1142,698,267,391,190,185
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,23847,27799,27302,21426,23925,25957,29372,31537,34949,44912
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,1,1,0,0,0,0,0,0,0,,7,42,14,30,60,148,133,101,12,50,,339,316,269,186,227,267,259,242,253,235
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",1,1,1,3,0,1,0,0,0,0,,0,783,1731,130,228,515,256,975,1131,1381,,17352,17707,20925,16438,16959,16993,10107,2474,2064,1549
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,56,38,1,4,,0,1,0,0,0,1,0,0,0,0
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,113,23,2,0,152,422,20,3,2,,708,661,1087,858,845,890,776,720,453,550
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,3,0,0,0,0,0,16,5,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,0,25,23,38,9,0,0,0,0,0,,749,724,769,618,848,676,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,236,636,68,295,164,252,29,237,214,159
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,2945,11020,5498,1847,2285,1904,2990,809,603,1542,,136,70,170,52,87,104,90,42,131,273
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,168,0,44,0,0,,87,64,10,9,3,0,105,181,163,1419
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,5,0,8,0,0,0,,5360,26211,22344,22699,6133,6092,4578,1931,1418,1810,,8462,4758,2484,3157,2592,1189,905,902,1136,1097
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",8,36,71,80,211,378,316,75,44,0,,5,229,550,1023,981,1885,14124,11574,6664,8998,,42403,45457,40959,40696,39604,47975,46167,45085,21603,26016
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,10,43,38,37,3,4,216,39,15,3,,1273,1113,1116,1665,1132,1221,2206,1900,1467,1917
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,1,0,0,0,0,0,0,0,,348,303,353,334,252,182,235,278,200,334,,168,198,157,150,678,68,163,115,45,76
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",12,1,1,0,0,0,0,0,0,0,,1537,1758,1211,1388,1062,1809,1746,1713,2155,2788,,814,620,706,503,335,285,336,356,227,156
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,2,0,0,0,,3,0,2,2,0,0,53,0,35,10,,0,0,0,0,0,0,15,9,3,3
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,1,0,0,0,0,0,0,0,0,0,,2510,339,450,186,30,34,61,16,259,84,,51,7,749,99,5189,10023,575,489,170,6
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,111,0,0,0,,104,848,946,1327,3475,3728,2180,1639,2256,3602,,10445,9885,9886,8887,8241,7316,7125,7159,14779,7394
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,4,0,0,0,,4,23,2,0,0,9,4,4,19,24,,16332,4579,7110,8560,9076,7152,5127,6331,13639,9276
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,27,26,959,39,145,148,120,180,79,149
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,1,0,0,0,0,0,0,,24,2,75,74,160,63,18,11,1,4,,1813,1948,1478,1905,1692,1848,1809,1662,1313,1188
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,99,128,111,22,68,327,327,685,358,325,,187,244,449,123,196,178,310,545,507,534
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,11,0,,0,0,0,26,0,0,245,166,277,164,,186,121,114,78,87,154,142,137,129,131
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,76,41,78,39,238,,0,0,0,0,0,0,436,491,779,1014
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,2,0,0,0,0,0,0,0,,3152,2542,2680,1225,998,650,813,843,457,528,,2731,4895,3463,3066,3410,3796,2895,700,851,743
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,2,31,46,73,54,1,0,0,1,0,,1,0,0,0,0,0,27,0,0,0
210330,"Mustard flour and meal, whether or not prepared, and mustard",28,17,13,4,7,1,0,0,1,0,,13,23,30,14,31,29,25,611,154,39,,1174,1340,1303,966,1158,1103,1173,1331,989,1279
281810,"Corundum, artificial, whether or not chemically defined",0,4,0,6,25,0,0,0,0,0,,714,766,1279,1946,1951,2423,2597,3086,2445,5124,,748,824,954,692,748,546,649,428,433,757
281000,Oxides of boron; boric acids,4,0,0,15,0,0,1,0,1,0,,1399,1218,1218,1562,1425,1835,1486,1781,2121,2423,,4583,1579,1105,1105,1195,938,853,980,881,1421
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,0,0,2,,0,0,0,0,0,0,6,0,0,0
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",15,62,35,13,0,0,2,13,67,0,,944,1037,2213,1274,638,4390,3434,4798,2499,4374,,5226,7345,5931,6683,5245,6247,8269,9813,10768,12805
280421,Argon,0,0,0,220,0,343,175,0,0,0,,898,1722,1637,1377,1277,1962,2190,2020,1856,3622,,2007,2055,3016,3066,2931,4309,1753,2991,2803,4962
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,0,0,0,5344,0,,795468,1554201,456614,94287,82768,214259,377370,578034,271235,253021,,2675,13757,15467,29055,51447,29676,30446,121632,112858,157464
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,172930,218851,252701,134560,138665,199279,247372,231267,226241,407903,,512,663228,92028,42755,54971,63149,60499,74441,37901,54830
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,18258,10,114,115,1286,5,0,3,1,0,,6091882,5757316,5044095,2590847,1837322,2603109,3444462,2944396,1964424,3342584
271320,Petroleum bitumen,0,0,0,0,1,0,0,0,0,0,,33970,62828,42121,36246,13339,26952,38992,62428,49667,57197,,6758,2511,2158,1370,991,283,326,437,4291,962
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,17380,237678,191006,96717,467979,887730,899455,1337903,1483900,2050003,,0,0,330,268,301,0,0,98,0,0
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,20,3311,249,0,0,0,1,43,248,316,,0,0,0,13,159,0,26,29,0,0
261400,Titanium ores and concentrates,15749,1681,0,0,0,0,0,0,0,0,,322936,207117,119904,109695,83810,87804,105142,67969,72408,78219,,73624,23525,0,0,0,0,0,0,0,0
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,29032,12073,8673,5701,1712,570,225,18,1,2,,470,12,1,1,561,0,0,9,0,0
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,14,0,0,0,0,,9636,12435,8274,3954,3656,2947,2710,2943,1925,2500,,2050,2068,2271,2047,1802,1121,1006,1163,506,763
250850,"Andalusite, kyanite and sillimanite",0,3,0,0,0,0,0,0,0,0,,2158,2558,3083,1644,1455,2494,2359,348,1201,1119,,0,3,0,0,0,0,0,0,0,0
250900,Chalk,6,0,0,0,0,0,0,0,0,0,,73,67,56,46,85,52,113,114,74,104,,358,349,234,140,118,174,150,86,35,41
240130,Tobacco refuse,335,182,413,170,18,0,0,0,0,0,,10329,11405,8166,6625,6763,6437,8946,9784,8743,9355,,2244,2209,2133,1827,1490,0,1,0,0,0
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,272,1230,675,1218,1982,2097,1375,2833,1383,99,,2,21,23,0,1,32,1064,1360,288,143
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",76,91,28,36,1,1,15,0,18,0,,719,1624,1434,1256,1810,1217,920,1003,802,1711,,2663,2425,2508,2374,2374,3743,4762,4250,4063,4511
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,790,190,133,292,101,155,30,1813,136,26,,278,272,288,329,495,405,363,199,72,175
282540,Nickel oxides and hydroxides,17,0,0,0,0,0,0,12,0,0,,789,395,14,15,490,853,906,1124,13990,843,,184,408,94,134,112,55,313,363,53,1196
282751,Bromides of sodium or of potassium,37,52,35,15,5,4,9,5,3,0,,945,1529,2984,5153,4108,7427,7582,11692,8049,10788,,2013,8526,9506,4272,411,517,491,741,1222,21522
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,2,3,50,0,8,1,0,,3611,4227,5391,8568,12233,13924,18043,34077,23532,18992,,10001,8523,8096,3148,6534,3197,1095,964,10970,2940
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,0,,0,1104,1972,1014,308,1259,625,1989,2755,5628,,711,770,240,539,712,1241,1410,864,1644,1498
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,1000,758,830,1312,1458,117,0,0,0,0,,3472,3225,3561,4212,2256,1566,0,0,0,0
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,1,1,3,0,0,0,0,0,0,0,,7594,8278,5957,7186,5163,3084,3875,3806,3692,6447,,178,176,129,186,114,85,83,4,20,0
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,352,854,1647,2341,4615,4217,4995,5199,2211,1012,,3125,1693,1262,1034,755,700,734,781,657,905
290531,"Ethylene glycol """"ethanediol""""""""",668,100,0,0,186,66,21,0,1,0,,88742,96651,87226,85981,73878,61158,290876,115357,154897,63625,,374270,303890,271635,116397,15192,17014,58406,52005,80935,53839
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,0,8,94,0,0,3,0,,3414,6446,8037,5803,4804,7172,6319,6994,1891,7482,,18670,12466,8128,7995,7445,18104,37731,24554,24006,41955
291412,"Butanone """"methyl ethyl ketone""""""""",43,0,0,0,0,0,0,0,0,0,,923,1423,4706,1207,151,85,492,496,75,113,,26346,16183,13966,10302,9740,8961,14367,8709,9769,11250
292023,Trimethyl phosphite,0,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,7210,12150,12738,11055,17622,,0,0,0,0,0,0,10,26,8,103
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,3422,5854,8183,5696,4483,5496,3377,3594,2157,18850,,3220,18023,16157,10983,10182,12418,6739,933,692,764
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,22080,30025,51333,33275,32250,46222,25170,26500,17876,33837,,15164,8122,7887,1407,3081,6252,7135,8270,5982,7028
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,105,182,0,0,0,0,1,122,4,0,,0,0,0,0,0,0,0,0,1,0
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,0,0,0,120,,0,0,0,0,0,0,0,0,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,1,1,15,25,127,144,23,0,,55,369,286,14,30,9,127,123,7,131,,105,65,46,54,72,45,453,370,74,76
292421,Ureines and their derivatives; salts thereof,0,63,59,188,268,173,759,70,7,0,,8551,9530,11562,16181,31660,14043,10645,20341,23210,25664,,3601,2630,4626,1815,2108,2325,4521,2927,2239,3277
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,33,32,242,63,,0,0,0,0,0,0,0,0,0,0
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,11,0,0,9,,0,0,0,0,0,0,51,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,128,513,,0,0,0,0,0,0,0,0,0,0
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,5,0,8,1,30,0,,3015,3381,1861,2706,4421,3713,5078,3301,1075,670,,702,798,469,563,924,1174,582,645,919,704
293712,"Insulin and its salts, used primarily as hormones",0,0,5,1093,380,0,1,0,0,0,,21836,30399,26227,31265,38127,28565,23571,22956,30858,44580,,694,1431,1270,2807,2822,8251,3582,3250,7098,11923
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,34,146,163,3,26,0,66,0,2,0,,1,1,3,0,1,0,0,0,0,0
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,46,26,39,138,49,35,163,12,1,508,,356,273,69,67,368,217,539,234,263,296
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",11,5,0,17,0,0,10,0,0,0,,3455,3543,4336,3810,3715,3567,2337,2418,2352,3032,,6656,7494,12460,10681,9596,9465,10480,9666,7316,9627
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,369,638,810,252,294,172,69,21,72,83,,12,6,202,86,213,170,185,218,267,297
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,2,2,0,0,0,0,,0,0,14423,9029,11762,4142,18043,32807,10968,6461,,140,156638,97810,128,80,846,1040,1254,473,1896
390130,"Ethylene-vinyl acetate copolymers, in primary forms",149,9,6,63,4,9,80,120,3,0,,1227,1754,2899,1901,3014,2338,1559,2392,1953,4053,,23353,28536,26224,30056,29304,38934,49542,41857,48421,47322
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,109,0,0,563,44,5,0,0,0,0,,52362,60485,58284,49151,47533,15418,0,0,0,0,,41778,36429,42361,31709,34653,40013,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,32,4,3,0,34,19,2,0,0,0,,5508,7069,7480,8040,9519,10846,12441,12891,12722,15364,,12842,15103,13389,13891,12188,15229,13489,13773,10745,15350
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,3,19,18,0,42,9,0,,16530,20896,26532,25188,14106,12035,14702,12499,11391,10924,,322,306,555,549,467,349,314,297,203,286
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",35,21,13,48,24,0,0,0,0,0,,21,32,12,37,12,43,34,52,43,36,,130,158,194,361,454,318,471,707,356,7167
360500,Matches (excluding pyrotechnic articles of heading 3604),5,5,0,0,0,0,0,0,0,0,,56291,53190,46725,44334,50387,56179,48955,54902,55086,67935,,205,126,114,120,101,112,104,68,156,138
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,6,0,0,,265,290,15,8,29,6,150,31,45,42,,831,1034,154,388,345,277,117,172,122,453
