Product code,Product label,United States of America's imports from Australia-Value in 2012,United States of America's imports from Australia-Value in 2013,United States of America's imports from Australia-Value in 2014,United States of America's imports from Australia-Value in 2015,United States of America's imports from Australia-Value in 2016,United States of America's imports from Australia-Value in 2017,United States of America's imports from Australia-Value in 2018,United States of America's imports from Australia-Value in 2019,United States of America's imports from Australia-Value in 2020,United States of America's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,0,0,0,0,0,12,0,0,0,,1147,745,350,628,2063,450,705,428,920,718,,489006,350152,371309,227995,109192,152576,179978,138246,68486,81716
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,31,39,430,319,6,13,3,148,3,15,,526707,243546,297290,395512,154223,225863,607914,333139,74617,90337
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,636,699,243,231,435,36,528,925,513,21,,288300,353696,229878,486586,188583,198465,339055,278769,1481,991
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,0,0,0,0,0,0,0,0,0,,654,524,283,431,271,384,174,222,334,273,,177636,204105,192723,206397,202171,202501,257076,326517,385899,359803
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,235,0,0,0,4,0,0,14,0,,893,386,295,639,359,630,407,199,296,641,,162895,189939,215413,225875,227229,253520,261443,276700,264371,329024
840420,Condensers for steam or other vapour power units,0,0,0,0,0,0,0,0,0,0,,604,88,316,94,67,171,94,89,140,104,,68368,79771,59249,10343,6566,24970,26359,26370,18616,26417
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,38,0,0,3,0,0,22,0,5,0,,1170,1502,2405,5749,2644,1129,2769,5483,750,2213,,70141,93767,58996,60306,40173,53513,51493,37750,24733,23476
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,1529,843,0,422,179,1060,76,0,1470,1203,,72994,63297,49454,101176,26309,2949,17612,7585,15900,9877
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,4,0,4,4,0,0,0,,32,2,133,40,123,125,49,96,41,63,,641,592,1556,392,502,341,1065,452,384,1211
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,0,0,0,0,0,,656,486,648,225,743,750,472,314,279,479,,34240,16172,13315,18988,26112,23090,27672,45033,39540,91635
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",30,0,0,10,4,0,5,0,8,0,,324,579,527,551,352,653,187,509,273,340,,12564,16500,17629,20693,18994,20921,22598,20847,17274,22366
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,0,0,0,0,0,0,,104,51,155,35,53,24,76,134,64,72,,3052,2600,2545,2396,1536,2660,3691,2949,2253,1678
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,75,0,,7003,23870,3189,7395,7583,14783,15216,14583,13324,25801,,2524,994,990,747,2160,1368,932,1230,629,336
790400,"Zinc bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,2,0,0,0,0,,324,23,146,9,16,52,41,7,20,118,,7563,7705,8560,10069,8760,11852,14376,11019,10619,14944
800110,"Unwrought tin, not alloyed",12950,0,0,0,0,0,0,667,672,0,,142,20,29,0,139,724,0,11,53,36,,738512,768462,779021,547565,544745,683810,734368,664857,540033,1157267
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,0,8,0,0,0,7,0,0,,2510,700,2238,705,726,813,1089,1695,1388,2086,,35880,34007,38367,21373,21341,21623,26504,32594,34224,57850
810196,Tungsten wire,10,9,4,2,0,0,3,0,0,0,,98,12,102,2,3,7,50,16,5,15,,14015,13225,13781,11728,9567,11243,10767,9879,8984,11413
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,6,0,32,258,0,24,25,0,0,0,,43521,47106,54085,53701,42568,42039,41117,50849,81659,82446
810490,"Articles of magnesium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,37,79,41,9,17,23,16,25,9,24,,11218,9711,11531,13674,13250,19500,37419,21775,17954,24286
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,12,0,52,0,0,67,1,9,1,227,,12998,11135,17446,12309,14067,23653,41675,29366,15578,20253
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,6,6,51,81,62,311,170,2514,962,38,,103704,98954,91958,85543,67885,86566,93904,78644,70285,113692
750220,Unwrought nickel alloys,63566,64175,56020,44731,29227,0,109,0,0,0,,0,0,0,0,0,0,0,0,0,0,,239128,223466,223975,174521,116097,67263,72054,94412,55272,56466
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",12,98,1433,411,300,120,4,3,0,0,,1014,832,697,601,432,574,257,171,315,273,,464996,481930,567681,600110,598375,673652,826561,817511,720318,916541
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,33,0,1,0,0,0,4,0,0,66,,430031,271341,264067,271209,249040,300356,324870,382932,243277,204900
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,76,0,,0,0,4612,747,100,0,0,31,38,145,,1487,1892,4288,5299,8000,7211,6956,6723,3810,6952
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,0,60,0,0,0,0,0,18,0
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,61,40,28,47,55,28,69,29,21,106,,38126,36490,42600,43541,37383,42197,42315,40621,50845,59634
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",77,3,9,0,0,0,0,0,36,0,,172,753,131,292,54,149,71,162,141,33,,33303,53873,66499,76088,75001,93379,134127,121953,81111,91756
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,108,102,2504,0,,75,92,202,32,100,266,28,2596,423,9,,28009,14403,33025,132627,53137,50644,60984,55483,56831,67765
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,109,0,0,0,0,0,0,0,,170,404,437,147,626,613,270,337,368,273,,629,1364,1272,1248,3065,1823,2925,2953,5816,7332
848010,Moulding boxes for metal foundry,0,5,0,0,0,0,0,0,0,0,,371,339,1169,1312,700,338,101,593,19,115,,2409,4690,2825,2935,4369,2586,4128,3466,4517,2548
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),7,0,9,6,0,0,0,0,0,0,,201,9,438,290,426,39,96,48,1252,124,,42178,59979,49700,65353,57924,68867,61389,65787,62476,68544
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,101,0,0,0,0,0,0,0,0,,183,678,160,182,628,0,0,0,0,0,,19006,16296,15993,34213,88864,0,0,0,0,0
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,23,0,0,0,,275,146,893,494,424,790,297,104,341,83,,183370,130853,98556,99795,81765,82748,85503,76739,50509,62846
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",90,9,0,0,17,0,0,0,0,0,,662,681,384,214,53,212,444,125,360,595,,27494,26011,26443,28592,26279,35389,30224,25302,24450,41998
845210,Sewing machines of the household type,0,0,0,17,0,20,0,0,0,0,,2105,2425,2120,3456,2031,2480,2620,1927,2678,3256,,272022,260169,275862,307881,290578,265440,309860,253891,301918,326718
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,0,0,15,418,0,1009,0,0,,8938,13998,8041,1647,1328,261,6287,306,99,145,,76020,102464,76262,122829,95151,109880,61679,74421,82872,64738
845710,Machining centres for working metal,0,350,0,0,0,0,0,0,0,0,,524,2858,327,1404,810,926,7702,742,1906,1555,,1622436,1331230,1364769,1176497,1087711,1231161,1556088,1444778,975627,1193362
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,0,,48,17,430,832,114,78,29,180,3,0,,8483,15195,8267,17771,5141,20928,14248,5940,8990,23142
830520,"Staples in strips, of base metal",0,0,0,39,0,0,0,0,0,0,,137,107,393,146,99,28,71,75,86,177,,99744,101065,108516,111207,108523,113944,133836,125975,121615,183248
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",0,4,0,0,9,0,0,0,0,0,,139,262,98,758,160,279,320,463,391,198,,39192,40412,36545,35944,35640,40359,52861,51081,62394,80371
841210,Reaction engines other than turbojets,61,5,0,0,0,0,0,8,0,0,,189,203,755,176,473,135,627,718,318,887,,95977,103500,176821,212015,209034,274940,280044,183974,58079,286675
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",7,0,0,0,0,0,10,0,0,0,,1158,1273,1053,748,627,713,2890,985,1241,1082,,136614,156497,171127,201969,214515,240690,267252,246988,265190,350143
841382,Liquid elevators (excluding pumps),34,0,5,9,0,0,0,16,4,0,,2457,1268,2900,1065,279,896,525,616,373,351,,10318,8086,9955,5393,11786,5157,5254,5835,5388,4406
842211,Dishwashing machines of the household type,15,0,0,0,0,0,0,0,0,0,,514,671,1210,852,3506,2382,1543,527,657,997,,223533,308497,340185,334285,358686,422163,436298,470122,563148,767468
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",115,210,102,53,0,0,0,0,21,0,,94,332,56,331,99,788,141,869,202,1652,,4237,10538,3132,7728,1712,1517,3928,5614,2709,1018
842840,Escalators and moving walkways,4,0,0,0,0,0,26,0,0,0,,0,20,47,1058,729,77,124,54,13,2,,29696,26859,40129,40619,39159,34017,49050,35610,32518,27500
842911,"Self-propelled bulldozers and angledozers, track laying",0,0,0,0,0,0,0,0,0,0,,10309,33276,10160,15075,9791,6869,7627,13033,10397,9632,,285520,270923,308475,252764,195389,320885,358564,394912,170277,349435
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,430,408,1601,1824,278,46,3068,3712,82,0,,47498,26721,28664,9341,15802,31229,10010,20653,23464,14947,,181661,163038,200719,236456,212741,218456,224724,233338,224148,264119
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",1149,340,65,49,335,532,109,191,16,0,,760,735,975,1638,564,344,869,1032,367,331,,15191,15801,16247,21406,22241,25883,46379,52853,51833,60221
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,391,0,0,,482,590,374,300,100,897,388,622,2286,5376,,67684,66804,71494,75540,52354,57879,67372,57386,64987,86614
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,158,100,0,265,117,465,0,0,,2111,1119,258,1604,176,691,67,1316,21,8,,4497,10839,27825,16387,10076,11143,15883,13705,12013,7658
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,1012,3,0,0,0,0,0,,706,714,802,1672,0,180,24,164,0,0,,12694,23708,101790,102544,42463,20895,19672,25821,5780,12882
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,0,,41,84,10,119,18,0,11,0,0,0,,1169,1874,2455,3110,2634,5274,3036,2552,2344,2382
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,104,0,0,0,0,0,0,0,,19011,34668,44911,13407,70747,55920,83922,238892,25697,62742,,706141,656844,698842,514661,264924,332719,392784,383249,327988,461571
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras ...,0,0,8,0,0,0,0,0,0,0,,50,96,4,73,73,113,514,79,124,92,,22512,12048,16835,13740,12063,12090,10994,9095,9277,12221
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",0,0,0,0,0,0,0,0,0,0,,20,51,99,27,30,173,9,126,10,49,,5039,10573,15258,18904,14666,16147,13428,12912,6848,5691
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,12,0,0,0,0,,908,1,48,1,69,24,36,14,17,45,,9844,8298,7596,7137,6242,8111,9220,9129,10096,18805
930200,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,2,0,0,14,0,0,0,0,0,0,,2966,964,610,398,1246,320,220,341,417,415,,581039,720959,527389,541536,806468,725758,675810,587516,892703,1218672
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",0,0,18,21,21,0,8,0,19,0,,34,267,380,306,1195,38,581,61,130,208,,228347,219203,187095,187133,157783,160150,165034,160429,197023,323452
910521,"Wall clocks, electrically operated",0,0,7,0,0,0,0,0,0,0,,36,68,36,74,18,185,79,86,69,65,,101498,106808,101046,108212,117730,117779,110905,105608,101556,123549
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",11,25,10,10,32,131,23,9,0,0,,3606,2831,1640,1489,1397,1056,1107,1196,1058,1346,,213806,214352,153835,141058,128195,128295,127791,106451,75034,88108
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,0,,3,16,19,84,1,0,0,5,0,1,,1572,1008,1354,1818,802,759,876,1201,861,1033
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,0,0,69,63,0,27,40,36,31,0,,57,45,590,83,200,341,533,1341,828,1582
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",77,151,313,2,62,0,0,49,22,0,,3274,2648,1227,1701,586,768,687,1202,504,1543,,66784,61378,81161,91855,84359,70477,110768,125129,87469,89351
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,476,842,324,387,682,,0,0,0,0,0,392831,427875,523077,621940,1055454
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,49,0,,0,0,0,0,0,703,2072,915,4519,2420,,0,0,0,0,0,900032,1059160,1099931,959680,1295602
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,1176,613,447,274,2650,962,206,200,193,271,,446,1842,1776,1041,3129,1193,1948,36316,2606,2133
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,10,44,31,34,0,,0,0,0,0,0,2461,41495,25633,18495,10719,,0,0,0,0,0,5886826,5492805,8125843,8071878,10181836
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11924,6317,10641,18145,11070,2453,1984,9820,7810,4390,,531393,648534,1071192,1332372,1212821,1339550,1545326,2174364,1549200,1650314
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,0,0,0,0,0,0,0,0,0,,3143,576,143,60,655,1600,214,86,614,1934,,2114,7157,1340,2671,2047,3158,5856,10547,37785,10364
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,10,0,0,0,0,,261,9,24,587,1481,2126,2926,2506,1110,532,,919,796,941,573,526,636,136,145,125,129
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",5,10,2,3,11,5,145,4,0,0,,738,682,1075,1057,1004,1258,1115,860,649,370,,854027,765731,622743,541815,462666,417683,371678,313701,282893,264504
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,16,248,605,26,0,,0,0,0,0,0,932,1767,2648,1531,1456,,0,0,0,0,0,9606,841,1519,354,331
851950,Telephone answering machines,0,0,0,0,0,0,0,6,0,0,,0,28,18,132,43,14,0,16,29,30,,2455,1729,1461,1739,895,902,563,1220,3563,5330
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,0,0,8,0,0,0,9,0,,1463,1998,3839,2102,1891,2123,2632,6206,2297,4485,,1734172,1750321,1957761,2143225,1964387,2286153,2674023,2094497,2798545,3252952
851010,"Shavers, electric",0,0,0,0,93,38,0,0,0,0,,1137,1139,2620,1108,1429,3283,2832,3801,3676,4014,,350913,293504,288608,259775,296345,360589,367384,371090,298194,290373
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",13,32,8,4,7,0,0,0,19,0,,1049,988,621,679,630,566,594,610,738,771,,126349,117530,120204,148308,135850,138184,155173,145540,184285,178964
960630,Button moulds and other parts of buttons; button blanks,0,0,0,0,0,0,0,0,0,0,,7,9,1,14,57,27,16,52,12,3,,907,850,1052,1266,2386,767,955,293,359,572
960840,Propelling or sliding pencils,0,0,0,0,0,0,0,0,0,0,,10,25,14,35,56,75,17,31,33,27,,89352,88634,95491,96363,99331,84582,80815,79109,58235,66658
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",8,0,0,0,3,6,0,3,0,0,,2479,1754,1721,759,855,2883,1241,905,672,554,,103488,97547,85186,73629,63533,39231,40400,44327,31006,47106
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",0,5,0,0,0,1,0,4,0,0,,15,19,4,19,19,1212,33,21,14,32,,86154,80236,83595,78614,73289,64056,62607,59043,55208,94605
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",5,4,3,12,24,7,2,64,22,0,,273,452,769,448,337,393,422,825,347,482,,143842,159644,189121,200163,186230,184210,207777,225381,258540,231959
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",1,2,1,0,0,0,1,0,0,0,,10,4,1,82,16,35,17,257,51,4,,23241,25783,23352,24548,22771,24185,28022,22152,55880,18893
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,0,0,0,0,0,,66,16,25,289,41,18,105,20,35,71,,11079,11160,12165,14420,13153,11427,10845,11131,7910,12036
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",5,0,0,0,0,18,71,0,1,0,,680,913,863,678,626,470,1060,793,1055,1279,,1317281,1523714,1662286,1587538,1237191,1029955,1056473,1144884,835337,1044485
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",17,18,96,10,7,4,1,35,0,0,,2026,1139,1647,2741,2369,3317,2668,1989,1303,1787,,32242,33010,33667,38336,36687,46530,49993,40778,27798,31365
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,383,2256,1523,1252,2770,2145,1761,2045,1141,1548,,58073,77080,96017,96811,107715,130106,140689,136413,144201,217093
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8,0,0,28,92,7,37,25,13,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,365,46,41,59,52,160,45,58,23,35
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,2,17,68,53,13,,11992,12560,12535,11853,9524,9258,3035,5388,6719,5631
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,264,0,0,0,0,0,380,0,0,,109,908,86,90,39,118,31,91,21,17,,94802,92932,108433,100499,89713,96177,101175,114191,77083,88887
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,6,0,0,15,8,9,0,0,,1614,701,1373,1066,1135,3081,2254,1234,1149,1534,,18547,16408,13728,13772,19548,17322,18796,21063,26043,33174
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",0,0,0,0,0,17,0,0,0,0,,6,67,164,99,16,22,43,103,188,142,,124620,126242,128782,129717,137091,147068,158081,137455,151043,203495
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,3,0,0,,7,15,0,15,6,1,4,39,7391,6219,,2965,1492,1769,1470,1101,1670,2119,2113,1363,1662
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,26,36,28,0,0,0,0,,31,6,0,2,0,14,87,31,36,62,,88101,89279,119241,110460,128775,123245,126523,96667,87270,103019
701931,Mats of irregularly laminated glass fibres,16,0,0,0,0,0,0,4,0,0,,287,597,48,179,61,341,243,187,107,191,,103718,104266,133148,132207,116326,102918,125156,116309,85772,114355
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,27,0,0,0,0,4,0,0,,938,535,1150,1163,468,917,814,729,740,357,,63328,50013,52515,47225,46814,42424,43095,41024,39494,47764
