"﻿Code	Product label	Exported value in 2012	Exported value in 2013	Exported value in 2014	Exported value in 2015	Exported value in 2016	Exported value in 2017	Exported value in 2018	Exported value in 2019	Exported value in 2020	Exported value in 2021"
"480512	""Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m²""	2	0	2	2	0	0	0	1	0	3"
"620722	""Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...""	0	1	9	0	0	61	12	0	18	3"
"700232	""Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...""	0	0	2	0	2	2	0	11	3	3"
"290542	""Pentaerythritol""	0	0	0	0	0	0	0	1	0	3"
"290543	""Mannitol""	120	48	37	54	182	34	232	4	1	3"
"080242	""""Fresh or dried chestnuts """"Castanea spp."""", shelled""""	0	0	0	0	7	2	6	2	1	3"
"551691	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...""	4	5	30	0	35	0	0	156	2	3"
"550210	""Artificial filament tow as specified in Note 1 to chapter 55, of acetate""	0	0	0	0	0	0	0	0	0	3"
"700420	""""Sheets of glass, drawn or blown, coloured throughout the mass """"body tinted"""" opacified, flashed ...""	0	13	431	87	36	98	162	44	9	3"
"960630	""Button moulds and other parts of buttons; button blanks""	7	9	1	14	57	27	16	52	12	3"
"160540	""Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)""	0	0	0	0	0	0	0	14	0	3"
"700231	""Tubes of fused quartz or other fused silica, unworked""	6	4	0	4	47	32	18	2	5	3"
"741022	""""Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""	11	1	0	0	24	5	1	0	0	3"
"830510	""Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...""	32	197	28	484	22	8	72	29	31	3"
"841630	""Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...""	1	6	55	19	145	145	57	290	14	3"
"540832	""Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...""	51	39	23	39	68	62	24	37	16	3"
"844511	""Carding machines for preparing textile fibres""	0	140	152	340	59	156	203	3	19	3"
"845129	""Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...""	119	256	56	25	14	84	99	38	57	3"
"290319	""Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...""	0	2	0	0	0	0	8	6	6	3"
"270799	""""Oils and other products of the distillation of high temperature coal tars; similar products ...""	553	111	416	57	101	111	131	36	20	3"
"240290	""Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes""	10	0	83	0	143	0	39	44	52	3"
"230630	""Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""	526	108	0	0	0	0	0	0	0	3"
"460122	""Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel""	0	0	0	0	5	0	16	1	5	3"
"430230	""Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...""	218	701	341	86	12	96	80	54	1	3"
"531010	""Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached""	11	0	1	0	0	1	35	22	4	3"
"070529	""Fresh or chilled chicory (excluding witloof chicory)""	22	43	110	286	226	5	10	6	22	3"
"030221	""""Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""	0	0	0	0	0	0	0	0	0	3"
"030549	""Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...""	19	7	5	3	5	135	0	2	1	3"
"150710	""Crude soya-bean oil, whether or not degummed""	6	606	24	103	253	125	103	239	34	3"
"290899	""Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...""	3	4	16	18	23	4	9	9	11	3"
"291511	""Formic acid""	78	40	1	2	2	4	5	1	11	3"
"290230	""Toluene""	25	60	14	193	96	31	11	24	5	3"
"370256	""""Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""	9	7	0	2	18	0	5	2	11	3"
"410632	""Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...""	0	0	0	1	0	2	0	0	0	3"
"380120	""Colloidal or semi-colloidal graphite""	0	7	0	0	1	0	3	0	0	2"
"030443	""""Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""	0	0	0	0	0	0	0	0	0	2"
"551311	""Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...""	36	3	393	59	14	9	8	15	5	2"
"540834	""Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...""	8	5	7	10	17	11	37	5	13	2"
"551419	""Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...""	19	48	2	0	0	0	0	0	0	2"
"500600	""Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut""	296	901	1488	636	0	0	0	0	1	2"
"741012	""Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...""	4	0	0	7	0	0	0	1	0	2"
"470419	""Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)""	0	12	0	0	0	0	0	0	0	2"
"600129	""Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)""	11	1017	2088	0	0	0	4	0	0	2"
"550610	""Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning""	3	0	2	6	0	6	6	5	2	2"
"240110	""Tobacco, unstemmed or unstripped""	50	0	3332	0	0	0	5	0	0	2"
"293030	""Thiuram mono-, di- or tetrasulphides""	0	0	0	12	0	0	0	6	0	2"
"293712	""Insulin and its salts, used primarily as hormones""	5	33	4	1	5	2	4	2	2	2"
"300341	""Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""	0	0	0	0	0	3	3	16	1	2"
"370690	""Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...""	73	104	49	5	0	7	8	54	109	2"
"360500	""Matches (excluding pyrotechnic articles of heading 3604)""	18	6	25	50	29	18	10	56	72	2"
"854810	""Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...""	0	1561	4427	2685	21	30	0	0	0	2"
"540821	""Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...""	13	0	0	1	0	0	0	0	0	2"
"081030	""Fresh black-, white- or redcurrants and gooseberries""	0	8	0	0	0	0	49	7	0	2"
"030811	""""Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""	1	1	0	0	0	0	0	30	14	2"
"300343	""Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""	0	0	0	0	0	0	0	0	7	2"
"842840	""Escalators and moving walkways""	0	20	47	1058	729	77	124	54	13	2"
"846130	""Broaching machines, for working metals, metal carbides or cermets""	0	0	0	2	0	0	4	3	4	2"
"540220	""High-tenacity filament yarn of polyesters (excluding that put up for retail sale)""	486	20	113	62	108	42	165	28	23	2"
"521213	""Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...""	0	101	103	26	50	20	29	2	23	2"
"551529	""Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...""	5	85	6	3	8	12	29	59	9	2"
"081060	""Fresh durians""	3	0	0	77	1	0	0	1	163	2"
"180320	""Cocoa paste, wholly or partly defatted""	125	0	225	83	184	111	56	0	8	2"
"251520	""Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...""	2	15	0	28	30	173	276	18	0	2"
"740939	""""Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""	23	48	16	60	20	16	35	0	92	2"
"392073	""Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...""	31	3	110	12	0	0	0	29	3	2"
"291512	""Salts of formic acid""	8	14	2	6	21	65	33	53	5	2"
"291524	""Acetic anhydride""	1	2	0	3	1	2	1	1	0	2"
"121294	""Chicory roots, fresh, chilled, frozen or dried, whether or not ground""	0	0	0	0	0	0	3	0	0	2"
"030779	""""Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""	1009	8	10	0	1	1	0	0	0	2"
"030324	""""Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""	29	36	34	0	0	2	5	22	1	2"
"230250	""Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...""	0	0	13	15	0	9	122	0	295	2"
"200891	""Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...""	80	0	1	0	0	1	5	1	2	2"
"290122	""""Propene """"propylene""""""""	207	25	3	165	5	25	10	11	1	2"
"382484	""""Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""	0	0	0	0	0	351	6	6	4	2"
"370500	""Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...""	0	0	0	0	0	21	4	0	4	2"
"540771	""Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...""	38	6	13	42	45	4	124	94	30	2"
"721129	""""Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""	57	118	456	80	18	0	47	32	0	2"
"600623	""""Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""	8	94	0	0	57	13	2	0	20	2"
"540341	""""Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""	0	36	10	1	0	0	0	0	0	2"
"521011	""Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...""	302	173	89	14	3	15	19	9	18	2"
"441873	""Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo""	0	0	0	0	0	12	65	16	30	2"
"580429	""Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...""	29	48	27	11	9	5	0	0	7	2"
"520633	""""Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""	0	0	0	0	0	0	0	0	0	2"
"520929	""Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², bleached ...""	140	1	0	0	10	2	8	2	8	2"
"870230	""Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...""	0	0	0	0	0	23	354	0	28	2"
"911290	""Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...""	0	1	5	2	2	0	22	18	39	2"
"844140	""Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)""	140	201	18	187	148	1	85	14	179	1"
"540833	""Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...""	42	5	8	4	4	0	5	13	0	1"
"250860	""Mullite""	21	0	40	0	0	0	3	0	0	1"
"080840	""Fresh quinces""	19	17	9	3	0	1	0	2	0	1"
"291830	""Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...""	10	36	4	41	37	12	30	33	47	1"
"520419	""Sewing thread, containing predominantly, but < 85% cotton by weight (excluding that put up ...""	115	11	10	14	5	11	17	209	9	1"
"841932	""Dryers for wood, paper pulp, paper or paperboard""	200	139	0	229	157	55	117	115	7	1"
"030510	""Flours, meals and pellets of fish, fit for human consumption""	278	200	18	0	37	2	0	0	1	1"
"292218	""""2-""""N,N-Diisopropylamino""""ethanol""""	0	0	0	0	0	11	0	0	3	1"
"310430	""Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...""	384	48	632	37	125	57	35	49	22	1"
"291439	""Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])""	1	1	23	15	1	2	1	28	12	1"
"680292	""Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...""	8	9	259	4	0	6	48	1	7	1"
"290613	""Sterols and inositols""	290	16	9	9	10	12	24	23	10	1"
"230500	""Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""	8	0	0	0	0	0	0	0	2	1"
"120710	""Palm nuts and kernels""	8	0	106	0	0	0	62	0	0	1"
"071190	""Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...""	3	6	0	0	0	15	12	5	0	1"
"030445	""""Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""	0	0	0	0	0	73	24	0	0	1"
"291540	""Mono- di- or trichloroacetic acids, their salts and esters""	2	1	0	9	1	1	1	1	0	1"
"290315	""""Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""	2	1	1	0	4	0	0	1	4	1"
"721935	""""Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""	285	1266	4	0	1	10	4	9	11	1"
"251810	""""Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""	1527	441	2	6	596	55	70	2	0	1"
"290220	""Benzene""	0	0	0	0	0	0	0	0	0	1"
"293331	""Pyridine and its salts""	10923	5445	1698	1	9	0	193	1	6	1"
"160530	""Lobster, prepared or preserved (excluding smoked)""	0	1	0	10	0	16	0	0	15	1"
"550319	""Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...""	61	1	5	134	3	5	0	0	0	1"
"530820	""Hemp yarn""	0	0	0	0	0	0	0	0	1	1"
"580131	""Uncut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...""	10	0	0	0	0	0	3	3	9	1"
"854012	""Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...""	3	16	19	84	1	0	0	5	0	1"
"283327	""Sulphate of barium""	2	47	0	0	7	7	0	0	3	1"
"560600	""Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...""	0	0	7	0	3	0	2	20	0	1"
"940382	""Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)""	0	0	0	0	0	41	6	44	18	1"
"291479	""""Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""	0	0	0	0	0	40	35	5	16	1"
"030544	""""Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""	0	0	0	0	0	18	0	26	6	1"
"060314	""Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes""	0	0	0	0	2	0	0	0	0	1"
"400130	""Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...""	0	30	6	4	4	9	8	2	5	1"
"480630	""Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...""	2	23	28	2	6	0	0	1	16	1"
"590290	""Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic""	39	8	11	18	5	31	121	6	0	1"
"580300	""Gauze (excluding narrow woven fabrics of heading 5806)""	30	0	20	2	10	1	7	46	119	1"
"551622	""Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...""	62	28	64	40	23	4	4	19	39	1"
"530390	""Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...""	9	0	5	4	0	6	6	0	0	1"
"030285	""""Fresh or chilled sea bream """"Sparidae""""""""	0	0	0	0	0	0	56	0	0	1"
"080921	""""Fresh sour cherries """"Prunus cerasus""""""""	1816	1186	288	148	471	135	101	90	309	1"
"090811	""Nutmeg, neither crushed nor ground""	1	1	0	52	34	26	10	7	55	1"
"090822	""Mace, crushed or ground""	32	61	87	39	78	12	6	3	1	1"
"090831	""Cardamoms, neither crushed nor ground""	9	3	16	29	38	6	145	96	194	1"
"290321	""""Vinyl chloride """"chloroethylene""""""""	30	0	2	4	107	4	0	14	1	1"
"293211	""Tetrahydrofuran""	10	12	0	1	2	15	2	0	10	1"
"293213	""Furfuryl alcohol and tetrahydrofurfuryl alcohol""	0	0	0	0	0	0	0	0	0	0"
"293138	""Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1)""	0	0	0	0	0	0	0	3	2	0"
"293351	""""Malonylurea """"barbituric acid"""" and its derivatives; salts thereof""""	0	0	0	0	0	0	0	0	0	0"
"293372	""""Clobazam """"INN"""" and methyprylon """"INN""""""""	0	0	0	0	0	0	0	0	0	0"
"292610	""Acrylonitrile""	0	57	2	2	0	0	0	2	0	0"
"310270	""Calcium cyanamide (excluding that in pellet or similar forms, or in packages with a gross weight ...""	0	0	0	0	0	0	0	0	0	0"
"300680	""Waste pharmaceuticals""	0	0	0	0	0	0	0	0	0	0"
"293740	""Amino-acid derivatives, used primarily as hormones""	0	0	0	0	0	0	0	0	0	0"
"293410	""Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...""	177	21	33	77	7	12	3	38	11	0"
"293943	""""Cathine """"INN"""" and its salts""""	0	0	0	0	0	0	0	0	0	0"
"290941	""""2,2'-Oxydiethanol """"diethylene glycol, digol""""""""	451	401	114	5	1	1	7	1	0	0"
"291611	""Acrylic acid and its salts""	5	63	3599	2680	1033	0	24	0	2	0"
"291731	""Dibutyl orthophthalates""	0	0	0	0	0	0	0	0	0	0"
"292010	""""Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""	0	0	0	0	0	0	0	0	0	0"
"292029	""Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...""	0	0	0	0	0	0	15	0	0	0"
"290330	""Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons""	0	0	0	0	0	0	0	0	0	0"
"290342	""Dichlorodifluoromethane""	0	0	0	0	0	0	0	0	0	0"
"290344	""Dichlorotetrafluoroethanes and chloropentafluoroethane""	0	0	0	0	0	0	0	0	0	0"
"290349	""Halogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...""	0	0	0	0	0	0	0	0	0	0"
"283610	""Commercial ammonium carbonate and other ammonium carbonates""	0	0	0	0	0	0	0	0	0	0"
"283692	""Strontium carbonate""	0	0	0	0	0	0	0	0	0	0"
"283326	""Sulphate of zinc""	0	0	0	0	0	0	0	0	0	0"
"380820	""Fungicides put up for retail sale or as preparations or articles""	0	0	0	0	0	0	0	0	0	0"
"382549	""Waste organic solvents, non-halogenated""	0	0	0	77	39	13	3	0	6	0"
"390120	""Polyethylene with a specific gravity of >= 0,94, in primary forms""	12411	2601	0	0	0	0	0	0	0	0"
"382420	""Naphthenic acids and the water-insoluble salts and esters therof""	0	0	0	0	0	0	0	0	0	0"
"330121	""Oils of geranium, whether or not terpeneless, incl. concretes and absolutes""	0	0	0	0	0	0	0	0	0	0"
"410710	""Leather of swine, dehaired (excluding chamois leather, patent leather, patent laminated leather ...""	0	0	0	0	0	0	0	0	0	0"
"410431	""Full grains and full grain splits of bovine and equine animals, dehaired, prepared after tanning""	0	0	0	0	0	0	0	0	0	0"
"401013	""Conveyor belts or belting, of vulcanised rubber, reinforced only with plastics (other than ...""	0	0	0	0	0	0	0	0	0	0"
"401021	""""Endless transmission belts of trapezoidal cross-section """"V-belts"""", whether or not grooved,of ...""	0	0	0	0	0	0	0	0	0	0"
